,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm31~lig_ejm50,-0.1414,0.0806,0.5739,0.0239
lig_ejm31~lig_ejm42,2.385,1.6326,0.4762,0.0262
lig_ejm48~lig_ejm53,0.9974,0.0548,1.2643,0.1852
lig_jmc28~lig_jmc30,-0.1714,0.1272,-0.7541,0.0087
lig_ejm31~lig_ejm45,0.0795,0.2151,0.6735,0.19
lig_ejm31~lig_ejm48,0.5607,0.3842,-0.1024,0.1959
lig_jmc23~lig_jmc30,0.2833,0.0334,-0.1761,0.1121
lig_ejm42~lig_ejm43,-0.6163,0.0274,-0.5386,0.0157
lig_ejm43~lig_ejm44,1.5494,0.1341,1.7109,0.0716
lig_ejm46~lig_jmc23,0.4151,0.0672,-1.7602,0.237
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.4173,0.0298
lig_ejm31~lig_ejm49,-0.3849,0.5983,0.7327,0.0815
lig_ejm50~lig_ejm54,,,0.3914,0.3015
lig_jmc27~lig_jmc28,0.9311,0.0359,,
lig_ejm54~lig_ejm55,2.58,0.1807,1.4168,0.0419
lig_ejm31~lig_ejm47,-0.4793,0.3682,-0.3927,0.0548
lig_ejm46~lig_jmc28,-0.2118,0.0911,0.0966,0.0434
lig_ejm31~lig_ejm46,-0.7292,0.4054,-0.6039,0.0817
lig_ejm43~lig_ejm50,-1.0841,0.1502,-0.14,0.1392
lig_ejm53~lig_ejm55,-0.8063,0.3013,-1.0513,0.1926
lig_ejm44~lig_ejm55,-2.366,0.4695,-2.3722,0.2295
lig_ejm55~lig_jmc27,-0.1239,0.1994,-0.6495,0.203
lig_ejm47~lig_ejm55,-0.4837,0.3568,-0.2057,0.0807
lig_ejm42~lig_ejm54,-0.5602,0.195,-0.2863,0.0545
