,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_ejm42~lig_ejm49,-1.0828,0.223,2.051998668764364,0.2516159149963097
lig_ejm31~lig_ejm49,-0.0321,0.0804,1.8102760718999757,0.2538095571613463
lig_ejm31~lig_ejm48,0.1717,0.0607,0.5462570533499651,0.2538095571613463
lig_ejm31~lig_ejm53,1.9386,0.3743,1.638771160049897,0.2538095571613463
lig_ejm42~lig_ejm47,-0.5819,0.2709,0.08655189247071071,0.2504732062756719
lig_ejm31~lig_ejm47,-1.1196,0.1051,-0.15517070439367764,0.25267676919143917
lig_ejm31~lig_jmc23,0.1451,0.1637,-2.1748305958012217,0.2538095571613463
lig_ejm31~lig_ejm46,-0.4274,0.3518,-1.7859395794933661,0.25033363955286936
lig_ejm44~lig_ejm45,-2.4362,0.137,-2.156448562315025,0.24606413866219531
lig_ejm31~lig_ejm45,0.8486,0.1246,-0.012551227324822278,0.2529173531669557
lig_jmc28~lig_jmc30,-0.7031,0.1549,0.04066311747740059,0.25404925839096637
lig_ejm46~lig_jmc30,-1.2826,0.1894,0.38133962595794557,0.2480362584076917
lig_ejm42~lig_ejm54,-0.0237,0.1599,-0.7562373324146225,0.25161591499630975
lig_ejm54~lig_ejm55,0.9389,0.1888,1.3386364377595559,0.2529298092351276
lig_ejm31~lig_ejm50,1.0907,0.0552,0.5705935457565765,0.2538095571613463
lig_ejm42~lig_ejm43,0.615,0.1235,1.5348284220190465,0.2506089730379271
lig_ejm43~lig_ejm44,2.135,0.2551,0.8507915098355445,0.2459551845290571
lig_ejm46~lig_jmc28,0.4162,0.1133,0.340676508480545,0.25196787131403336
lig_ejm42~lig_ejm50,0.137,0.6422,0.8123161426209649,0.2516159149963097
lig_ejm42~lig_ejm55,-1.2242,0.2141,0.5823991053449333,0.2516159149963097
lig_ejm48~lig_ejm53,-0.3929,0.2015,1.092514106699932,0.2529298092351276
lig_jmc23~lig_jmc27,-0.4643,0.2059,0.42503306830282206,0.25046238068462245
lig_jmc23~lig_jmc28,-0.1649,0.1985,0.7295675247884006,0.2554215503617071
lig_jmc27~lig_jmc28,0.8614,0.0777,0.30453445648557853,0.2529784262099611
lig_ejm45~lig_ejm53,-0.0213,0.3658,1.6513223873747194,0.2520344909456996
lig_ejm44~lig_ejm54,-5.7565,0.7382,-3.1418572642692135,0.2469811007122371
lig_ejm48~lig_ejm55,0.2846,0.2644,-0.20558054486942012,0.2529298092351276
lig_ejm45~lig_ejm55,-3.1023,0.2294,0.35322773580536726,0.2520344909456996
lig_ejm43~lig_ejm46,-1.4278,0.1753,-3.0790454046480242,0.24842587802553825
lig_ejm43~lig_ejm47,0.2931,0.0896,-1.4482765295483357,0.2507868327285097
lig_ejm42~lig_ejm53,0.3002,0.2973,1.8804937569142854,0.2516159149963097
lig_ejm42~lig_ejm46,0.6676,0.2794,-1.5442169826289778,0.24810926718842524
lig_ejm42~lig_ejm48,-0.2223,0.2819,0.7879796502143535,0.2516159149963097
lig_ejm43~lig_ejm50,-0.6902,0.3586,-0.7225122793980816,0.25192811888991745
lig_ejm42~lig_ejm45,0.0987,0.504,0.22917136953956607,0.2507159047726531
lig_ejm44~lig_ejm55,-5.0591,0.3818,-1.8032208265096576,0.24698110071223706
lig_ejm44~lig_ejm49,0.4018,0.5207,-0.3336212630902269,0.24698110071223708
lig_ejm31~lig_ejm42,1.8833,0.2238,-0.24172259686438835,0.25250024076454025
lig_ejm42~lig_ejm44,1.8821,0.3962,2.385619931854591,0.24563538912123453
lig_jmc27~lig_jmc30,0.0203,0.2261,0.3451975739629791,0.24906276606114905
lig_jmc23~lig_jmc30,-0.4898,0.4643,0.7702306422658012,0.25154392399646625
lig_ejm31~lig_ejm44,3.5892,0.4246,2.1438973349902026,0.2478819618603759
lig_ejm46~lig_jmc27,0.3519,0.3568,0.03614205199496645,0.24693935272361095
lig_ejm46~lig_jmc23,-0.139,0.0947,-0.3888910163078556,0.24944163282232035
lig_ejm31~lig_jmc28,-0.5159,0.0782,-1.4452630710128211,0.2562927453048539
Intermediate~lig_ejm49,0.6589,0.4482,,
Intermediate~lig_ejm47,-0.8176,0.1332,,
lig_ejm31~lig_ejm54,-0.1177,0.0729,-0.9979599292790109,0.2538095571613463
lig_ejm49~lig_ejm55,-1.824,0.1808,-1.4695995634194308,0.2529298092351276
lig_ejm31~lig_jmc27,-0.656,0.1441,-1.7497975274983997,0.25135076495791564
lig_ejm31~lig_ejm55,-0.8976,0.158,0.340676508480545,0.25380955716134623
lig_ejm31~lig_jmc30,-1.6822,0.1553,-1.4045999535354206,0.25242850196889544
lig_ejm31~lig_ejm43,0.3928,0.2269,1.293105825154658,0.25281135258159004
lig_ejm47~lig_ejm55,-0.031,0.2413,0.4958472128742226,0.25179306341180874
lig_ejm50~lig_ejm54,-0.3987,0.3932,-1.5685534750355874,0.2529298092351276
lig_ejm53~lig_ejm55,-3.2906,0.4034,-1.298094651569352,0.2529298092351276
lig_ejm55~lig_jmc27,0.49,0.3024,-2.0904740359789447,0.2504623806846224
lig_ejm53~lig_ejm54,-2.9351,0.162,-2.636731089328908,0.2529298092351276
lig_ejm44~lig_jmc30,-4.3395,0.1418,-3.548497288525623,0.2455616448243702
lig_ejm50~lig_ejm55,-0.8715,0.2306,-0.22991703727603152,0.2529298092351276
lig_ejm53~lig_jmc27,-0.2604,0.2255,-3.3885686875482968,0.2504623806846224
lig_ejm48~lig_ejm54,-3.1493,0.1236,-1.544216982628976,0.2529298092351276
