,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_ejm31~lig_ejm50,1.0907,0.0552,0.5739,0.0239
lig_ejm31~lig_ejm42,1.8833,0.2238,0.4762,0.0262
lig_ejm48~lig_ejm53,-0.3929,0.2015,1.2643,0.1852
lig_jmc28~lig_jmc30,-0.7031,0.1549,-0.7541,0.0087
lig_ejm31~lig_ejm45,0.8486,0.1246,0.6735,0.19
lig_ejm31~lig_ejm48,0.1717,0.0607,-0.1024,0.1959
lig_jmc23~lig_jmc30,-0.4898,0.4643,-0.1761,0.1121
lig_ejm42~lig_ejm43,0.615,0.1235,-0.5386,0.0157
lig_ejm43~lig_ejm44,2.135,0.2551,1.7109,0.0716
lig_ejm46~lig_jmc23,-0.139,0.0947,-1.7602,0.237
lig_jmc23~lig_jmc27,-0.4643,0.2059,-0.4173,0.0298
lig_ejm31~lig_ejm49,-0.0321,0.0804,0.7327,0.0815
lig_ejm50~lig_ejm54,-0.3987,0.3932,0.3914,0.3015
lig_jmc27~lig_jmc28,0.8614,0.0777,,
lig_ejm54~lig_ejm55,0.9389,0.1888,1.4168,0.0419
lig_ejm31~lig_ejm47,-1.1196,0.1051,-0.3927,0.0548
lig_ejm46~lig_jmc28,0.4162,0.1133,0.0966,0.0434
lig_ejm31~lig_ejm46,-0.4274,0.3518,-0.6039,0.0817
lig_ejm43~lig_ejm50,-0.6902,0.3586,-0.14,0.1392
lig_ejm53~lig_ejm55,-3.2906,0.4034,-1.0513,0.1926
lig_ejm44~lig_ejm55,-5.0591,0.3818,-2.3722,0.2295
lig_ejm55~lig_jmc27,0.49,0.3024,-0.6495,0.203
lig_ejm47~lig_ejm55,-0.031,0.2413,-0.2057,0.0807
lig_ejm42~lig_ejm54,-0.0237,0.1599,-0.2863,0.0545
