,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_ejm54~lig_ejm55,2.58,0.1807,1.4168,0.0419
lig_ejm42~lig_ejm43,-0.6163,0.0274,-0.5386,0.0157
lig_ejm46~lig_jmc23,0.4151,0.0672,-1.7602,0.237
lig_ejm31~lig_ejm43,0.9778,0.1142,1.0622,0.0644
lig_ejm31~lig_ejm47,-0.4793,0.3682,-0.3927,0.0548
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.4173,0.0298
lig_ejm53~lig_ejm54,-1.7751,0.3846,-2.5368,0.1269
lig_ejm42~lig_ejm45,-0.7098,0.262,2.4812,0.0549
lig_ejm31~lig_ejm44,1.0639,0.1601,1.6815,0.0281
lig_ejm31~lig_ejm42,2.385,1.6326,0.4762,0.0262
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.68,0.0619
lig_ejm31~lig_ejm55,-0.2026,0.097,-0.5742,0.1042
lig_ejm42~lig_ejm53,0.6376,0.778,-0.2048,0.0617
lig_ejm42~lig_ejm50,-0.6082,0.1329,-0.2052,0.0294
lig_ejm31~lig_jmc28,-0.1316,0.0814,-1.0097,0.1523
lig_ejm31~lig_jmc30,-1.5904,0.1501,-1.8448,0.1009
lig_ejm42~lig_ejm48,-0.4042,0.1879,-0.8088,0.0405
lig_ejm31~lig_ejm49,-0.3849,0.5983,0.7327,0.0815
lig_ejm42~lig_ejm47,-1.0341,0.0848,-0.6753,0.0472
lig_ejm31~lig_ejm54,0.2428,0.1082,0.1094,0.083
lig_ejm45~lig_ejm55,-3.23,0.4856,-1.2452,0.452
lig_ejm31~lig_ejm48,0.5607,0.3842,-0.1024,0.1959
lig_ejm42~lig_ejm46,-0.8979,0.1561,-0.3,0.0184
lig_ejm44~lig_jmc30,-5.3037,0.5499,-4.4097,0.542
lig_ejm42~lig_ejm49,-0.453,0.3822,-0.9978,0.2138
lig_ejm31~lig_ejm46,-0.7292,0.4054,-0.6039,0.0817
lig_ejm50~lig_ejm55,,,-1.9327,0.2675
lig_ejm53~lig_jmc27,-1.1398,0.0901,-1.6575,0.1501
lig_ejm44~lig_ejm55,-2.366,0.4695,-2.3722,0.2295
lig_jmc27~lig_jmc30,-0.1525,0.1923,-0.4625,0.2287
