,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_ejm31~lig_ejm50,0.5705935457565765,0.2538095571613463,0.5739,0.0239
lig_ejm31~lig_ejm42,-0.24172259686438835,0.25250024076454025,0.4762,0.0262
lig_ejm48~lig_ejm53,1.092514106699932,0.2529298092351276,1.2643,0.1852
lig_jmc28~lig_jmc30,0.04066311747740059,0.25404925839096637,-0.7541,0.0087
lig_ejm31~lig_ejm45,-0.012551227324822278,0.2529173531669557,0.6735,0.19
lig_ejm31~lig_ejm48,0.5462570533499651,0.2538095571613463,-0.1024,0.1959
lig_jmc23~lig_jmc30,0.7702306422658012,0.25154392399646625,-0.1761,0.1121
lig_ejm42~lig_ejm43,1.5348284220190465,0.2506089730379271,-0.5386,0.0157
lig_ejm43~lig_ejm44,0.8507915098355445,0.2459551845290571,1.7109,0.0716
lig_ejm46~lig_jmc23,-0.3888910163078556,0.24944163282232035,-1.7602,0.237
lig_jmc23~lig_jmc27,0.42503306830282206,0.25046238068462245,-0.4173,0.0298
lig_ejm31~lig_ejm49,1.8102760718999757,0.2538095571613463,0.7327,0.0815
lig_ejm50~lig_ejm54,-1.5685534750355874,0.2529298092351276,0.3914,0.3015
lig_jmc27~lig_jmc28,0.30453445648557853,0.2529784262099611,,
lig_ejm54~lig_ejm55,1.3386364377595559,0.2529298092351276,1.4168,0.0419
lig_ejm31~lig_ejm47,-0.15517070439367764,0.25267676919143917,-0.3927,0.0548
lig_ejm46~lig_jmc28,0.340676508480545,0.25196787131403336,0.0966,0.0434
lig_ejm31~lig_ejm46,-1.7859395794933661,0.25033363955286936,-0.6039,0.0817
lig_ejm43~lig_ejm50,-0.7225122793980816,0.25192811888991745,-0.14,0.1392
lig_ejm53~lig_ejm55,-1.298094651569352,0.2529298092351276,-1.0513,0.1926
lig_ejm44~lig_ejm55,-1.8032208265096576,0.24698110071223706,-2.3722,0.2295
lig_ejm55~lig_jmc27,-2.0904740359789447,0.2504623806846224,-0.6495,0.203
lig_ejm47~lig_ejm55,0.4958472128742226,0.25179306341180874,-0.2057,0.0807
lig_ejm42~lig_ejm54,-0.7562373324146225,0.25161591499630975,-0.2863,0.0545
