,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_jmc28~lig_jmc30,-0.1714,0.1272,-0.7031,0.1549
lig_ejm46~lig_jmc30,-0.9282,0.3057,-1.2826,0.1894
lig_jmc27~lig_jmc28,0.9311,0.0359,0.8614,0.0777
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.1649,0.1985
lig_ejm31~lig_jmc28,-0.1316,0.0814,-0.5159,0.0782
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.4643,0.2059
lig_ejm54~lig_ejm55,2.58,0.1807,0.9389,0.1888
lig_ejm45~lig_ejm55,-3.23,0.4856,-3.1023,0.2294
lig_ejm42~lig_ejm54,-0.5602,0.195,-0.0237,0.1599
lig_ejm48~lig_ejm53,0.9974,0.0548,-0.3929,0.2015
lig_ejm31~lig_ejm53,0.9794,0.3371,1.9386,0.3743
lig_ejm42~lig_ejm50,-0.6082,0.1329,0.137,0.6422
lig_ejm31~lig_ejm50,-0.1414,0.0806,1.0907,0.0552
lig_ejm31~lig_ejm49,-0.3849,0.5983,-0.0321,0.0804
Intermediate~lig_ejm49,-1.3785,0.1334,0.6589,0.4482
lig_ejm31~lig_ejm48,0.5607,0.3842,0.1717,0.0607
lig_ejm31~lig_ejm47,-0.4793,0.3682,-1.1196,0.1051
Intermediate~lig_ejm47,-1.8097,0.0826,-0.8176,0.1332
lig_ejm31~lig_ejm46,-0.7292,0.4054,-0.4274,0.3518
lig_ejm42~lig_ejm45,-0.7098,0.262,0.0987,0.504
lig_ejm43~lig_ejm44,1.5494,0.1341,2.135,0.2551
lig_ejm42~lig_ejm44,-0.4932,0.103,1.8821,0.3962
lig_ejm42~lig_ejm43,-0.6163,0.0274,0.615,0.1235
lig_ejm31~lig_ejm42,2.385,1.6326,1.8833,0.2238
