,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_jmc28~lig_jmc30,-0.1714,0.1272,-0.1714,0.1272
lig_ejm46~lig_jmc30,-0.9282,0.3057,-0.9282,0.3057
lig_jmc27~lig_jmc28,0.9311,0.0359,0.9311,0.0359
lig_jmc23~lig_jmc28,-0.2812,0.0882,-0.2812,0.0882
lig_ejm31~lig_jmc28,-0.1316,0.0814,-0.1316,0.0814
lig_jmc23~lig_jmc27,-0.3684,0.0427,-0.3684,0.0427
lig_ejm54~lig_ejm55,2.58,0.1807,2.58,0.1807
lig_ejm45~lig_ejm55,-3.23,0.4856,-3.23,0.4856
lig_ejm42~lig_ejm54,-0.5602,0.195,-0.5602,0.195
lig_ejm48~lig_ejm53,0.9974,0.0548,0.9974,0.0548
lig_ejm31~lig_ejm53,0.9794,0.3371,0.9794,0.3371
lig_ejm42~lig_ejm50,-0.6082,0.1329,-0.6082,0.1329
lig_ejm31~lig_ejm50,-0.1414,0.0806,-0.1414,0.0806
lig_ejm31~lig_ejm49,-0.3849,0.5983,-0.3849,0.5983
Intermediate~lig_ejm49,-1.3785,0.1334,-1.3785,0.1334
lig_ejm31~lig_ejm48,0.5607,0.3842,0.5607,0.3842
lig_ejm31~lig_ejm47,-0.4793,0.3682,-0.4793,0.3682
Intermediate~lig_ejm47,-1.8097,0.0826,-1.8097,0.0826
lig_ejm31~lig_ejm46,-0.7292,0.4054,-0.7292,0.4054
lig_ejm42~lig_ejm45,-0.7098,0.262,-0.7098,0.262
lig_ejm43~lig_ejm44,1.5494,0.1341,1.5494,0.1341
lig_ejm42~lig_ejm44,-0.4932,0.103,-0.4932,0.103
lig_ejm42~lig_ejm43,-0.6163,0.0274,-0.6163,0.0274
lig_ejm31~lig_ejm42,2.385,1.6326,2.385,1.6326
