ligand,freenrg,error,engine,analysis,method
lig_ejm54,-0.8055048374660015,0.10099797884661582,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm55,-0.1282576992546501,0.09483695386042691,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm42,0.935483272902674,0.06462431196154582,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm43,0.3367534156724511,0.06570230696868792,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm46,-0.5120863261484723,0.08188926636377303,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_jmc23,-0.18366021876210623,0.07321244931937024,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm31,-0.3358312335469255,0.05744770254040491,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm47,-0.13470808453753377,0.09874393851340552,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_jmc27,-0.5867297614981095,0.078587158930539,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm53,0.5872743924010475,0.10992660326105796,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm45,0.8741421791372622,0.2224631439180803,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm44,1.0843658180089457,0.1477580531090221,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_jmc28,-0.4662486438485098,0.07328502767348385,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm50,0.3272832729026732,0.14057304545419758,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_jmc30,-1.5981918525527747,0.11802520115551639,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm48,0.47213922187677004,0.16679541726072974,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_ejm49,0.13377708471326993,0.3061162643520528,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
