ligand,freenrg,error,engine,analysis,method
lig_ejm42,0.003469763848476512,0.06579630218787916,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm49,-0.0031961044638322694,0.06884146774801403,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm31,-0.10973876812712612,0.03128916526975215,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm48,0.43624679592711385,0.054796329321960324,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm53,0.8606439387135904,0.09208314840394856,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm47,-0.39904383269711,0.06563205769895453,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_jmc23,-0.48501421070196676,0.07818329099702372,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm46,-0.5581456595759142,0.06784576241343508,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm44,2.93254355348872,0.08783794328714101,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm45,0.8190727471404292,0.08389352424582643,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_jmc28,-0.3770142627807598,0.052730401656447747,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_jmc30,-1.4262802029262587,0.07510535810963406,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm54,-0.9704651281083277,0.055141232697379396,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm55,-0.9826809746593709,0.0670430922502378,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm50,0.8565303389604708,0.057127113690754364,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_ejm43,0.04681283460585334,0.06693243670992714,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_jmc27,-0.974598197242216,0.0639458461605991,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
Intermediate,0.33085736859822734,0.13453614167397032,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
