lig_0,lig_1,freenrg,error,engine,analysis
lig_CHEMBL3402744_300,lig_CHEMBL3402754_40,-3.6810 kcal/mol,1.0290 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402744_300,lig_CHEMBL3402753_200,-2.9796 kcal/mol,0.9291 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402744_300,lig_CHEMBL3402747_3400,0.7361 kcal/mol,0.3533 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402744_300,lig_CHEMBL3402748_5300,0.5296 kcal/mol,0.2165 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402754_40,lig_CHEMBL3402761_1,-2.4633 kcal/mol,0.1392 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402750_400,lig_CHEMBL3402752_30000,1.2146 kcal/mol,0.1128 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402753_200,lig_CHEMBL3402761_1,-2.7896 kcal/mol,0.0797 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402747_3400,lig_CHEMBL3402748_5300,0.3845 kcal/mol,0.1058 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402744_300,lig_CHEMBL3402745_200,-1.0553 kcal/mol,0.2319 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402747_3400,lig_CHEMBL3402751_2100,-1.3682 kcal/mol,0.1161 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402751_2100,lig_CHEMBL3402752_30000,0.4938 kcal/mol,0.1044 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402748_5300,lig_CHEMBL3402749_500,0.0485 kcal/mol,0.3489 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_CHEMBL3402754_40,lig_CHEMBL3402755_4200,-0.0259 kcal/mol,0.1088 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
