lig_0,lig_1,freenrg,error,engine,analysis
lig_CHEMBL3402744_300,lig_CHEMBL3402754_40,-2.8886 kcal/mol,0.1213 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402744_300,lig_CHEMBL3402747_3400,1.3182 kcal/mol,0.4503 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402744_300,lig_CHEMBL3402748_5300,-0.4301 kcal/mol,0.2272 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402744_300,lig_CHEMBL3402753_200,-6.1495 kcal/mol,0.2880 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402753_200,lig_CHEMBL3402761_1,-2.3296 kcal/mol,0.3430 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402754_40,lig_CHEMBL3402761_1,-2.7065 kcal/mol,0.3523 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402750_400,lig_CHEMBL3402752_30000,3.7041 kcal/mol,0.2060 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402744_300,lig_CHEMBL3402745_200,-1.8421 kcal/mol,0.4664 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402747_3400,lig_CHEMBL3402748_5300,2.1688 kcal/mol,0.2420 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402751_2100,lig_CHEMBL3402752_30000,0.2201 kcal/mol,0.1608 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402747_3400,lig_CHEMBL3402751_2100,-0.1866 kcal/mol,0.1108 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402754_40,lig_CHEMBL3402755_4200,0.6295 kcal/mol,0.1446 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402749_500,lig_CHEMBL3402750_400,-1.2186 kcal/mol,0.1977 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402748_5300,lig_CHEMBL3402749_500,-1.1205 kcal/mol,0.1439 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402753_200,lig_CHEMBL3402754_40,-0.1444 kcal/mol,0.0692 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_CHEMBL3402753_200,lig_CHEMBL3402755_4200,0.2305 kcal/mol,0.1012 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
