ligand,freenrg,error,engine,analysis,method
lig_224,0.2717767741935475,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_290,-0.6337932258064516,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_235,-0.19109322580645127,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_266,-0.6017932258064516,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_155,-0.5713932258064514,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_30,-0.6337932258064516,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_42,0.9922167741935475,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_251,-0.31169322580645265,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_67,-0.23979322580645146,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_256,-0.7417932258064521,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_23,2.864486774193548,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_31,1.0895567741935483,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_43,1.2324467741935479,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_252,0.21957677419354837,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_164,3.167146774193548,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_237,0.3821767741935478,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_227,-0.8265932258064517,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_15,-1.1142932258064526,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_156,0.1957167741935475,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_57,-0.7417932258064521,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_165,0.6965667741935473,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_215,-0.6676932258064525,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_231,-0.0908932258064521,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_336,0.10842677419354807,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_167,-0.7417932258064521,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_234,-0.4158932258064514,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_289,-0.9820932258064516,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_254,0.3821767741935478,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_338,-0.8265932258064517,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_163,-1.0783932258064528,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
lig_206,-0.19109322580645127,0.64,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100,None
