lig_0,lig_1,freenrg,error,lower_ci,upper_ci,CI,engine,analysis,method
lig_CHEMBL3402744_300,lig_CHEMBL3402754_40,-2.8886 kcal/mol,0.1213 kcal/mol,-3.410393958845109,-2.366839262876745,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402744_300,lig_CHEMBL3402747_3400,1.3182 kcal/mol,0.4503 kcal/mol,-0.6195022842546549,3.255857669293296,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402744_300,lig_CHEMBL3402748_5300,-0.4301 kcal/mol,0.2272 kcal/mol,-1.4075720086388586,0.5474339061896744,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402744_300,lig_CHEMBL3402753_200,-6.1495 kcal/mol,0.2880 kcal/mol,-7.388452416410081,-4.910460929913436,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402753_200,lig_CHEMBL3402761_1,-2.3296 kcal/mol,0.3430 kcal/mol,-3.8052193976419373,-0.8539039112459124,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402754_40,lig_CHEMBL3402761_1,-2.7065 kcal/mol,0.3523 kcal/mol,-4.222152472202237,-1.190770118074613,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402750_400,lig_CHEMBL3402752_30000,3.7041 kcal/mol,0.2060 kcal/mol,2.8178863288675693,4.590250639776546,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402744_300,lig_CHEMBL3402745_200,-1.8421 kcal/mol,0.4664 kcal/mol,-3.848858979477199,0.16472412067608366,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402747_3400,lig_CHEMBL3402748_5300,2.1688 kcal/mol,0.2420 kcal/mol,1.1275720473701003,3.210044918419663,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402751_2100,lig_CHEMBL3402752_30000,0.2201 kcal/mol,0.1608 kcal/mol,-0.47173423940425774,0.9119857696483836,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402747_3400,lig_CHEMBL3402751_2100,-0.1866 kcal/mol,0.1108 kcal/mol,-0.6633073568364565,0.2901199754619923,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402754_40,lig_CHEMBL3402755_4200,0.6295 kcal/mol,0.1446 kcal/mol,0.007282845199638399,1.2516934364881696,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402749_500,lig_CHEMBL3402750_400,-1.2186 kcal/mol,0.1977 kcal/mol,-2.0694375491506634,-0.3678616028964452,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402748_5300,lig_CHEMBL3402749_500,-1.1205 kcal/mol,0.1439 kcal/mol,-1.7396588053826716,-0.5013219562895475,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402753_200,lig_CHEMBL3402754_40,-0.1444 kcal/mol,0.0692 kcal/mol,-0.44199362692634986,0.15325786583236117,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
lig_CHEMBL3402753_200,lig_CHEMBL3402755_4200,0.2305 kcal/mol,0.1012 kcal/mol,-0.20507852990007358,0.6660230076683106,0.95,GROMACS,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100,None
