lig_0,lig_1,freenrg,error,engine,analysis
lig_27,lig_39,-2.3133 kcal/mol,0.4479 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_33,lig_34,2.1492 kcal/mol,0.7977 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_32,lig_34,-0.6107 kcal/mol,0.4073 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_33,lig_67,-1.9716 kcal/mol,0.7720 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_33,lig_37,-0.8913 kcal/mol,0.8067 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_65,lig_67,-0.9934 kcal/mol,0.4055 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_27,lig_33,-1.3994 kcal/mol,0.1974 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_27,lig_32,-0.3209 kcal/mol,0.5282 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_37,lig_50,-1.3337 kcal/mol,0.4286 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_37,lig_56,-1.5399 kcal/mol,0.7335 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_53,lig_58,-2.3438 kcal/mol,0.6094 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_56,lig_58,-2.7235 kcal/mol,0.1764 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_60,lig_61,-0.3021 kcal/mol,0.6829 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_60,lig_63,-2.2148 kcal/mol,0.2696 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
