lig_0,lig_1,freenrg,error,engine,analysis
lig_27,lig_39,-1.0023 kcal/mol,0.0885 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_34,-0.4470 kcal/mol,0.0559 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_32,lig_34,-2.0824 kcal/mol,0.0577 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_67,-2.0700 kcal/mol,0.4940 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_37,-0.5142 kcal/mol,0.0504 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_32,-0.5612 kcal/mol,0.1239 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_33,-1.1080 kcal/mol,0.0557 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_50,0.1384 kcal/mol,0.2435 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_56,-0.2926 kcal/mol,0.0947 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_53,lig_58,-1.0094 kcal/mol,0.0603 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_56,lig_58,-2.0654 kcal/mol,0.0230 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_60,lig_61,1.0334 kcal/mol,0.0939 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_60,lig_63,-1.2946 kcal/mol,0.0335 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_60,lig_65,-1.1798 kcal/mol,0.0553 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_50,lig_61,-1.0787 kcal/mol,0.1784 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_53,lig_63,-0.6880 kcal/mol,0.0669 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_32,lig_37,-1.4644 kcal/mol,0.0830 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_32,lig_39,-1.1771 kcal/mol,0.0443 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_65,-1.4206 kcal/mol,0.1036 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_60,lig_67,-0.8251 kcal/mol,0.1772 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_53,lig_67,0.6872 kcal/mol,0.1289 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_34,lig_37,-0.7505 kcal/mol,0.0447 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_53,lig_56,1.5437 kcal/mol,0.0416 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_50,lig_58,-2.6927 kcal/mol,0.4907 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_53,-2.3445 kcal/mol,0.0494 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_53,-2.2009 kcal/mol,0.0178 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_50,lig_53,-1.8447 kcal/mol,0.1174 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_65,-3.5453 kcal/mol,0.1034 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_63,lig_65,0.5386 kcal/mol,0.0370 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_39,0.0316 kcal/mol,0.1703 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_61,-1.8080 kcal/mol,0.0671 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_60,-1.8490 kcal/mol,0.0824 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_34,-1.7697 kcal/mol,0.0470 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_67,-2.3302 kcal/mol,0.0661 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_50,-1.7945 kcal/mol,0.0526 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_63,-4.0618 kcal/mol,0.0924 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_56,-2.1945 kcal/mol,0.0636 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_61,-0.1833 kcal/mol,0.0744 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_34,lig_53,-4.1403 kcal/mol,0.0515 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_33,lig_50,-1.0070 kcal/mol,0.0364 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_32,lig_33,-0.6496 kcal/mol,0.0559 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_61,lig_67,-0.8283 kcal/mol,0.0385 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_58,-4.8626 kcal/mol,0.1718 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_27,lig_37,-1.0568 kcal/mol,0.1343 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_61,lig_65,-2.2233 kcal/mol,0.0526 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_50,lig_56,-0.7485 kcal/mol,0.0701 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_37,lig_63,-3.6881 kcal/mol,0.0710 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_34,lig_39,-0.0293 kcal/mol,0.1359 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_56,lig_60,-1.1297 kcal/mol,0.0446 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_67,lig_65,-0.8569 kcal/mol,0.1267 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_67,lig_37,2.0940 kcal/mol,0.1042 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_67,lig_39,2.9814 kcal/mol,0.2226 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
lig_63,lig_61,2.7813 kcal/mol,0.0478 kcal/mol,AMBER,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_100
