lig_0,lig_1,freenrg,error,engine,analysis
lig_27,lig_39,-2.4345 kcal/mol,0.6656 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_33,lig_34,2.5926 kcal/mol,0.6903 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_32,lig_34,-0.5920 kcal/mol,0.3497 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_33,lig_67,-1.9237 kcal/mol,0.7819 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_65,lig_67,-1.1149 kcal/mol,0.5501 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_33,lig_37,-0.7646 kcal/mol,0.8629 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_27,lig_33,-1.5059 kcal/mol,0.2324 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_27,lig_32,-0.2075 kcal/mol,0.4823 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_37,lig_50,-0.8094 kcal/mol,0.1546 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_37,lig_56,-1.0982 kcal/mol,0.6217 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_53,lig_58,-2.1647 kcal/mol,0.5098 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_56,lig_58,-2.1919 kcal/mol,0.2305 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_60,lig_61,0.0529 kcal/mol,0.2932 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_60,lig_63,-2.1912 kcal/mol,0.2051 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_60,lig_65,-1.8861 kcal/mol,0.0436 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
