ligand,freenrg,error,engine,analysis,method
lig_27,2.9992066677891858,0.03778999712701487,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_39,1.0801980089881391,0.07182511917605856,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_33,1.905954468055678,0.04577369295153212,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_34,1.3032306624110523,0.0605156464223698,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_32,2.771838352266229,0.04216921873783379,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_67,-0.6699887014930189,0.0609546627604386,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_37,0.47724376635582294,0.032567990162499956,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_65,-2.7304149955114605,0.035975849637129624,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_50,1.0178706478591184,0.04949188525407112,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_56,-0.13597954302612147,0.037781233969461266,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_53,-1.8670480631592996,0.03396175728562166,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_58,-2.4084794444960944,0.04443355047317965,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_60,-1.0021810442228891,0.03457584593056735,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_61,0.10457375554291676,0.04632532903789712,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
lig_63,-2.8460245373592667,0.040478692858177345,SOMD,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,None
