ligand,freenrg,error,engine,analysis,method
lig_27,2.170912775020099,0.44757937360921407,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_39,-0.14238722497991319,0.6117132642671881,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_33,0.7130233569443192,0.42357749322173377,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_34,1.907094012882645,0.6226088339433962,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_32,2.268786859227106,0.5875723251969668,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_67,-2.1444699078473057,0.4447155103344998,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_37,0.7890450182873963,0.4612342208947822,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_65,-1.5261777512381869,0.3693322700827467,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_50,-0.19662260856590308,0.4835848910345212,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_56,-0.03238426513141146,0.44792357750423245,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_53,-0.09570604389950432,0.3917495926659182,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_58,-2.346450528197037,0.4404869291315186,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_60,0.3906714579712016,0.3681422671292237,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_61,0.1272024086115664,0.43932138520545616,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
lig_63,-1.8825375590850584,0.38063884544078413,GROMACS,MBAR_alchemlyb_None_eqfalse_stats_false_truncate0_100,cinnabar
