lig_1,lig_13,0.63763
lig_1,lig_41,0.40657
lig_10,lig_16,0.54881
lig_10,lig_17,0.44933
lig_10,lig_24,0.60653
lig_10,lig_3,0.54881
lig_10,lig_34,0.54881
lig_10,lig_42,0.67032
lig_10,lig_5,0.49659
lig_10,lig_9,0.44933
lig_11,lig_18,0.54881
lig_11,lig_34,0.44933
lig_11,lig_42,0.81873
lig_11,lig_5,0.40657
lig_16,lig_17,0.7788
lig_16,lig_18,0.81873
lig_16,lig_3,0.95123
lig_16,lig_9,0.67032
lig_19,lig_25,0.7788
lig_19,lig_40,0.44933
lig_2,lig_20,0.86071
lig_2,lig_30,0.86071
lig_20,lig_30,0.95123
lig_21,lig_37,0.90484
lig_21,lig_41,0.22313
lig_21,lig_8,0.90484
lig_23,lig_24,0.70469
lig_23,lig_42,0.81873
lig_25,lig_29,0.54881
lig_26,lig_36,0.95123
lig_26,lig_6,0.54881
lig_27,lig_38,0.95123
lig_27,lig_44,0.86071
lig_28,lig_35,0.86071
lig_28,lig_42,0.95123
lig_29,lig_40,0.40657
lig_30,lig_31,0.90484
lig_30,lig_4,0.81873
lig_31,lig_41,0.54881
lig_33,lig_38,0.81873
lig_33,lig_40,0.81873
lig_35,lig_42,0.90484
lig_36,lig_6,0.54881
lig_37,lig_41,0.22313
lig_37,lig_8,0.81873
lig_38,lig_41,0.90484
lig_38,lig_44,0.86071
lig_39,lig_42,0.90484
lig_39,lig_7,0.90484
lig_4,lig_40,0.54881
lig_40,lig_41,0.90484
lig_40,lig_42,0.49659
lig_40,lig_6,0.49659
lig_6,lig_7,0.86071
