lig_0,lig_1,freenrg,error,engine,analysis
lig_ejm42,lig_ejm49,-0.0735 kcal/mol,0.4983 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm31,lig_ejm49,0.1200 kcal/mol,0.6789 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm31,lig_ejm53,1.6067 kcal/mol,1.2124 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm31,lig_ejm48,0.2448 kcal/mol,0.1988 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm42,lig_ejm47,-1.0605 kcal/mol,0.2740 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm31,lig_jmc23,-0.8184 kcal/mol,0.7181 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm31,lig_ejm47,-0.4038 kcal/mol,0.1569 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm31,lig_ejm46,-0.4959 kcal/mol,0.3156 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm44,lig_ejm45,1.2310 kcal/mol,1.4318 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm31,lig_ejm45,0.6289 kcal/mol,0.3208 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_jmc28,lig_jmc30,-0.3088 kcal/mol,0.2264 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm46,lig_jmc30,-0.9948 kcal/mol,0.3226 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm42,lig_ejm54,-0.6452 kcal/mol,0.2341 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm54,lig_ejm55,2.6641 kcal/mol,0.0844 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm31,lig_ejm50,0.2794 kcal/mol,0.3228 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm42,lig_ejm43,-0.5762 kcal/mol,0.0432 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm43,lig_ejm44,1.4074 kcal/mol,0.2689 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm46,lig_jmc28,-0.2882 kcal/mol,0.1074 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm42,lig_ejm50,-0.9479 kcal/mol,0.1313 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm42,lig_ejm55,-0.9320 kcal/mol,0.1264 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_jmc23,lig_jmc28,-0.6229 kcal/mol,0.0492 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_ejm48,lig_ejm53,1.2205 kcal/mol,0.0943 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
lig_jmc23,lig_jmc27,-0.3633 kcal/mol,0.0304 kcal/mol,SOMD,MBAR_alchemlyb_None_eqtrue_statstrue_truncate0_100
