lig_0,lig_1,freenrg,error,engine,analysis
lig_ejm42,lig_ejm49,-0.9809 kcal/mol,0.3214 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm49,-0.0465 kcal/mol,0.1111 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm48,0.1518 kcal/mol,0.0364 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm53,1.8778 kcal/mol,0.3673 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm47,-0.4070 kcal/mol,0.2394 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm47,-1.1740 kcal/mol,0.0822 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_jmc23,0.0718 kcal/mol,0.1541 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm46,-0.4716 kcal/mol,0.3511 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm44,lig_ejm45,-2.4351 kcal/mol,0.1358 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm45,0.8268 kcal/mol,0.1421 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_jmc28,lig_jmc30,-0.7423 kcal/mol,0.1533 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm46,lig_jmc30,-1.2310 kcal/mol,0.1811 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm54,-0.0720 kcal/mol,0.1103 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm54,lig_ejm55,1.0873 kcal/mol,0.2591 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm50,1.1396 kcal/mol,0.0533 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm43,0.6469 kcal/mol,0.1105 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm43,lig_ejm44,2.1750 kcal/mol,0.2350 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm46,lig_jmc28,0.4181 kcal/mol,0.1032 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm50,0.2517 kcal/mol,0.6822 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm55,-1.1226 kcal/mol,0.2331 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_jmc23,lig_jmc27,-0.4430 kcal/mol,0.2069 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm48,lig_ejm53,-0.3921 kcal/mol,0.2104 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_jmc23,lig_jmc28,-0.0734 kcal/mol,0.2247 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_jmc27,lig_jmc28,0.9151 kcal/mol,0.0668 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm45,lig_ejm53,-0.0088 kcal/mol,0.3611 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm44,lig_ejm54,-5.8069 kcal/mol,0.7450 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm48,lig_ejm55,0.2093 kcal/mol,0.2526 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm45,lig_ejm55,-3.1334 kcal/mol,0.2143 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm43,lig_ejm46,-1.4467 kcal/mol,0.1651 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm43,lig_ejm47,0.3014 kcal/mol,0.0610 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm53,0.0587 kcal/mol,0.1192 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm46,0.6965 kcal/mol,0.2828 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm48,-0.3883 kcal/mol,0.2699 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm43,lig_ejm50,-0.8074 kcal/mol,0.4398 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm45,0.0666 kcal/mol,0.5031 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm44,lig_ejm55,-5.0567 kcal/mol,0.3816 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm44,lig_ejm49,0.4009 kcal/mol,0.5155 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm42,1.8203 kcal/mol,0.1599 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
