lig_0,lig_1,freenrg,error,engine,analysis
lig_ejm31,lig_ejm53,0.9657 kcal/mol,0.3797 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm49,-0.4784 kcal/mol,0.4033 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm49,-0.3849 kcal/mol,0.5983 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm48,0.4387 kcal/mol,0.4183 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm47,-1.0860 kcal/mol,0.0794 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm47,-0.4194 kcal/mol,0.3690 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_jmc23,-1.1788 kcal/mol,0.2807 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm46,-0.7272 kcal/mol,0.4073 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm44,lig_ejm45,0.0530 kcal/mol,1.1017 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm45,0.0716 kcal/mol,0.2388 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_jmc28,lig_jmc30,-0.0428 kcal/mol,0.1282 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm46,lig_jmc30,-0.9005 kcal/mol,0.2984 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm54,-0.3760 kcal/mol,0.1161 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm54,lig_ejm55,2.6027 kcal/mol,0.1314 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm31,lig_ejm50,0.0343 kcal/mol,0.1606 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm43,-0.5496 kcal/mol,0.0802 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm43,lig_ejm44,1.6406 kcal/mol,0.1890 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm46,lig_jmc28,-0.2687 kcal/mol,0.0746 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm50,-0.6228 kcal/mol,0.1705 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm42,lig_ejm55,-0.8607 kcal/mol,0.0806 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm48,lig_ejm53,1.1890 kcal/mol,0.1143 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_jmc23,lig_jmc28,-0.3002 kcal/mol,0.1207 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_jmc23,lig_jmc27,-0.3372 kcal/mol,0.0544 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_jmc27,lig_jmc28,0.9281 kcal/mol,0.0765 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm45,lig_ejm53,5.9982 kcal/mol,0.6131 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm44,lig_ejm54,-0.1450 kcal/mol,0.3580 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm48,lig_ejm55,-0.5260 kcal/mol,0.3288 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm45,lig_ejm55,-3.1567 kcal/mol,0.4785 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm43,lig_ejm46,-1.7327 kcal/mol,0.1481 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
lig_ejm43,lig_ejm47,-1.0190 kcal/mol,0.3605 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statstrue_truncate0_100
