lig_0,lig_1,freenrg,error,engine,analysis
lig_ejm42,lig_ejm49,-0.1372 kcal/mol,0.3740 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm48,0.5943 kcal/mol,0.4442 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm49,-0.4061 kcal/mol,0.7078 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm53,0.8322 kcal/mol,0.3600 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm47,-0.9265 kcal/mol,0.1152 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_jmc23,-1.5026 kcal/mol,0.2424 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm47,-0.5145 kcal/mol,0.3508 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm46,-0.8021 kcal/mol,0.4483 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm44,lig_ejm45,-0.0621 kcal/mol,0.9387 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm45,0.0909 kcal/mol,0.2473 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_jmc28,lig_jmc30,-0.1919 kcal/mol,0.1158 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm46,lig_jmc30,-1.0613 kcal/mol,0.2908 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm54,-0.4256 kcal/mol,0.2336 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm54,lig_ejm55,2.5607 kcal/mol,0.2131 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm50,-0.2680 kcal/mol,0.0919 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm43,-0.5018 kcal/mol,0.0469 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm43,lig_ejm44,1.5746 kcal/mol,0.1329 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm50,-0.4960 kcal/mol,0.1509 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm46,lig_jmc28,-0.1564 kcal/mol,0.0693 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm48,lig_ejm53,1.0423 kcal/mol,0.0556 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_jmc23,lig_jmc27,-0.3660 kcal/mol,0.0672 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_jmc27,lig_jmc28,0.8939 kcal/mol,0.0300 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_jmc23,lig_jmc28,-0.1534 kcal/mol,0.0832 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm44,lig_ejm54,0.2754 kcal/mol,0.1739 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm45,lig_ejm53,6.1053 kcal/mol,0.5637 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm48,lig_ejm55,-0.6968 kcal/mol,0.3515 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm45,lig_ejm55,-3.5332 kcal/mol,0.4253 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm43,lig_ejm46,-1.7765 kcal/mol,0.1223 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm43,lig_ejm47,-0.6787 kcal/mol,0.4094 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm53,0.4421 kcal/mol,0.5323 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm48,-0.3726 kcal/mol,0.2479 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm46,-0.8361 kcal/mol,0.1463 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm43,lig_ejm50,-1.0119 kcal/mol,0.1408 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm45,-0.7408 kcal/mol,0.2706 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm44,lig_ejm55,-2.1840 kcal/mol,0.5922 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm44,lig_ejm49,-2.2429 kcal/mol,0.1953 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm42,0.4269 kcal/mol,0.1326 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm42,lig_ejm44,-0.2333 kcal/mol,0.0425 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_jmc27,lig_jmc30,-0.2763 kcal/mol,0.2074 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_jmc23,lig_jmc30,0.2392 kcal/mol,0.0430 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm44,1.2130 kcal/mol,0.1613 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm46,lig_jmc27,1.1263 kcal/mol,0.1250 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm46,lig_jmc23,0.4233 kcal/mol,0.0742 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
Intermediate,lig_ejm49,-1.3708 kcal/mol,0.0952 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
Intermediate,lig_ejm47,-1.8264 kcal/mol,0.1216 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_jmc28,-0.0701 kcal/mol,0.1151 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm54,0.2056 kcal/mol,0.1359 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
lig_ejm31,lig_ejm55,-0.2246 kcal/mol,0.0949 kcal/mol,SOMD,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_75
