lig_0,lig_1,freenrg,error,engine,analysis
lig_ejm42,lig_ejm49,-0.6071 kcal/mol,0.2312 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm49,-0.0679 kcal/mol,0.0522 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm48,-0.4925 kcal/mol,0.1331 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm53,1.4692 kcal/mol,0.1791 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm47,-0.4837 kcal/mol,0.0943 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm47,-1.4917 kcal/mol,0.0898 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_jmc23,0.0465 kcal/mol,0.4084 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm46,-0.7624 kcal/mol,0.2155 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm44,lig_ejm45,-3.5524 kcal/mol,0.5765 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm45,0.7344 kcal/mol,0.2371 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_jmc28,lig_jmc30,-0.4141 kcal/mol,0.0661 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm46,lig_jmc30,-0.8943 kcal/mol,0.2399 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm54,-0.0263 kcal/mol,0.2387 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm54,lig_ejm55,1.0834 kcal/mol,0.3951 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm50,1.1352 kcal/mol,0.3368 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm43,0.6317 kcal/mol,0.1099 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm43,lig_ejm44,2.3922 kcal/mol,0.1735 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm46,lig_jmc28,0.3173 kcal/mol,0.1031 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm50,0.3160 kcal/mol,0.4755 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm55,-1.0486 kcal/mol,0.1455 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_jmc23,lig_jmc27,-0.6317 kcal/mol,0.1822 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_jmc23,lig_jmc28,-0.7526 kcal/mol,0.1658 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_jmc27,lig_jmc28,1.3977 kcal/mol,0.1958 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm45,lig_ejm53,-0.6067 kcal/mol,0.4257 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm48,lig_ejm53,-1.0409 kcal/mol,0.1950 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm44,lig_ejm54,-5.9065 kcal/mol,0.9561 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm48,lig_ejm55,0.3682 kcal/mol,0.2976 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm45,lig_ejm55,-3.6834 kcal/mol,0.3880 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm43,lig_ejm46,-1.4611 kcal/mol,0.1574 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm43,lig_ejm47,0.4020 kcal/mol,0.1339 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm53,0.5666 kcal/mol,0.4531 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm46,1.0517 kcal/mol,0.4613 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm48,-0.0141 kcal/mol,0.4709 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm43,lig_ejm50,-1.0487 kcal/mol,0.5417 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm45,0.2428 kcal/mol,0.3962 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm44,lig_ejm55,-5.8887 kcal/mol,0.6740 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm44,lig_ejm49,0.3952 kcal/mol,0.6428 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm42,2.0022 kcal/mol,0.0922 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm42,lig_ejm44,2.4236 kcal/mol,0.4655 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_jmc27,lig_jmc30,0.0742 kcal/mol,0.2331 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_jmc23,lig_jmc30,0.1882 kcal/mol,0.5204 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm44,3.5646 kcal/mol,0.5656 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm46,lig_jmc27,0.3684 kcal/mol,0.3718 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm46,lig_jmc23,-0.0489 kcal/mol,0.1383 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_jmc28,-0.7071 kcal/mol,0.1587 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
Intermediate,lig_ejm49,1.1708 kcal/mol,0.2881 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
Intermediate,lig_ejm47,-0.1146 kcal/mol,0.1220 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm54,-0.4073 kcal/mol,0.2429 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm49,lig_ejm55,-1.4672 kcal/mol,0.1953 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_jmc27,-0.9832 kcal/mol,0.1635 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm55,-0.5956 kcal/mol,0.0989 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_jmc30,-1.8048 kcal/mol,0.1862 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm31,lig_ejm43,0.3008 kcal/mol,0.2549 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm47,lig_ejm55,-0.0812 kcal/mol,0.1776 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm50,lig_ejm54,-1.2684 kcal/mol,0.2312 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm55,lig_jmc27,0.2854 kcal/mol,0.1196 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm53,lig_ejm55,-2.8917 kcal/mol,0.3035 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm53,lig_ejm54,-1.7247 kcal/mol,0.1568 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm44,lig_jmc30,-4.3188 kcal/mol,0.1871 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm50,lig_ejm55,-0.7349 kcal/mol,0.4527 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm53,lig_jmc27,0.3387 kcal/mol,0.2275 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
lig_ejm48,lig_ejm54,-3.9501 kcal/mol,0.1606 kcal/mol,GROMACS,MBAR_alchemlyb_None_eqfalse_statsfalse_truncate0_25
