lig_0,lig_1,freenrg,error,engine,analysis,method
lig_23,lig_23,-2.2379619777202606,0.2184298521065375,,,None
lig_36,lig_23,0.07659912109375,0.1137871300291812,,,None
lig_40,lig_23,0.3704032897949219,0.1142022720824166,,,None
lig_56,lig_23,1.4587993621826172,0.1004240276924619,,,None
lig_23,lig_44,-0.7808599472045898,0.0594147691693069,,,None
lig_51,lig_23,0.9279000759124756,0.0887785771400584,,,None
lig_26,lig_26,-2.023301988840103,0.2318578840319246,,,None
lig_48,lig_26,-3.947999954223633,0.1172074684929922,,,None
lig_26,lig_30,-0.7210006713867188,0.136500730208161,,,None
lig_26,lig_32,-0.4156951904296875,0.1575294616665768,,,None
lig_29,lig_27,0.5367002487182617,0.1208424026695352,,,None
lig_27,lig_32,-0.3454999923706054,0.045790061548172,,,None
lig_27,lig_39,-1.4581003189086914,0.0941729943079141,,,None
lig_47,lig_27,-0.6717996597290039,0.1005908921141416,,,None
lig_49,lig_27,2.005870044231415,0.0704278600907121,,,None
lig_51,lig_27,-0.1732025146484375,0.099658138274244,,,None
lig_27,lig_60,-2.4426400661468506,0.0876484748014006,,,None
lig_65,lig_27,2.755399703979492,0.1111369069425051,,,None
lig_68,lig_27,0.2104988098144531,0.1143227423511951,,,None
lig_28,lig_28,0.396551601588726,0.1285256636071071,,,None
lig_28,lig_41,-1.6486997604370115,0.1096247436096538,,,None
lig_28,lig_30,-0.8325996398925781,0.1079006965821702,,,None
lig_35,lig_28,2.3786001205444336,0.1191251677517094,,,None
lig_28,lig_38,-3.389660120010376,0.2433655117296732,,,None
lig_28,lig_45,-2.6610002517700195,0.1299607663748957,,,None
lig_28,lig_49,-2.710789680480957,0.0957921829896506,,,None
lig_28,lig_64,-1.519399642944336,0.1444539058121001,,,None
lig_29,lig_29,0.3166829347610473,0.1354725728757158,,,None
lig_29,lig_33,-1.3271007537841797,0.1047853287345575,,,None
lig_43,lig_29,1.0415098667144775,0.1001329908564449,,,None
lig_48,lig_29,-2.748600959777832,0.1635426116518543,,,None
lig_29,lig_50,-2.5916996002197266,0.103319863824789,,,None
lig_66,lig_29,2.268919944763184,0.1215756557559399,,,None
lig_35,lig_29,2.21500015258789,0.1040795768831923,,,None
lig_29,lig_54,-1.5834200382232666,0.1429904591055794,,,None
lig_29,lig_63,-5.382289886474609,0.2151489927396472,,,None
lig_29,lig_64,-1.0746994018554688,0.1333598252295182,,,None
lig_30,lig_30,-0.2342460006475448,0.0870258423017551,,,None
lig_30,lig_34,-0.7632007598876953,0.0781436943545603,,,None
lig_30,lig_45,1.183698654174805,0.199470088411695,,,None
lig_30,lig_57,0.8502006530761719,0.1304233728943226,,,None
lig_30,lig_36,-1.2138996124267578,0.0910041838034674,,,None
lig_40,lig_30,0.7476601600646973,0.0625043395193423,,,None
lig_48,lig_30,-2.357898712158203,0.106089255517998,,,None
lig_53,lig_30,3.178620219230652,0.0764304892629907,,,None
lig_62,lig_30,1.7243003845214844,0.1675724385964725,,,None
lig_30,lig_64,-0.6156997680664062,0.1637936451476717,,,None
lig_30,lig_68,0.5795974731445312,0.1466221196045507,,,None
lig_31,lig_31,0.6861380338668823,0.0890846386304639,,,None
lig_31,lig_50,-0.9329996109008788,0.1389557979547811,,,None
lig_31,lig_58,-2.8404998779296875,0.0872451608262774,,,None
lig_33,lig_31,0.1463985443115234,0.0736144382685718,,,None
lig_31,lig_37,-1.45989990234375,0.1015129543910876,,,None
lig_45,lig_31,-1.0338201522827148,0.1538225706471284,,,None
lig_31,lig_46,-0.4281001091003418,0.0961799083731014,,,None
lig_67,lig_31,1.554800033569336,0.1414826905025741,,,None
lig_48,lig_32,-2.820301055908203,0.0949999814949808,,,None
lig_32,lig_50,-2.14639949798584,0.0797799410531235,,,None
lig_32,lig_54,-0.8001003265380859,0.1362929025320059,,,None
lig_32,lig_57,0.1623992919921875,0.150151528569551,,,None
lig_32,lig_60,-1.5795698165893557,0.1013818174112588,,,None
lig_62,lig_32,0.8449974060058594,0.148202079919914,,,None
lig_33,lig_37,-1.1194095611572266,0.0906360662287862,,,None
lig_33,lig_50,-0.7529001235961914,0.0735018304370273,,,None
lig_54,lig_33,1.0822010040283203,0.1051565076886957,,,None
lig_56,lig_33,1.1286001205444336,0.079672025956513,,,None
lig_61,lig_33,0.7686996459960938,0.114175147841105,,,None
lig_40,lig_34,0.3417015075683594,0.1224656103557587,,,None
lig_35,lig_35,-0.0551683180965483,0.0996944337275437,,,None
lig_35,lig_50,-0.7476897239685059,0.0751228754675583,,,None
lig_54,lig_35,1.96929931640625,0.1053822362290611,,,None
lig_35,lig_63,-1.828850269317627,0.0791445649057415,,,None
lig_43,lig_35,-0.8158988952636719,0.1102809753913748,,,None
lig_35,lig_44,-0.5969009399414062,0.0698955537450109,,,None
lig_35,lig_45,-0.294198989868164,0.1005937692763343,,,None
lig_35,lig_46,-0.1605100631713867,0.0830337540237176,,,None
lig_49,lig_35,0.6856598854064941,0.0636995808813349,,,None
lig_36,lig_36,-0.5880609750747681,0.1377431536597895,,,None
lig_36,lig_52,-1.7836999893188477,0.0938358725158081,,,None
lig_37,lig_50,9.012222290039062e-05,0.0470438833388075,,,None
lig_37,lig_60,-0.1221510171890258,0.0453970198889672,,,None
lig_38,lig_38,-0.0518230199813842,0.1640422709665749,,,None
lig_38,lig_45,0.9864201545715332,0.1122364189203764,,,None
lig_62,lig_38,-0.7767982482910156,0.1610763558459045,,,None
lig_46,lig_39,-0.478219985961914,0.0742682083215689,,,None
lig_40,lig_40,0.8320298194885254,0.1247516419426124,,,None
lig_40,lig_45,0.5319995880126953,0.1772257418263323,,,None
lig_47,lig_40,-1.8020000457763672,0.147509245018331,,,None
lig_40,lig_52,-1.375300407409668,0.07474203130209,,,None
lig_41,lig_41,0.303459882736206,0.0835518640406465,,,None
lig_41,lig_46,-0.0367029905319213,0.1130420516607567,,,None
lig_66,lig_41,-0.6450004577636719,0.1322345744707833,,,None
lig_41,lig_49,-0.2601699829101562,0.1120921378708572,,,None
lig_42,lig_42,-2.882920980453491,0.1939196007287039,,,None
lig_42,lig_60,-1.0728988647460938,0.0874532694620699,,,None
lig_66,lig_42,1.2364997863769531,0.0731887983815929,,,None
lig_42,lig_45,-2.651309967041016,0.1991696804720409,,,None
lig_42,lig_64,-1.5473198890686035,0.0636706738567991,,,None
lig_43,lig_43,-1.6514690518379211,0.174636414784927,,,None
lig_43,lig_61,-1.827055037021637,0.1290910509005736,,,None
lig_43,lig_67,-2.5829100608825684,0.0971142575368955,,,None
lig_49,lig_43,0.8647994995117188,0.076904282216818,,,None
lig_44,lig_44,2.0555419623851776,0.1654670962034511,,,None
lig_44,lig_54,0.5598993301391602,0.0511591369083551,,,None
lig_45,lig_45,-2.69691002368927,0.2054449152564356,,,None
lig_51,lig_45,-0.5806007385253906,0.2098041499316328,,,None
lig_52,lig_45,1.8307991027832031,0.1108046001378683,,,None
lig_62,lig_45,1.263702392578125,0.3234697256426839,,,None
lig_46,lig_46,0.6814900636672974,7.099995333495149,,,None
lig_50,lig_46,1.235259771347046,0.0699455284967777,,,None
lig_46,lig_52,-1.6163005828857422,0.0686442211039276,,,None
lig_46,lig_63,-2.299228087067604,0.0842526181376087,,,None
lig_47,lig_47,0.1350990235805511,0.1866277275541704,,,None
lig_47,lig_49,-2.661600112915039,0.1130628697017882,,,None
lig_47,lig_51,-0.7609004974365234,0.1156570174529855,,,None
lig_47,lig_53,-3.945301055908203,0.1041407438915766,,,None
lig_65,lig_47,4.011001586914063,0.099127939940043,,,None
lig_48,lig_48,0.4670599699020386,0.135737128928337,,,None
lig_62,lig_48,3.6382999420166016,0.1857674698829878,,,None
lig_48,lig_64,-4.279929876327515,0.1654705563428323,,,None
lig_48,lig_66,-2.069499969482422,0.1778437123245883,,,None
lig_67,lig_48,5.114670038223267,0.151292020929493,,,None
lig_49,lig_49,0.1345959901809692,0.0742574804236467,,,None
lig_49,lig_52,-0.9624004364013672,0.0721421109460855,,,None
lig_50,lig_64,2.9814987182617188,0.089978914390762,,,None
lig_68,lig_50,-2.545600891113281,0.1112920186315569,,,None
lig_51,lig_51,-0.4774900078773498,0.1373366804004664,,,None
lig_63,lig_51,2.252298355102539,0.1231861126289209,,,None
lig_51,lig_61,-2.320399284362793,0.0920712734895691,,,None
lig_52,lig_52,0.0368780046701431,0.0693482852292989,,,None
lig_56,lig_53,-1.160400390625,0.0389843138820415,,,None
lig_57,lig_53,-2.478599548339844,0.087217350250151,,,None
lig_58,lig_53,0.1603899002075195,0.0316509929996239,,,None
lig_67,lig_53,-1.0219993591308594,0.0377631719060438,,,None
lig_54,lig_54,2.427800953388214,0.1939857671668408,,,None
lig_61,lig_54,-0.2793009877204895,0.1241718495252584,,,None
lig_68,lig_54,0.5839996337890625,0.1451744337580318,,,None
lig_56,lig_57,3.5641021728515625,0.1056046374418908,,,None
lig_67,lig_56,0.073099136352539,0.0278536241467363,,,None
