lig_0,lig_1,freenrg,error,engine,analysis,method
lig_338,lig_165,0.32743822,0.0836521,,,None
lig_338,lig_215,0.28919726,0.0836521,,,None
lig_338,lig_163,0.41348038,0.03824096,,,None
lig_165,lig_42,0.0717018,0.13623342,,,None
lig_165,lig_252,0.01673042,0.0501912599999999,,,None
lig_165,lig_336,-0.43260086,0.06931174,,,None
lig_165,lig_163,-0.02629066,0.03824096,,,None
lig_215,lig_252,0.119503,0.12428312,,,None
lig_215,lig_15,-0.13623342,0.07409186,,,None
lig_215,lig_163,0.2270557,0.03107078,,,None
lig_43,lig_235,0.00478012,0.18642468,,,None
lig_43,lig_54,0.49235236,0.20793522,,,None
lig_43,lig_215,0.00717018,0.36328912,,,None
lig_43,lig_155,0.0358509,0.10516264,,,None
lig_43,lig_25,-0.30353762,0.0979924599999999,,,None
lig_235,lig_1,0.1314533,0.07409186,,,None
lig_235,lig_54,0.84608124,0.07887198,,,None
lig_54,lig_251,-0.0956024,0.1912048,,,None
lig_54,lig_124,-0.65965656,0.10994276,,,None
lig_155,lig_84,0.8030601599999999,0.13862348,,,None
lig_1,lig_155,0.0717018,0.03824096,,,None
lig_1,lig_7a,0.53298338,0.08126204,,,None
lig_1,lig_254,0.3322183399999999,0.07648192,,,None
lig_1,lig_256,0.54493368,0.07409186,,,None
lig_1,lig_15,0.0979924599999999,0.07648192,,,None
lig_234,lig_227,-1.31931312,0.0860421599999999,,,None
lig_234,lig_289,-0.119503,0.03346084,,,None
lig_227,lig_167,0.93451346,0.04541114,,,None
lig_227,lig_231,0.73613848,0.05736144,,,None
lig_227,lig_15,0.5353734400000001,0.03824096,,,None
lig_289,lig_35,-0.32504816,0.21032528,,,None
lig_289,lig_224,-0.0956024,0.15774396,,,None
lig_30,lig_42,0.34177858,0.42782074,,,None
lig_30,lig_84,0.40870026,0.08126204,,,None
lig_30,lig_251,0.04541114,0.1792544999999999,,,None
lig_30,lig_25,-0.26768672,0.2270557,,,None
lig_42,lig_164,0.76003908,0.0860421599999999,,,None
lig_84,lig_15,-0.81979058,0.05258132,,,None
lig_251,lig_15,-0.24617618,0.14818372,,,None
lig_251,lig_25,-0.50908278,0.14101354,,,None
lig_7a,lig_224,-0.03107078,0.1720843199999999,,,None
lig_7a,lig_23,0.00239006,0.09082228,,,None
lig_254,lig_251,-0.43738098,0.30592768,,,None
lig_254,lig_50,0.16013402,0.07887198,,,None
lig_15,lig_25,0.0597515,0.0597515,,,None
lig_237,lig_227,-1.8522965,0.05497138,,,None
lig_237,lig_31,-0.56405416,0.03107078,,,None
lig_237,lig_41,-0.4421611,0.0836521,,,None
lig_237,lig_336,-1.19981012,0.1983749799999999,,,None
lig_237,lig_290,-1.42686582,0.18881474,,,None
lig_237,lig_254,-0.70984782,0.1075527,,,None
lig_31,lig_61,-0.4947424199999999,0.14579366,,,None
lig_31,lig_7a,-0.10994276,0.12667318,,,None
lig_41,lig_7b,0.6214156,0.23422588,,,None
lig_336,lig_251,-0.43977104,0.0860421599999999,,,None
lig_290,lig_7a,0.74569872,0.18164456,,,None
lig_290,lig_84,1.31214294,0.1314533,,,None
lig_290,lig_23,0.78632974,0.16013402,,,None
lig_290,lig_256,0.83413094,0.11472288,,,None
lig_167,lig_165,0.01434036,0.07887198,,,None
lig_167,lig_155,-0.21988552,0.06931174,,,None
lig_167,lig_50,0.03107078,0.03346084,,,None
lig_266,lig_156,0.7289682999999999,0.12189306,,,None
lig_266,lig_165,0.8580315399999999,0.12189306,,,None
lig_266,lig_84,1.5678793599999998,0.0836521,,,None
lig_266,lig_254,1.16395922,0.3537288799999999,,,None
lig_156,lig_167,0.46367164,0.03346084,,,None
lig_156,lig_165,0.2246656399999999,0.06453162,,,None
lig_156,lig_42,0.32504816,0.16013402,,,None
lig_156,lig_164,0.92973334,0.30831774,,,None
lig_206,lig_57,-0.56644422,0.12667318,,,None
lig_206,lig_42,-0.32982828,0.07648192,,,None
lig_206,lig_23,-0.75047884,0.1434036,,,None
lig_206,lig_256,-0.93451346,0.16252408,,,None
lig_57,lig_231,0.6238056599999999,0.05258132,,,None
lig_23,lig_15,-0.52820326,0.1720843199999999,,,None
lig_67,lig_165,1.06835682,0.20554516,,,None
lig_67,lig_256,0.82696076,0.12667318,,,None
lig_164,lig_124,-0.91539298,0.19359486,,,None
lig_164,lig_25,-1.1400586199999998,0.05736144,,,None
lig_164,lig_163,-0.55449392,0.03107078,,,None
lig_61,lig_251,0.10277258,0.0836521,,,None
lig_35,lig_7a,0.2700767799999999,0.0979924599999999,,,None
lig_35,lig_84,0.81501046,0.0860421599999999,,,None
lig_224,lig_231,0.1075527,0.13862348,,,None
lig_252,lig_336,-0.10516264,0.03824096,,,None
lig_252,lig_290,-0.59034482,0.11472288,,,None
lig_252,lig_155,0.2700767799999999,0.14818372,,,None
lig_252,lig_231,-0.06453162,0.05258132,,,None
lig_252,lig_124,-0.54493368,0.4804020599999999,,,None
lig_7b,lig_42,-0.88671226,0.0430210799999999,,,None
lig_7b,lig_231,-1.2691218599999998,0.0717018,,,None
