lig_0,lig_1,freenrg,error,engine,analysis,method
lig_jmc23,lig_ejm55,0.05258132,0.04063102,,,None
lig_jmc23,lig_ejm46,0.00478012,0.0478012,,,None
lig_jmc23,lig_jmc27,0.03824096,0.0239006,,,None
lig_jmc23,lig_jmc30,-0.06931174,0.05258132,,,None
lig_ejm55,lig_ejm54,-0.09082228,0.02629066,,,None
lig_ejm44,lig_ejm55,-1.0994275999999998,0.0478012,,,None
lig_ejm44,lig_ejm42,-0.8771520199999999,0.10994276,,,None
lig_ejm49,lig_ejm31,-0.3322183399999999,0.02629066,,,None
lig_ejm49,lig_ejm50,-0.27724696,0.06692168,,,None
lig_ejm31,lig_ejm46,-0.1673042,0.0239006,,,None
lig_ejm31,lig_ejm43,0.42065056,0.02629066,,,None
lig_ejm31,lig_ejm45,0.1792544999999999,0.0956024,,,None
lig_ejm31,lig_jmc28,-0.05736144,0.04541114,,,None
lig_ejm31,lig_ejm48,0.25812648,0.02868072,,,None
lig_jmc28,lig_jmc27,-0.21032528,0.04063102,,,None
lig_jmc28,lig_jmc30,-0.31309786,0.0358509,,,None
lig_ejm42,lig_ejm48,0.41348038,0.06453162,,,None
lig_ejm42,lig_ejm55,-0.22227558,0.0119503,,,None
lig_ejm42,lig_ejm54,0.21032528,0.0358509,,,None
lig_ejm43,lig_ejm55,-0.5616641,0.06931174,,,None
lig_ejm50,lig_ejm42,-0.02629066,0.0239006,,,None
lig_ejm45,lig_ejm42,-0.0119503,0.02868072,,,None
lig_ejm47,lig_ejm31,-0.13384336,0.0597515,,,None
lig_ejm47,lig_ejm55,0.01673042,0.27246684,,,None
