lig_0,lig_1,freenrg,error,engine,analysis,method
lig_338,lig_234,1.3905980000000042,0.0805636869315202,,,None
lig_338,lig_237,-0.8709949999999935,0.1025861980970149,,,None
lig_338,lig_156,2.906006000000005,0.1003429476794458,,,None
lig_338,lig_41,1.485098999999991,0.1223486277569143,,,None
lig_338,lig_7b,6.387000999999998,0.314714258725276,,,None
lig_43,lig_61,1.392600999999999,0.0577194671146572,,,None
lig_43,lig_41,-0.8073990000000038,0.0285587302588893,,,None
lig_43,lig_7a,0.1846999999999994,0.182843558007932,,,None
lig_235,lig_31,0.7317000000000036,0.0853326508963597,,,None
lig_235,lig_167,-0.4216990000000038,0.044543220505482,,,None
lig_235,lig_165,1.3680960000000084,0.0645593442423325,,,None
lig_235,lig_215,-0.3606950000000068,0.0782377347895502,,,None
lig_234,lig_1,-0.0205990000000007,0.0556448983914967,,,None
lig_234,lig_206,1.0263000000000009,0.0392805283187484,,,None
lig_234,lig_156,0.9249000000000008,0.041477190960816,,,None
lig_234,lig_290,-1.319991999999985,0.1028080832814229,,,None
lig_234,lig_256,-0.0144039999999989,0.0991761114079393,,,None
lig_234,lig_163,-0.54236,0.0318778529076222,,,None
lig_61,lig_234,-1.66025,0.0393127934901604,,,None
lig_30,lig_31,1.5845979999999995,0.0563976625047528,,,None
lig_30,lig_41,0.5502199999999999,0.0906886656699722,,,None
lig_30,lig_57,0.5038989999999899,0.0569344021923476,,,None
lig_30,lig_42,1.241301,0.1007421784606626,,,None
lig_30,lig_336,1.1055980000000003,0.0703593529887818,,,None
lig_30,lig_290,-0.2949979999999925,0.0568491254638099,,,None
lig_30,lig_251,0.943199,0.0681432814663338,,,None
lig_1,lig_7b,4.339700000000001,0.1339153529809035,,,None
lig_1,lig_290,-1.4319989999999905,0.1142445662646587,,,None
lig_1,lig_224,-0.4208980000000082,0.0789503777445048,,,None
lig_237,lig_290,-1.25,0.1420982999053824,,,None
lig_237,lig_163,-1.1146010000000004,0.3555836207701361,,,None
lig_227,lig_289,0.1100009999999969,0.0387611371608212,,,None
lig_227,lig_57,0.7482499999999996,0.0153612998473436,,,None
lig_227,lig_252,0.6089939999999956,0.0948142863338642,,,None
lig_227,lig_155,1.4502029999999948,0.0329428819777505,,,None
lig_227,lig_124,1.1264599999999998,0.1110544199255482,,,None
lig_84,lig_227,-2.6043009999999924,0.0943925504263975,,,None
lig_266,lig_156,1.6392979999999966,0.0895782996601297,,,None
lig_266,lig_15,-0.4629979999999989,0.0576425637875346,,,None
lig_7b,lig_266,-6.388604000000001,0.1204653413434752,,,None
lig_266,lig_50,2.873002,0.085947976991899,,,None
lig_206,lig_215,-1.4446999999999992,0.0354784078137675,,,None
lig_206,lig_254,-0.982899999999999,0.1109240152401633,,,None
lig_206,lig_15,-2.3317989999999966,0.0392860696557953,,,None
lig_206,lig_163,-1.073601,0.1084543632132889,,,None
lig_206,lig_25,-0.204701,0.0540028357125808,,,None
lig_67,lig_290,-0.3730010000000021,0.1834663245666626,,,None
lig_67,lig_231,2.2705009999999994,0.101959709316965,,,None
lig_156,lig_31,-0.7033999999999985,0.0758799600685187,,,None
lig_156,lig_124,-1.323799000000001,0.091057024731758,,,None
lig_156,lig_163,-1.4140999999999977,0.0415441286585721,,,None
lig_31,lig_50,0.4168019999999899,0.0528559177576172,,,None
lig_289,lig_61,1.96567,0.0399034838829894,,,None
lig_289,lig_163,0.7512200000000002,0.032448938981113,,,None
lig_61,lig_215,-1.259498000000001,0.0607696895581999,,,None
lig_61,lig_124,0.4980010000000021,0.0819894445706275,,,None
lig_61,lig_7a,1.3048000000000002,0.0743507588797854,,,None
lig_61,lig_54,0.8379600000000007,0.1237767415672266,,,None
lig_167,lig_41,-0.1144099999999999,0.0707375743505529,,,None
lig_167,lig_57,-0.0469969999999904,0.091158811121032,,,None
lig_167,lig_224,0.2983970000000013,0.0889641155747641,,,None
lig_167,lig_1,1.54622,0.0405196375600769,,,None
lig_165,lig_215,-1.415772,0.1116790534075213,,,None
lig_165,lig_124,-1.9747010000000031,0.1254262100918305,,,None
lig_41,lig_25,0.9453999999999994,0.0546271120415494,,,None
lig_41,lig_163,-0.0205010000000029,0.0627960941619779,,,None
lig_7b,lig_256,-1.949005,0.2270968061422265,,,None
lig_7b,lig_15,-5.570300999999999,0.1725529336203821,,,None
lig_61,lig_7b,2.1633,0.1525693831015908,,,None
lig_54,lig_42,-0.4835020000000014,0.0547170369172162,,,None
lig_54,lig_252,-0.7546999999999997,0.1325892252711358,,,None
lig_54,lig_290,-1.906998000000016,0.1345083811217725,,,None
lig_54,lig_50,1.320799000000001,0.1069012038285818,,,None
lig_215,lig_254,0.2020990000000004,0.0589469801431761,,,None
lig_57,lig_336,-0.5160060000000044,0.1143265938791145,,,None
lig_57,lig_155,0.5942989999999995,0.0265873462571953,,,None
lig_61,lig_57,-2.24610100000001,0.0455544137488344,,,None
lig_42,lig_155,0.4918700000000005,0.0911609686488685,,,None
lig_41,lig_42,-0.5499000000000009,0.0342148897703909,,,None
lig_252,lig_155,0.7721940000000131,0.1273297360477905,,,None
lig_252,lig_251,0.4844969999999975,0.1806726746494887,,,None
lig_290,lig_164,4.22799599999999,0.1748167549893316,,,None
lig_290,lig_254,0.92300400000002,0.154242035830055,,,None
lig_25,lig_290,-2.290702999999993,0.1122022004953557,,,None
lig_155,lig_163,-0.6538010000000014,0.0691000216280718,,,None
lig_164,lig_7a,-0.9662800000000012,0.1294665480268938,,,None
lig_7a,lig_23,2.06588,0.0983322690575174,,,None
lig_7a,lig_256,-1.2245029999999986,0.1112151272669325,,,None
lig_41,lig_7a,0.7233600000000004,0.0629223079201645,,,None
lig_7a,lig_7a,1.501627,0.0466620204984739,,,None
lig_84,lig_7a,0.1298099999999999,0.1045651625542656,,,None
lig_84,lig_23,2.84112,0.1305972171602442,,,None
lig_25,lig_84,0.060896999999997,0.1522115899003752,,,None
lig_23,lig_7a,-0.3571999999999988,0.0676200162673745,,,None
lig_251,lig_256,0.7081990000000005,0.2619726249668083,,,None
lig_251,lig_163,-0.2153980000000004,0.0545769151290176,,,None
lig_41,lig_251,-0.9735980000000026,0.068931328298532,,,None
lig_124,lig_50,0.8186950000000053,0.1075080016835956,,,None
lig_231,lig_15,-1.5302999999999969,0.0476126561430886,,,None
lig_231,lig_25,0.3665009999999995,0.0568215431064662,,,None
lig_15,lig_25,1.86253,0.0318618674437014,,,None
lig_124,lig_124,-1.26746,0.0650680579854662,,,None
lig_84,lig_25,-0.5217969999999994,0.1493708526620907,,,None
lig_25,lig_163,-1.383198,0.0600285908963387,,,None
lig_1,lig_25,0.0905990000000045,0.0393031041267735,,,None
lig_7b,lig_124,-2.121898999999999,0.1276637332134698,,,None
lig_41,lig_54,0.9911989999999946,0.0644356958913303,,,None
