lig_0,lig_1,freenrg,error,engine,analysis,method
lig_2u,lig_2q,0.0119503,0.18403462,,,None
lig_2u,lig_2k,0.40870026,0.10994276,,,None
lig_2a,lig_2g,-0.21032528,0.06453162,,,None
lig_2a,lig_2n,-0.30114756,0.08126204,,,None
lig_2a,lig_2p,-0.3322183399999999,0.06931174,,,None
lig_2a,lig_2gg,0.10994276,0.02868072,,,None
lig_2a,lig_2t,-0.24617618,0.01912048,,,None
lig_2a,lig_2o,0.11711294,0.0430210799999999,,,None
lig_2a,lig_2r,-0.3107078,0.11472288,,,None
lig_2a,lig_2i,-0.04541114,0.03824096,,,None
lig_2a,lig_2s,-0.32026804,0.04541114,,,None
lig_2a,lig_2d,0.2151054,0.04541114,,,None
lig_2a,lig_2e,0.34177858,0.01912048,,,None
lig_2a,lig_2k,0.15774396,0.03824096,,,None
lig_2a,lig_2ff,-0.15296384,0.03346084,,,None
lig_2g,lig_2c,-0.0836521,0.0836521,,,None
lig_2g,lig_2h,0.32504816,0.03346084,,,None
lig_2g,lig_2i,0.18164456,0.0979924599999999,,,None
lig_2g,lig_2f,0.50908278,0.01912048,,,None
lig_2v,lig_2a,-0.4015300799999999,0.1075527,,,None
lig_2v,lig_2y,-0.44455116,0.06214156,,,None
lig_2v,lig_2w,-0.42304062,0.03346084,,,None
lig_2v,lig_2x,-0.36089906,0.07887198,,,None
lig_2v,lig_2ii,-0.41587044,0.05497138,,,None
lig_2v,lig_2hh,-1.1591790999999998,0.0597515,,,None
lig_2v,lig_2j,-0.37523942,0.10277258,,,None
lig_2v,lig_2bb,-0.15296384,0.08126204,,,None
lig_2ee,lig_2a,-0.00717018,0.02868072,,,None
lig_2ee,lig_2j,0.05497138,0.09321234,,,None
lig_2w,lig_2dd,0.06214156,0.11711294,,,None
lig_2w,lig_2x,0.02629066,0.03107078,,,None
lig_2w,lig_2ii,0.14579366,0.04541114,,,None
lig_2j,lig_2f,0.19359486,0.1075527,,,None
lig_2j,lig_2q,-0.56644422,0.07409186,,,None
lig_2j,lig_2h,0.18642468,0.09321234,,,None
lig_2j,lig_2ff,-0.2796370199999999,0.06692168,,,None
lig_2j,lig_2r,-0.32026804,0.05497138,,,None
lig_2z,lig_2hh,-0.36806924,0.11711294,,,None
lig_2z,lig_2aa,0.13623342,0.06931174,,,None
lig_2z,lig_2b,-0.18881474,0.1912048,,,None
lig_2z,lig_2y,-0.3943599,0.14579366,,,None
lig_2z,lig_2dd,-0.3441686399999999,0.09321234,,,None
lig_2aa,lig_2bb,0.33699846,0.2270557,,,None
lig_2aa,lig_2b,-0.21271534,0.26529666,,,None
lig_2gg,lig_2j,0.05497138,0.03824096,,,None
lig_2l,lig_2o,0.4421611,0.0597515,,,None
lig_2l,lig_2p,0.1792544999999999,0.05736144,,,None
lig_2l,lig_2j,0.3943599,0.06931174,,,None
lig_2l,lig_2n,-0.10516264,0.05497138,,,None
lig_2t,lig_2j,0.21988552,0.0239006,,,None
lig_2d,lig_2c,-1.2404411400000002,0.12667318,,,None
lig_2d,lig_2g,-0.2151054,0.0501912599999999,,,None
lig_2m,lig_2j,0.51864302,0.07887198,,,None
lig_2m,lig_2k,0.66204662,0.0430210799999999,,,None
lig_2e,lig_2j,-0.25573642,0.0597515,,,None
lig_2s,lig_2l,-0.119503,0.04063102,,,None
