lig_0,lig_1,freenrg,error,engine,analysis,method
lig_CHEMBL3265014,lig_CHEMBL3265014,-0.1737301349639892,0.1412807083855203,,,None
lig_CHEMBL3265013,lig_CHEMBL3265014,0.2968997955322265,0.0646815814303091,,,None
lig_CHEMBL3265014,lig_CHEMBL3265011,3.051700592041016,0.1060551029759891,,,None
lig_CHEMBL3265014,lig_CHEMBL3265008,0.2024397850036621,0.101945805447045,,,None
lig_intermediate_1,lig_CHEMBL3265014,0.8478012084960938,0.1376852114392018,,,None
lig_CHEMBL3265014,lig_CHEMBL3265013,0.1554498672485351,0.0790102860592049,,,None
lig_CHEMBL3265015,lig_CHEMBL3265013,-3.1228601932525635,0.0897770973408819,,,None
lig_CHEMBL3265015,lig_CHEMBL3259820,-2.9196271002292637,0.0728302001378423,,,None
lig_CHEMBL3265015,lig_CHEMBL3265009,-2.658400535583496,0.1196467498916795,,,None
lig_CHEMBL3265015,lig_CHEMBL3265006,-2.1498985290527344,0.1217493787286174,,,None
lig_CHEMBL3265015,lig_CHEMBL3265015,0.0460100173950195,0.1445127721641117,,,None
lig_CHEMBL3265036,lig_CHEMBL3265032,0.6045701503753662,0.0708256840806164,,,None
lig_CHEMBL3265035,lig_CHEMBL3265036,-0.4254150390625,0.1004544658876408,,,None
lig_CHEMBL3265036,lig_CHEMBL3265034,-0.0296993255615234,0.061277626467865,,,None
lig_CHEMBL3265016,lig_CHEMBL3265020,0.9687299728393556,0.1211215469651833,,,None
lig_CHEMBL3265021,lig_CHEMBL3265020,0.109100341796875,0.0319981358248576,,,None
lig_CHEMBL3265018,lig_CHEMBL3265020,0.9451098442077636,0.1043393896046868,,,None
lig_CHEMBL3265023,lig_CHEMBL3265020,-0.1832101345062255,0.0710313308425101,,,None
lig_CHEMBL3265023,lig_CHEMBL3265022,-0.1784249991178512,0.0696639044193211,,,None
lig_CHEMBL3265017,lig_CHEMBL3265023,1.7784605026245115,0.1568527252158747,,,None
lig_CHEMBL3265031,lig_CHEMBL3265033,-0.0900039672851562,0.1099948488661107,,,None
lig_CHEMBL3265037,lig_CHEMBL3265033,-0.001007080078125,0.1084589471236148,,,None
lig_CHEMBL3265035,lig_CHEMBL3265033,0.167999267578125,0.1114790216271101,,,None
lig_CHEMBL3265028,lig_CHEMBL3265027,0.3579998016357422,0.0431245782338661,,,None
lig_CHEMBL3265029,lig_CHEMBL3265027,0.647700309753418,0.0347182647882872,,,None
lig_CHEMBL3265034,lig_CHEMBL3265027,1.1820001602172852,0.0586196694499529,,,None
lig_CHEMBL3265032,lig_CHEMBL3265027,0.8177103996276855,0.0506227041694157,,,None
lig_CHEMBL3265029,lig_CHEMBL3265028,0.3489559888839721,0.0519204877611153,,,None
lig_CHEMBL3265017,lig_CHEMBL3265028,0.8162002563476562,0.0754181389003781,,,None
lig_CHEMBL3265037,lig_CHEMBL3265028,0.913898468017578,0.0785341761018001,,,None
lig_CHEMBL3265028,lig_CHEMBL3265019,-0.9077987670898438,0.0634313575777417,,,None
lig_CHEMBL3265034,lig_CHEMBL3265032,-0.0181999206542968,0.2630860276094928,,,None
lig_CHEMBL3265037,lig_CHEMBL3265032,0.5009002685546875,0.0784988381109979,,,None
lig_CHEMBL3265031,lig_CHEMBL3265032,0.3296012878417969,0.0493001225487547,,,None
lig_CHEMBL3265032,lig_CHEMBL3265030,-0.2770004272460937,0.0603978673143852,,,None
lig_CHEMBL3265017,lig_CHEMBL3265032,0.3484101295471191,0.1195609076380423,,,None
lig_CHEMBL3265035,lig_CHEMBL3265032,0.4269101619720459,0.0959050516984122,,,None
lig_CHEMBL3265031,lig_CHEMBL3265030,0.2311201095581054,0.0916233526395473,,,None
lig_CHEMBL3265017,lig_CHEMBL3265037,-0.32550048828125,0.0773430413378478,,,None
lig_CHEMBL3265037,lig_CHEMBL3265010,1.8650054931640625,0.1177954111875819,,,None
lig_CHEMBL3265024,lig_CHEMBL3265026,0.73699951171875,0.0434024216859622,,,None
lig_CHEMBL3265025,lig_CHEMBL3265026,-0.5217008590698242,0.1090772731707861,,,None
lig_intermediate,lig_CHEMBL3265026,-1.027700424194336,0.0770831677608918,,,None
lig_CHEMBL3265017,lig_CHEMBL3265026,1.261699676513672,0.1095274685660788,,,None
lig_CHEMBL3265012,lig_CHEMBL3265008,-0.178189992904663,0.1068335795201832,,,None
lig_CHEMBL3265013,lig_CHEMBL3265012,0.8837985992431641,0.0404267686988207,,,None
lig_CHEMBL3265012,lig_CHEMBL3259820,-0.203500747680664,0.0442195947902757,,,None
lig_CHEMBL3265012,lig_intermediate,0.737701416015625,0.0554758796867693,,,None
lig_CHEMBL3265029,lig_CHEMBL3265019,-0.6439990997314453,0.087899809874404,,,None
lig_CHEMBL3265017,lig_CHEMBL3265029,0.0575008392333984,0.0709466508484113,,,None
lig_CHEMBL3265034,lig_CHEMBL3265029,0.717713974416256,0.054011235739741,,,None
lig_CHEMBL3265029,lig_CHEMBL3265010,1.4831008911132812,0.2917103011839485,,,None
lig_CHEMBL3265035,lig_CHEMBL3265030,0.3899993896484375,0.086282483817922,,,None
lig_CHEMBL3265025,lig_CHEMBL3265024,-0.8585801124572754,0.0942700317941918,,,None
lig_CHEMBL3265018,lig_CHEMBL3265024,0.0619699954986572,0.0794396348653877,,,None
lig_CHEMBL3265017,lig_CHEMBL3265018,0.395780086517334,0.0668975577393731,,,None
lig_CHEMBL3265011,lig_CHEMBL3265008,-0.9667015075683594,0.2246963205045577,,,None
