# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_jmc28,-11.078584058871725,0.18235521431897425
lig_jmc30,-11.037920941394324,0.1768830164252096
lig_ejm46,-11.41926056735227,0.17388037262786807
lig_jmc27,-11.383118515357303,0.17534155222978293
lig_jmc23,-11.808151583660125,0.1788483832743786
lig_ejm31,-9.633320987858903,0.18009038593600624
lig_ejm54,-10.631280917137914,0.1788483832743786
lig_ejm55,-9.292644479378358,0.17884838327437855
lig_ejm45,-9.645872215183726,0.17757995502420568
lig_ejm42,-9.875043584723292,0.1769853792819371
lig_ejm48,-9.087063934508938,0.17884838327437858
lig_ejm53,-7.994549827809006,0.17884838327437858
lig_ejm50,-9.062727442102327,0.17884838327437858
lig_ejm49,-7.823044915958928,0.17884838327437858
lig_ejm47,-9.788491692252581,0.17723713657821302
lig_ejm43,-8.340215162704245,0.17742895166108985
lig_ejm44,-7.489423652868701,0.17033179359464626
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_jmc28,lig_jmc30,-0.7031,0.1549,0.0
lig_ejm46,lig_jmc30,-1.2826,0.1894,0.0
lig_jmc27,lig_jmc28,0.8614,0.0777,0.0
lig_jmc23,lig_jmc28,-0.1649,0.1985,0.0
lig_ejm31,lig_jmc28,-0.5159,0.0782,0.0
lig_jmc23,lig_jmc27,-0.4643,0.2059,0.0
lig_ejm54,lig_ejm55,0.9389,0.1888,0.0
lig_ejm45,lig_ejm55,-3.1023,0.2294,0.0
lig_ejm42,lig_ejm54,-0.0237,0.1599,0.0
lig_ejm48,lig_ejm53,-0.3929,0.2015,0.0
lig_ejm31,lig_ejm53,1.9386,0.3743,0.0
lig_ejm42,lig_ejm50,0.137,0.6422,0.0
lig_ejm31,lig_ejm50,1.0907,0.0552,0.0
lig_ejm31,lig_ejm49,-0.0321,0.0804,0.0
Intermediate,lig_ejm49,0.6589,0.4482,0.0
lig_ejm31,lig_ejm48,0.1717,0.0607,0.0
lig_ejm31,lig_ejm47,-1.1196,0.1051,0.0
Intermediate,lig_ejm47,-0.8176,0.1332,0.0
lig_ejm31,lig_ejm46,-0.4274,0.3518,0.0
lig_ejm42,lig_ejm45,0.0987,0.504,0.0
lig_ejm43,lig_ejm44,2.135,0.2551,0.0
lig_ejm42,lig_ejm44,1.8821,0.3962,0.0
lig_ejm42,lig_ejm43,0.615,0.1235,0.0
lig_ejm31,lig_ejm42,1.8833,0.2238,0.0
