# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_ejm42,-9.875043584723292,0.1769853792819371
lig_ejm49,-7.823044915958928,0.17884838327437858
lig_ejm31,-9.633320987858903,0.18009038593600624
lig_ejm48,-9.087063934508938,0.17884838327437858
lig_ejm53,-7.994549827809006,0.17884838327437858
lig_ejm47,-9.788491692252581,0.17723713657821302
lig_jmc23,-11.808151583660125,0.1788483832743786
lig_ejm46,-11.41926056735227,0.17388037262786807
lig_ejm44,-7.489423652868701,0.17033179359464626
lig_ejm45,-9.645872215183726,0.17757995502420568
lig_jmc28,-11.078584058871725,0.18235521431897425
lig_jmc30,-11.037920941394324,0.1768830164252096
lig_ejm54,-10.631280917137914,0.1788483832743786
lig_ejm55,-9.292644479378358,0.17884838327437855
lig_ejm50,-9.062727442102327,0.17884838327437858
lig_ejm43,-8.340215162704245,0.17742895166108985
lig_jmc27,-11.383118515357303,0.17534155222978293
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_ejm42,lig_ejm49,-1.0828,0.223,0.0
lig_ejm31,lig_ejm49,-0.0321,0.0804,0.0
lig_ejm31,lig_ejm48,0.1717,0.0607,0.0
lig_ejm31,lig_ejm53,1.9386,0.3743,0.0
lig_ejm42,lig_ejm47,-0.5819,0.2709,0.0
lig_ejm31,lig_ejm47,-1.1196,0.1051,0.0
lig_ejm31,lig_jmc23,0.1451,0.1637,0.0
lig_ejm31,lig_ejm46,-0.4274,0.3518,0.0
lig_ejm44,lig_ejm45,-2.4362,0.137,0.0
lig_ejm31,lig_ejm45,0.8486,0.1246,0.0
lig_jmc28,lig_jmc30,-0.7031,0.1549,0.0
lig_ejm46,lig_jmc30,-1.2826,0.1894,0.0
lig_ejm42,lig_ejm54,-0.0237,0.1599,0.0
lig_ejm54,lig_ejm55,0.9389,0.1888,0.0
lig_ejm31,lig_ejm50,1.0907,0.0552,0.0
lig_ejm42,lig_ejm43,0.615,0.1235,0.0
lig_ejm43,lig_ejm44,2.135,0.2551,0.0
lig_ejm46,lig_jmc28,0.4162,0.1133,0.0
lig_ejm42,lig_ejm50,0.137,0.6422,0.0
lig_ejm42,lig_ejm55,-1.2242,0.2141,0.0
lig_ejm48,lig_ejm53,-0.3929,0.2015,0.0
lig_jmc23,lig_jmc27,-0.4643,0.2059,0.0
lig_jmc23,lig_jmc28,-0.1649,0.1985,0.0
lig_jmc27,lig_jmc28,0.8614,0.0777,0.0
lig_ejm45,lig_ejm53,-0.0213,0.3658,0.0
lig_ejm44,lig_ejm54,-5.7565,0.7382,0.0
lig_ejm48,lig_ejm55,0.2846,0.2644,0.0
lig_ejm45,lig_ejm55,-3.1023,0.2294,0.0
lig_ejm43,lig_ejm46,-1.4278,0.1753,0.0
lig_ejm43,lig_ejm47,0.2931,0.0896,0.0
lig_ejm42,lig_ejm53,0.3002,0.2973,0.0
lig_ejm42,lig_ejm46,0.6676,0.2794,0.0
lig_ejm42,lig_ejm48,-0.2223,0.2819,0.0
lig_ejm43,lig_ejm50,-0.6902,0.3586,0.0
lig_ejm42,lig_ejm45,0.0987,0.504,0.0
lig_ejm44,lig_ejm55,-5.0591,0.3818,0.0
lig_ejm44,lig_ejm49,0.4018,0.5207,0.0
lig_ejm31,lig_ejm42,1.8833,0.2238,0.0
lig_ejm42,lig_ejm44,1.8821,0.3962,0.0
lig_jmc27,lig_jmc30,0.0203,0.2261,0.0
lig_jmc23,lig_jmc30,-0.4898,0.4643,0.0
lig_ejm31,lig_ejm44,3.5892,0.4246,0.0
lig_ejm46,lig_jmc27,0.3519,0.3568,0.0
lig_ejm46,lig_jmc23,-0.139,0.0947,0.0
lig_ejm31,lig_jmc28,-0.5159,0.0782,0.0
Intermediate,lig_ejm49,0.6589,0.4482,0.0
Intermediate,lig_ejm47,-0.8176,0.1332,0.0
lig_ejm31,lig_ejm54,-0.1177,0.0729,0.0
lig_ejm49,lig_ejm55,-1.824,0.1808,0.0
lig_ejm31,lig_jmc27,-0.656,0.1441,0.0
lig_ejm31,lig_ejm55,-0.8976,0.158,0.0
lig_ejm31,lig_jmc30,-1.6822,0.1553,0.0
lig_ejm31,lig_ejm43,0.3928,0.2269,0.0
lig_ejm47,lig_ejm55,-0.031,0.2413,0.0
lig_ejm50,lig_ejm54,-0.3987,0.3932,0.0
lig_ejm53,lig_ejm55,-3.2906,0.4034,0.0
lig_ejm55,lig_jmc27,0.49,0.3024,0.0
lig_ejm53,lig_ejm54,-2.9351,0.162,0.0
lig_ejm44,lig_jmc30,-4.3395,0.1418,0.0
lig_ejm50,lig_ejm55,-0.8715,0.2306,0.0
lig_ejm53,lig_jmc27,-0.2604,0.2255,0.0
lig_ejm48,lig_ejm54,-3.1493,0.1236,0.0
