# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_ejm54,-10.631280917137914,0.1788483832743786
lig_ejm55,-9.292644479378358,0.17884838327437855
lig_ejm42,-9.875043584723292,0.1769853792819371
lig_ejm43,-8.340215162704245,0.17742895166108985
lig_ejm49,-7.823044915958928,0.17884838327437858
lig_ejm44,-7.489423652868701,0.17033179359464626
lig_ejm48,-9.087063934508938,0.17884838327437858
lig_jmc23,-11.808151583660125,0.1788483832743786
lig_jmc27,-11.383118515357303,0.17534155222978293
lig_jmc30,-11.037920941394324,0.1768830164252096
lig_ejm53,-7.994549827809006,0.17884838327437858
lig_ejm45,-9.645872215183726,0.17757995502420568
lig_jmc28,-11.078584058871725,0.18235521431897425
lig_ejm31,-9.633320987858903,0.18009038593600624
lig_ejm50,-9.062727442102327,0.17884838327437858
lig_ejm46,-11.41926056735227,0.17388037262786807
lig_ejm47,-9.788491692252581,0.17723713657821302
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_ejm54,lig_ejm55,1.4168,0.0419,0.0
lig_ejm42,lig_ejm43,-0.5386,0.0157,0.0
lig_ejm49,lig_ejm55,-0.5074,0.1447,0.0
lig_ejm44,lig_ejm49,-2.2861,0.0888,0.0
lig_ejm48,lig_ejm54,-1.3954,0.1917,0.0
lig_jmc23,lig_jmc27,-0.4173,0.0298,0.0
lig_jmc23,lig_jmc30,-0.1761,0.1121,0.0
lig_ejm53,lig_ejm54,-2.5368,0.1269,0.0
lig_ejm42,lig_ejm45,2.4812,0.0549,0.0
lig_ejm42,lig_ejm53,-0.2048,0.0617,0.0
lig_ejm31,lig_ejm44,1.6815,0.0281,0.0
lig_ejm42,lig_ejm50,-0.2052,0.0294,0.0
lig_ejm46,lig_jmc28,0.0966,0.0434,0.0
lig_ejm42,lig_ejm55,-0.2998,0.0628,0.0
lig_jmc28,lig_jmc30,-0.7541,0.0087,0.0
lig_ejm42,lig_ejm48,-0.8088,0.0405,0.0
lig_ejm42,lig_ejm47,-0.6753,0.0472,0.0
lig_ejm43,lig_ejm44,1.7109,0.0716,0.0
lig_ejm31,lig_ejm49,0.7327,0.0815,0.0
lig_ejm42,lig_ejm46,-0.3,0.0184,0.0
lig_ejm43,lig_ejm50,-0.14,0.1392,0.0
lig_ejm45,lig_ejm55,-1.2452,0.452,0.0
lig_ejm46,lig_jmc27,1.169,0.0561,0.0
lig_ejm31,lig_ejm42,0.4762,0.0262,0.0
lig_ejm44,lig_ejm55,-2.3722,0.2295,0.0
lig_ejm43,lig_ejm47,-1.0636,0.0246,0.0
lig_ejm46,lig_jmc30,-1.0117,0.095,0.0
lig_ejm43,lig_ejm46,-1.2995,0.1073,0.0
lig_jmc23,lig_jmc28,-0.68,0.0619,0.0
