# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_ejm31,-9.633320987858903,0.18009038593600624
lig_ejm50,-9.062727442102327,0.17884838327437858
lig_ejm42,-9.875043584723292,0.1769853792819371
lig_ejm48,-9.087063934508938,0.17884838327437858
lig_ejm53,-7.994549827809006,0.17884838327437858
lig_ejm45,-9.645872215183726,0.17757995502420568
lig_jmc23,-11.808151583660125,0.1788483832743786
lig_jmc30,-11.037920941394324,0.1768830164252096
lig_ejm43,-8.340215162704245,0.17742895166108985
lig_ejm44,-7.489423652868701,0.17033179359464626
lig_ejm49,-7.823044915958928,0.17884838327437858
lig_ejm54,-10.631280917137914,0.1788483832743786
lig_ejm46,-11.41926056735227,0.17388037262786807
lig_jmc27,-11.383118515357303,0.17534155222978293
lig_ejm47,-9.788491692252581,0.17723713657821302
lig_ejm55,-9.292644479378358,0.17884838327437855
lig_jmc28,-11.078584058871725,0.18235521431897425
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_ejm31,lig_ejm50,0.5739,0.0239,0.0
lig_ejm31,lig_ejm42,0.4762,0.0262,0.0
lig_ejm48,lig_ejm53,1.2643,0.1852,0.0
lig_ejm31,lig_ejm45,0.6735,0.19,0.0
lig_ejm31,lig_ejm48,-0.1024,0.1959,0.0
lig_jmc23,lig_jmc30,-0.1761,0.1121,0.0
lig_ejm43,lig_ejm44,1.7109,0.0716,0.0
lig_ejm31,lig_ejm49,0.7327,0.0815,0.0
lig_ejm31,lig_ejm54,0.1094,0.083,0.0
lig_ejm46,lig_jmc23,-1.7602,0.237,0.0
lig_jmc23,lig_jmc27,-0.4173,0.0298,0.0
lig_ejm31,lig_ejm46,-0.6039,0.0817,0.0
lig_ejm31,lig_ejm47,-0.3927,0.0548,0.0
lig_ejm31,lig_ejm44,1.6815,0.0281,0.0
lig_ejm49,lig_ejm55,-0.5074,0.1447,0.0
lig_ejm31,lig_jmc27,-0.6877,0.0531,0.0
lig_ejm31,lig_ejm53,1.2371,0.1556,0.0
lig_ejm31,lig_jmc28,-1.0097,0.1523,0.0
lig_ejm31,lig_ejm55,-0.5742,0.1042,0.0
lig_ejm31,lig_jmc30,-1.8448,0.1009,0.0
lig_jmc23,lig_jmc28,-0.68,0.0619,0.0
lig_ejm31,lig_ejm43,1.0622,0.0644,0.0
lig_ejm47,lig_ejm55,-0.2057,0.0807,0.0
lig_ejm48,lig_ejm55,0.3482,0.0813,0.0
