# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_ejm31,-9.633320987858903,0.18009038593600624
lig_ejm50,-9.062727442102327,0.17884838327437858
lig_ejm42,-9.875043584723292,0.1769853792819371
lig_ejm48,-9.087063934508938,0.17884838327437858
lig_ejm53,-7.994549827809006,0.17884838327437858
lig_jmc28,-11.078584058871725,0.18235521431897425
lig_jmc30,-11.037920941394324,0.1768830164252096
lig_ejm45,-9.645872215183726,0.17757995502420568
lig_jmc23,-11.808151583660125,0.1788483832743786
lig_ejm43,-8.340215162704245,0.17742895166108985
lig_ejm44,-7.489423652868701,0.17033179359464626
lig_ejm46,-11.41926056735227,0.17388037262786807
lig_jmc27,-11.383118515357303,0.17534155222978293
lig_ejm49,-7.823044915958928,0.17884838327437858
lig_ejm54,-10.631280917137914,0.1788483832743786
lig_ejm55,-9.292644479378358,0.17884838327437855
lig_ejm47,-9.788491692252581,0.17723713657821302
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_ejm31,lig_ejm50,-0.1414,0.0806,0.0
lig_ejm31,lig_ejm42,2.385,1.6326,0.0
lig_ejm48,lig_ejm53,0.9974,0.0548,0.0
lig_jmc28,lig_jmc30,-0.1714,0.1272,0.0
lig_ejm31,lig_ejm45,0.0795,0.2151,0.0
lig_ejm31,lig_ejm48,0.5607,0.3842,0.0
lig_jmc23,lig_jmc30,0.2833,0.0334,0.0
lig_ejm42,lig_ejm43,-0.6163,0.0274,0.0
lig_ejm43,lig_ejm44,1.5494,0.1341,0.0
lig_ejm46,lig_jmc23,0.4151,0.0672,0.0
lig_jmc23,lig_jmc27,-0.3684,0.0427,0.0
lig_ejm31,lig_ejm49,-0.3849,0.5983,0.0
lig_jmc27,lig_jmc28,0.9311,0.0359,0.0
lig_ejm54,lig_ejm55,2.58,0.1807,0.0
lig_ejm31,lig_ejm47,-0.4793,0.3682,0.0
lig_ejm46,lig_jmc28,-0.2118,0.0911,0.0
lig_ejm31,lig_ejm46,-0.7292,0.4054,0.0
lig_ejm43,lig_ejm50,-1.0841,0.1502,0.0
lig_ejm53,lig_ejm55,-0.8063,0.3013,0.0
lig_ejm44,lig_ejm55,-2.366,0.4695,0.0
lig_ejm55,lig_jmc27,-0.1239,0.1994,0.0
lig_ejm47,lig_ejm55,-0.4837,0.3568,0.0
lig_ejm42,lig_ejm54,-0.5602,0.195,0.0
