,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_2k~lig_2u,-1.7231277198721742,0.11587292437152848,-2.1298,1.0573
lig_2u~lig_2x,2.0472101990235707,0.16499488426716408,1.9948,0.5384
lig_2l~lig_2q,0.0,0.1333057142224823,0.2738,0.075
lig_2ee~lig_2w,0.8264550174289322,0.36048044095613185,0.9103,0.079
lig_2ee~lig_2v,3.3150630653688715,0.3968885484410268,2.2542,1.0449
lig_2e~lig_2q,-1.5733037892336252,0.28194928719740286,-2.5306,0.105
lig_2b~lig_2l,-1.5733037892336252,0.10395822558203616,-0.0376,0.4822
lig_2bb~lig_2v,0.09151663399387289,0.26212587846300034,0.4837,0.0727
lig_2b~lig_2z,0.345665334895239,0.20891873231319905,0.2448,0.138
lig_2n~lig_2o,1.3727120707788991,0.19086473629497552,1.2081,0.1296
lig_2a~lig_2p,-0.30453445648557675,0.24358455616141958,-0.9144,0.1174
lig_2p~lig_2t,-0.6549501055788536,0.10229760030591596,-2.8622,0.1286
lig_2l~lig_2o,1.7859395794933661,0.1333057142224823,1.5442,0.1871
lig_2bb~lig_2w,-2.3970914139460664,0.20281914255883646,-0.6081,0.3184
lig_2ii~lig_2v,1.8855307560313275,0.7744619807207367,2.3386,0.2306
lig_2m~lig_2x,0.7373099878658618,0.16750219566166277,2.6956,0.0758
lig_2l~lig_2m,1.309900211157709,0.08911699666668278,-0.0055,0.0836
lig_2ii~lig_2w,-0.6030772919086118,0.7564502548153373,0.8232,0.0808
lig_2v~lig_2y,-0.8083881415562502,0.2882613263410895,-1.4807,0.0775
lig_2g~lig_2v,1.7006283977255858,0.29400487428979943,2.5805,0.2737
lig_2gg~lig_2v,1.7006283977255858,0.18945160941214698,1.2145,1.6082
lig_2t~lig_2x,1.6339826903091037,0.1779491927360908,2.4506,0.1752
lig_2l~lig_2x,2.0472101990235707,0.16499488426716408,0.8921,0.2729
lig_2d~lig_2s,-1.6200855277490938,0.21965262886576628,-0.1524,1.2387
lig_2w~lig_2y,1.6802199063836891,0.23562729190869655,0.2862,0.1704
lig_2e~lig_2r,-0.09189866622583764,0.27413777869744144,-0.8058,0.0739
lig_2a~lig_2n,-0.9594845620644303,0.2812087122182192,-1.5312,0.3869
lig_2n~lig_2t,0.0,0.17380938655729272,-0.2666,0.0841
lig_2aa~lig_2z,-1.0991539986370427,0.3167064013468535,,
lig_2r~lig_2s,-0.32132884248862936,0.13086512862802308,,
lig_2y~lig_2z,-0.5877057996837571,0.2998580596112046,-0.3588,0.0963
lig_2l~lig_2t,0.413227508714467,0.10747450273826802,-0.1121,0.2624
lig_2gg~lig_2k,0.10869305222888848,0.1272431575299837,-0.3405,0.6107
lig_2a~lig_2k,0.3504156490932768,0.25833655361854685,1.2982,0.0721
lig_2v~lig_2w,-2.4886080479399393,0.1776871255794307,-1.1154,0.2655
lig_2gg~lig_2l,-1.6144346676432857,0.09936021293021033,-2.3911,0.1421
lig_2ff~lig_2j,1.3727120707788991,0.18674698494103864,0.1059,0.4754
lig_2dd~lig_2hh,-1.9189691241288624,0.3168640654297495,-1.5689,0.3901
lig_2dd~lig_2i,-0.10394273803084886,0.31968423542622243,0.3599,0.3856
lig_2ff~lig_2h,1.981184524192967,0.20816509851236958,0.1351,0.0797
lig_2ff~lig_2hh,-0.41322750871446523,0.22701145122804214,-1.5893,0.2887
lig_2e~lig_2h,1.234335752388274,0.31719882090627394,1.1081,0.0338
lig_2a~lig_2gg,0.24172259686438835,0.251363665327022,1.3718,0.0515
lig_2d~lig_2gg,-1.1657271406249663,0.2175141756645145,0.0705,0.1868
lig_2dd~lig_2gg,-0.7177619652000438,0.2513636653270219,2.9318,0.3379
lig_2i~lig_2j,-0.02908680660464924,0.26871999868391006,0.2714,0.0182
lig_2e~lig_2gg,0.041130878409660454,0.26757697774714134,-0.7942,0.088
lig_2f~lig_2gg,-2.1931754671452897,0.2261944721518803,1.2081,0.445
lig_2ff~lig_2g,0.7879796502143535,0.2546802094233793,-0.2682,0.0984
lig_2c~lig_2f,1.9925837486905618,0.35417088276641384,3.2461,0.2593
lig_2c~lig_2e,-0.24172259686438835,0.3819299857143548,4.1096,0.1956
