,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_2b~lig_2h,1.945,0.8903,1.234335752388274,0.20637163605009307
lig_2d~lig_2v,1.9112,0.2257,0.5349012571006195,0.26564561068186116
lig_2c~lig_2e,2.7003,0.6349,-0.24172259686438835,0.3819299857143548
lig_2c~lig_2f,3.5189,0.8976,1.9925837486905618,0.35417088276641384
lig_2d~lig_2w,-0.1901,0.1905,-1.9537067908393198,0.20734806221144425
lig_2x~lig_2y,-0.0082,0.4899,0.45946472478905065,0.27783138470157853
lig_2a~lig_2w,0.4977,0.5679,-0.5462570533499651,0.24262006210217402
lig_2e~lig_2v,0.1647,0.6373,1.7417592761352463,0.3079815138605235
lig_2j~lig_2v,1.6515,0.2561,1.1158959771610402,0.23759480932628335
lig_2v~lig_2x,-1.6182,0.2398,-1.2678528663453008,0.23074395383119106
lig_2hh~lig_2w,2.0465,0.0359,0.41322750871446523,0.2133932624315683
lig_2ii~lig_2w,1.0956,0.2582,-0.6030772919086118,0.7564502548153373
lig_2k~lig_2q,-3.9423,0.3069,-1.7231277198721742,0.15520561416723827
lig_2q~lig_2u,1.359,0.1348,0.0,0.1333057142224823
lig_2bb~lig_2z,0.5432,0.3155,-1.3045773072461344,0.2748276547399702
lig_2p~lig_2s,0.1935,0.3831,0.09189866622583764,0.0985968709223395
lig_2y~lig_2z,-0.0242,0.2209,-0.5877057996837571,0.2998580596112046
lig_2n~lig_2o,0.2492,0.2287,1.3727120707788991,0.19086473629497552
lig_2bb~lig_2v,1.1999,0.2571,0.09151663399387289,0.26212587846300034
lig_2n~lig_2p,-0.7528,0.3475,0.6549501055788536,0.15710229082938873
lig_2ee~lig_2l,-1.1754,0.2021,0.0,0.3626307481286016
lig_2ff~lig_2gg,0.5002,0.0331,0.7879796502143535,0.11964554013680688
lig_2gg~lig_2j,0.1679,0.1332,0.5847324205645457,0.18219802292908469
lig_2aa~lig_2v,1.3437,0.6237,0.29693994260296463,0.30574937613051906
lig_2b~lig_2w,1.036,0.6687,-0.746848771804693,0.09618940424903089
lig_2dd~lig_2w,2.2134,0.7551,-1.5057416154143972,0.242620062102174
lig_2ee~lig_2j,1.2743,0.1081,2.1991670882078314,0.3934777339749224
lig_2l~lig_2o,-0.1845,0.2667,1.7859395794933661,0.1333057142224823
lig_2v~lig_2y,-1.8376,0.188,-0.8083881415562502,0.2882613263410895
lig_2k~lig_2m,-2.7682,0.0946,-0.41322750871446523,0.11941611415363111
lig_2n~lig_2r,0.5966,0.1533,1.0681776142933206,0.1791241712304467
lig_2j~lig_2t,-3.4065,0.1396,-1.7859395794933643,0.18674698494103864
lig_2l~lig_2t,-0.9441,0.0327,0.413227508714467,0.10747450273826802
lig_2a~lig_2d,0.8477,0.0499,1.4074497374893546,0.3128248238428679
lig_2aa~lig_2z,0.3926,0.119,-1.0991539986370427,0.3167064013468535
lig_2e~lig_2f,-0.6942,0.0317,2.23430634555495,0.33185032741137216
lig_2f~lig_2g,-0.9166,0.0745,-2.1931754671452897,0.31892145275816086
lig_2ff~lig_2j,1.009,0.1575,1.3727120707788991,0.18674698494103864
lig_2hh~lig_2ii,0.187,0.0085,1.016304800623077,0.7834253821752233
lig_2k~lig_2l,-3.3878,0.1835,-1.7231277198721742,0.11587292437152848
lig_2l~lig_2n,-0.2772,0.1152,0.413227508714467,0.16052133657034778
lig_2r~lig_2s,-1.4677,0.2335,-0.32132884248862936,0.13086512862802308
lig_2e~lig_2j,1.3235,0.1142,0.6258632989742061,0.30357341802311083
lig_2j~lig_2k,0.6867,0.078,-0.4760393683356572,0.19170342263021933
lig_2i~lig_2j,0.2132,0.0885,-0.02908680660464924,0.26871999868391006
lig_2n~lig_2s,0.7735,0.1612,0.7468487718046912,0.17165735283625325
lig_2g~lig_2h,1.4349,0.0606,1.1932048739786136,0.30364674411340453
lig_2g~lig_2i,1.1338,0.1074,0.6138192271691949,0.3196842354262225
lig_2h~lig_2i,-0.949,0.0494,-0.5793856468094187,0.28402237508121897
lig_2k~lig_2u,-3.3467,0.7515,-1.7231277198721742,0.11587292437152848
lig_2u~lig_2x,,,2.0472101990235707,0.16499488426716408
lig_2l~lig_2q,-2.3978,0.4389,0.0,0.1333057142224823
lig_2ee~lig_2w,1.0578,0.2681,0.8264550174289322,0.36048044095613185
lig_2ee~lig_2v,2.8537,0.2839,3.3150630653688715,0.3968885484410268
lig_2e~lig_2q,-5.376,0.4853,-1.5733037892336252,0.28194928719740286
lig_2b~lig_2l,1.4472,0.5656,-1.5733037892336252,0.10395822558203616
lig_2b~lig_2z,1.0046,1.1101,0.345665334895239,0.20891873231319905
lig_2a~lig_2p,-1.0557,0.163,-0.30453445648557675,0.24358455616141958
lig_2p~lig_2t,-0.1336,0.6203,-0.6549501055788536,0.10229760030591596
lig_2bb~lig_2w,0.1017,0.349,-2.3970914139460664,0.20281914255883646
lig_2ii~lig_2v,2.4034,0.1794,1.8855307560313275,0.7744619807207367
lig_2m~lig_2x,2.7473,0.4968,0.7373099878658618,0.16750219566166277
lig_2l~lig_2m,0.0631,0.0444,1.309900211157709,0.08911699666668278
lig_2g~lig_2v,3.2825,0.1262,1.7006283977255858,0.29400487428979943
lig_2gg~lig_2v,1.9197,0.2625,1.7006283977255858,0.18945160941214698
lig_2t~lig_2x,3.3344,0.095,1.6339826903091037,0.1779491927360908
lig_2l~lig_2x,2.7577,0.4683,2.0472101990235707,0.16499488426716408
lig_2d~lig_2s,-1.7787,0.1413,-1.6200855277490938,0.21965262886576628
lig_2w~lig_2y,-0.9672,0.3516,1.6802199063836891,0.23562729190869655
lig_2e~lig_2r,-2.5663,0.054,-0.09189866622583764,0.27413777869744144
lig_2a~lig_2n,-1.2781,0.2857,-0.9594845620644303,0.2812087122182192
lig_2n~lig_2t,0.063,0.1806,0.0,0.17380938655729272
lig_2gg~lig_2k,1.1081,0.0891,0.10869305222888848,0.1272431575299837
lig_2a~lig_2k,1.8692,0.0672,0.3504156490932768,0.25833655361854685
lig_2v~lig_2w,-1.7928,0.1169,-2.4886080479399393,0.1776871255794307
lig_2gg~lig_2l,-2.3786,0.1958,-1.6144346676432857,0.09936021293021033
lig_2dd~lig_2hh,-0.0519,0.3503,-1.9189691241288624,0.3168640654297495
lig_2dd~lig_2i,3.0028,0.9757,-0.10394273803084886,0.31968423542622243
lig_2ff~lig_2h,1.2598,0.0987,1.981184524192967,0.20816509851236958
lig_2ff~lig_2hh,-1.6146,0.2453,-0.41322750871446523,0.22701145122804214
lig_2e~lig_2h,0.8971,0.065,1.234335752388274,0.31719882090627394
lig_2a~lig_2gg,0.4877,0.3113,0.24172259686438835,0.251363665327022
lig_2d~lig_2gg,-0.2583,0.2359,-1.1657271406249663,0.2175141756645145
lig_2dd~lig_2gg,1.8527,0.2259,-0.7177619652000438,0.2513636653270219
lig_2e~lig_2gg,-1.0225,0.105,0.041130878409660454,0.26757697774714134
lig_2f~lig_2gg,1.2618,0.5109,-2.1931754671452897,0.2261944721518803
lig_2ff~lig_2g,-0.2966,0.0887,0.7879796502143535,0.2546802094233793
lig_2aa~lig_2b,-0.7791,0.7634,-1.4448193335322816,0.26676275582866643
lig_2aa~Intermediate_2,-0.4289,0.188,,
lig_2bb~lig_2dd,-1.6909,0.1215,-0.8913497985316692,0.3098415015742436
lig_2c~Intermediate,10.9443,0.6787,,
lig_2c~Intermediate_3,1.2206,0.16,,
lig_2e~lig_2a,-1.4788,0.0372,-0.2005917184547279,0.3494916205255889
lig_2e~lig_2d,-0.5404,0.0631,1.2068580190346267,0.3259955784761205
lig_2ee~lig_2a,-0.0003,0.2068,1.3727120707788973,0.42989801095307206
lig_2f~lig_2d,-0.034,0.0726,-1.0274483265203234,0.2929839882958692
lig_2ff~lig_2a,0.0959,0.1282,0.5462570533499651,0.2546802094233793
lig_2g~lig_2d,0.928,0.0154,1.1657271406249663,0.3128248238428679
lig_2gg~lig_2a,-0.6974,0.0699,-0.24172259686438835,0.251363665327022
lig_2j~lig_2m,-2.7234,0.1405,-0.8892668770501224,0.1768205495428065
lig_2j~Intermediate_4,-3.9652,0.2737,,
lig_2k~lig_2a,-1.71,0.0557,-0.3504156490932768,0.25833655361854685
lig_2m~lig_2a,1.6459,0.3091,0.0628118596211884,0.24749359472113194
lig_2n~lig_2a,1.2004,0.1417,0.9594845620644303,0.2812087122182192
lig_2o~lig_2a,1.9445,0.1276,-0.4132275087144688,0.2666114284449646
lig_2p~lig_2a,1.4783,0.1736,0.30453445648557675,0.24358455616141958
lig_2q~Intermediate_1,0.3319,0.0535,,
lig_2q~Intermediate_4,0.8161,0.072,,
lig_2t~lig_2a,2.7622,0.1196,0.9594845620644303,0.2546802094233793
lig_2u~Intermediate_4,-0.2628,0.2334,,
lig_2v~lig_2a,-2.0441,0.189,-1.9423509945899742,0.29400487428979943
lig_2v~Intermediate_10,-0.6017,0.2661,,
lig_2x~Intermediate_7,-1.1788,0.1347,,
lig_2y~lig_2w,0.9831,0.2736,-1.6802199063836891,0.23562729190869655
lig_2y~Intermediate_10,1.8008,0.1761,,
