,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_2k~lig_2u,-2.1298,1.0573,-1.2663,0.279
lig_2u~lig_2x,1.9948,0.5384,1.7306,0.3951
lig_2l~lig_2q,0.2738,0.075,0.0299,0.2252
lig_2ee~lig_2w,0.9103,0.079,0.6709,0.4227
lig_2ee~lig_2v,2.2542,1.0449,2.6736,0.3447
lig_2e~lig_2q,-2.5306,0.105,-2.8625,0.1622
lig_2b~lig_2l,-0.0376,0.4822,-1.1844,0.3746
lig_2bb~lig_2v,0.4837,0.0727,1.5505,0.4965
lig_2b~lig_2z,0.2448,0.138,0.7828,0.4613
lig_2n~lig_2o,1.2081,0.1296,1.0506,0.2259
lig_2a~lig_2p,-0.9144,0.1174,-0.2064,0.1903
lig_2p~lig_2t,-2.8622,0.1286,-4.807,1.5767
lig_2l~lig_2o,1.5442,0.1871,0.132,0.1812
lig_2bb~lig_2w,-0.6081,0.3184,-1.2744,0.237
lig_2ii~lig_2v,2.3386,0.2306,2.1259,0.2444
lig_2m~lig_2x,2.6956,0.0758,2.7167,0.1943
lig_2l~lig_2m,-0.0055,0.0836,0.325,0.1276
lig_2ii~lig_2w,0.8232,0.0808,-0.5148,0.3818
lig_2v~lig_2y,-1.4807,0.0775,-1.1527,1.5333
lig_2g~lig_2v,2.5805,0.2737,2.3119,0.1995
lig_2gg~lig_2v,1.2145,1.6082,1.3755,0.2544
lig_2t~lig_2x,2.4506,0.1752,3.2607,0.0938
lig_2l~lig_2x,0.8921,0.2729,2.7216,0.2074
lig_2d~lig_2s,-0.1524,1.2387,-0.7247,0.1807
lig_2w~lig_2y,0.2862,0.1704,-0.3095,0.3308
lig_2e~lig_2r,-0.8058,0.0739,0.2899,1.6954
lig_2a~lig_2n,-1.5312,0.3869,-1.6638,0.1436
lig_2n~lig_2t,-0.2666,0.0841,0.3845,0.1116
lig_2aa~lig_2z,,,0.442,0.4789
lig_2r~lig_2s,,,-0.8206,0.3965
lig_2y~lig_2z,-0.3588,0.0963,0.9156,0.5209
lig_2l~lig_2t,-0.1121,0.2624,-0.5776,0.129
lig_2gg~lig_2k,-0.3405,0.6107,0.0452,0.1716
lig_2a~lig_2k,1.2982,0.0721,0.5712,0.0699
lig_2v~lig_2w,-1.1154,0.2655,-3.1012,0.2012
lig_2gg~lig_2l,-2.3911,0.1421,-2.9235,0.2032
lig_2ff~lig_2j,0.1059,0.4754,0.7196,0.2116
lig_2dd~lig_2hh,-1.5689,0.3901,-1.7022,0.1246
lig_2dd~lig_2i,0.3599,0.3856,1.6606,0.2706
lig_2ff~lig_2h,0.1351,0.0797,1.3728,0.1547
lig_2ff~lig_2hh,-1.5893,0.2887,-0.7109,0.3199
lig_2e~lig_2h,1.1081,0.0338,0.1288,0.9939
lig_2a~lig_2gg,1.3718,0.0515,0.8798,0.114
lig_2d~lig_2gg,0.0705,0.1868,0.535,0.1292
lig_2dd~lig_2gg,2.9318,0.3379,1.3064,0.2497
lig_2i~lig_2j,0.2714,0.0182,-0.2409,0.3989
lig_2e~lig_2gg,-0.7942,0.088,-0.5506,0.0794
lig_2f~lig_2gg,1.2081,0.445,2.1804,0.1084
lig_2ff~lig_2g,-0.2682,0.0984,-0.6664,0.289
lig_2c~lig_2f,3.2461,0.2593,2.6709,0.8324
lig_2c~lig_2e,4.1096,0.1956,5.2537,0.234
