,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_2b~lig_2h,0.5498,0.6776,0.5498,0.6776
lig_2d~lig_2v,1.4221,0.4582,1.4221,0.4582
lig_2c~lig_2e,4.1096,0.1956,4.1096,0.1956
lig_2c~lig_2f,3.2461,0.2593,3.2461,0.2593
lig_2d~lig_2w,-1.0535,0.108,-1.0535,0.108
lig_2x~lig_2y,-0.4732,0.0801,-0.4732,0.0801
lig_2a~lig_2w,-1.396,0.143,-1.396,0.143
lig_2e~lig_2v,0.7508,0.3531,0.7508,0.3531
lig_2j~lig_2v,3.4324,0.4132,3.4324,0.4132
lig_2v~lig_2x,-0.7075,0.1905,-0.7075,0.1905
lig_2hh~lig_2w,1.6613,0.3838,1.6613,0.3838
lig_2ii~lig_2w,0.8232,0.0808,0.8232,0.0808
lig_2k~lig_2q,-3.3816,0.4884,-3.3816,0.4884
lig_2q~lig_2u,-0.811,0.432,-0.811,0.432
lig_2bb~lig_2z,0.1784,0.4566,0.1784,0.4566
lig_2p~lig_2s,-2.6881,0.9885,-2.6881,0.9885
lig_2y~lig_2z,-0.3588,0.0963,-0.3588,0.0963
lig_2n~lig_2o,1.2081,0.1296,1.2081,0.1296
lig_2bb~lig_2v,0.4837,0.0727,0.4837,0.0727
lig_2n~lig_2p,2.3149,0.079,2.3149,0.079
lig_2ee~lig_2l,-0.9551,0.0512,-0.9551,0.0512
lig_2ff~lig_2gg,1.0459,0.1199,1.0459,0.1199
lig_2gg~lig_2j,1.5931,0.1027,1.5931,0.1027
lig_2aa~lig_2v,0.7162,0.6491,0.7162,0.6491
lig_2b~lig_2w,0.8632,1.016,0.8632,1.016
lig_2dd~lig_2w,0.8094,0.1461,0.8094,0.1461
lig_2ee~lig_2j,3.2329,0.1503,3.2329,0.1503
lig_2l~lig_2o,1.5442,0.1871,1.5442,0.1871
lig_2v~lig_2y,-1.4807,0.0775,-1.4807,0.0775
lig_2k~lig_2m,-1.5505,0.2031,-1.5505,0.2031
lig_2n~lig_2r,0.5167,0.1473,0.5167,0.1473
lig_2j~lig_2t,-0.1023,0.1433,-0.1023,0.1433
lig_2l~lig_2t,-0.1121,0.2624,-0.1121,0.2624
lig_2a~lig_2d,1.0247,0.0279,1.0247,0.0279
lig_2aa~lig_2z,,,,
lig_2e~lig_2f,-0.6441,0.0362,-0.6441,0.0362
lig_2f~lig_2g,0.075,0.0615,0.075,0.0615
lig_2ff~lig_2j,0.1059,0.4754,0.1059,0.4754
lig_2hh~lig_2ii,0.1319,0.0169,0.1319,0.0169
lig_2k~lig_2l,-3.149,0.3038,-3.149,0.3038
lig_2l~lig_2n,-0.5112,0.0784,-0.5112,0.0784
lig_2r~lig_2s,,,,
lig_2e~lig_2j,-0.1187,0.0738,-0.1187,0.0738
lig_2j~lig_2k,2.0602,0.1276,2.0602,0.1276
lig_2i~lig_2j,0.2714,0.0182,0.2714,0.0182
lig_2n~lig_2s,,,,
lig_2g~lig_2h,0.2997,0.0649,0.2997,0.0649
lig_2g~lig_2i,-0.1146,0.1129,-0.1146,0.1129
lig_2h~lig_2i,-0.8152,0.023,-0.8152,0.023
lig_2k~lig_2u,-2.1298,1.0573,-2.1298,1.0573
lig_2u~lig_2x,1.9948,0.5384,1.9948,0.5384
lig_2l~lig_2q,0.2738,0.075,0.2738,0.075
lig_2ee~lig_2w,0.9103,0.079,0.9103,0.079
lig_2ee~lig_2v,2.2542,1.0449,2.2542,1.0449
lig_2e~lig_2q,-2.5306,0.105,-2.5306,0.105
lig_2b~lig_2l,-0.0376,0.4822,-0.0376,0.4822
lig_2b~lig_2z,0.2448,0.138,0.2448,0.138
lig_2a~lig_2p,-0.9144,0.1174,-0.9144,0.1174
lig_2p~lig_2t,-2.8622,0.1286,-2.8622,0.1286
lig_2bb~lig_2w,-0.6081,0.3184,-0.6081,0.3184
lig_2ii~lig_2v,2.3386,0.2306,2.3386,0.2306
lig_2m~lig_2x,2.6956,0.0758,2.6956,0.0758
lig_2l~lig_2m,-0.0055,0.0836,-0.0055,0.0836
lig_2g~lig_2v,2.5805,0.2737,2.5805,0.2737
lig_2gg~lig_2v,1.2145,1.6082,1.2145,1.6082
lig_2t~lig_2x,2.4506,0.1752,2.4506,0.1752
lig_2l~lig_2x,0.8921,0.2729,0.8921,0.2729
lig_2d~lig_2s,-0.1524,1.2387,-0.1524,1.2387
lig_2w~lig_2y,0.2862,0.1704,0.2862,0.1704
lig_2e~lig_2r,-0.8058,0.0739,-0.8058,0.0739
lig_2a~lig_2n,-1.5312,0.3869,-1.5312,0.3869
lig_2n~lig_2t,-0.2666,0.0841,-0.2666,0.0841
lig_2gg~lig_2k,-0.3405,0.6107,-0.3405,0.6107
lig_2a~lig_2k,1.2982,0.0721,1.2982,0.0721
lig_2v~lig_2w,-1.1154,0.2655,-1.1154,0.2655
lig_2gg~lig_2l,-2.3911,0.1421,-2.3911,0.1421
lig_2dd~lig_2hh,-1.5689,0.3901,-1.5689,0.3901
lig_2dd~lig_2i,0.3599,0.3856,0.3599,0.3856
lig_2ff~lig_2h,0.1351,0.0797,0.1351,0.0797
lig_2ff~lig_2hh,-1.5893,0.2887,-1.5893,0.2887
lig_2e~lig_2h,1.1081,0.0338,1.1081,0.0338
lig_2a~lig_2gg,1.3718,0.0515,1.3718,0.0515
lig_2d~lig_2gg,0.0705,0.1868,0.0705,0.1868
lig_2dd~lig_2gg,2.9318,0.3379,2.9318,0.3379
lig_2e~lig_2gg,-0.7942,0.088,-0.7942,0.088
lig_2f~lig_2gg,1.2081,0.445,1.2081,0.445
lig_2ff~lig_2g,-0.2682,0.0984,-0.2682,0.0984
lig_2aa~lig_2b,-2.0677,0.6044,-2.0677,0.6044
lig_2aa~Intermediate_2,,,,
lig_2bb~lig_2dd,-1.4155,0.0499,-1.4155,0.0499
lig_2c~Intermediate,8.0726,0.4241,8.0726,0.4241
lig_2c~Intermediate_3,0.5344,0.0452,0.5344,0.0452
lig_2e~lig_2a,-1.1704,0.082,-1.1704,0.082
lig_2e~lig_2d,-0.1474,0.0274,-0.1474,0.0274
lig_2ee~lig_2a,0.2939,0.0859,0.2939,0.0859
lig_2f~lig_2d,0.2284,0.0729,0.2284,0.0729
lig_2ff~lig_2a,-1.7345,0.1511,-1.7345,0.1511
lig_2g~lig_2d,1.1083,0.025,1.1083,0.025
lig_2gg~lig_2a,-2.2682,1.7189,-2.2682,1.7189
lig_2j~lig_2m,-0.5706,0.2422,-0.5706,0.2422
lig_2j~Intermediate_4,-0.9748,0.2477,-0.9748,0.2477
lig_2k~lig_2a,-1.5819,0.202,-1.5819,0.202
lig_2m~lig_2a,0.5792,0.0817,0.5792,0.0817
lig_2n~lig_2a,1.4203,0.0579,1.4203,0.0579
lig_2o~lig_2a,0.5535,0.1164,0.5535,0.1164
lig_2p~lig_2a,0.8528,0.151,0.8528,0.151
lig_2q~Intermediate_1,-1.0361,0.0784,-1.0361,0.0784
lig_2q~Intermediate_4,0.0644,0.0764,0.0644,0.0764
lig_2t~lig_2a,0.6446,0.3704,0.6446,0.3704
lig_2u~Intermediate_4,-1.3401,0.1477,-1.3401,0.1477
lig_2v~lig_2a,-2.0069,0.5109,-2.0069,0.5109
lig_2v~Intermediate_10,-1.3531,0.2399,-1.3531,0.2399
lig_2x~Intermediate_7,1.4798,0.0817,1.4798,0.0817
lig_2y~lig_2w,-0.1463,0.1098,-0.1463,0.1098
lig_2y~Intermediate_10,0.4914,0.1152,0.4914,0.1152
lig_2z~lig_2w,-0.9935,0.3008,-0.9935,0.3008
lig_2a~Intermediate_4,-1.7212,0.1775,-1.7212,0.1775
lig_2b~Intermediate_2,-0.9632,0.0803,-0.9632,0.0803
lig_2w~Intermediate_10,0.434,0.2884,0.434,0.2884
lig_2d~Intermediate,5.5759,0.2362,5.5759,0.2362
lig_2d~Intermediate_5,4.3353,0.0935,4.3353,0.0935
lig_2d~Intermediate_8,2.1805,0.4423,2.1805,0.4423
lig_2ii~lig_2hh,-0.1277,0.0026,-0.1277,0.0026
lig_2ii~Intermediate_6,1.0426,0.084,1.0426,0.084
lig_2hh~Intermediate_10,2.0796,0.2258,2.0796,0.2258
Intermediate~Intermediate_3,-3.6328,0.0697,-3.6328,0.0697
Intermediate~Intermediate_5,-0.7631,0.1359,-0.7631,0.1359
Intermediate_1~Intermediate_4,-0.5445,0.1328,-0.5445,0.1328
Intermediate_2~Intermediate_10,0.4646,0.0523,0.4646,0.0523
Intermediate_6~Intermediate_10,2.132,0.4775,2.132,0.4775
Intermediate_7~Intermediate_8,0.6131,0.0422,0.6131,0.0422
Intermediate_8~Intermediate_10,-2.1539,0.1975,-2.1539,0.1975
