,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_2k~lig_2u,-3.3467,0.7515,-3.3467,0.7515
lig_2u~lig_2x,,,,
lig_2l~lig_2q,-2.3978,0.4389,-2.3978,0.4389
lig_2ee~lig_2w,1.0578,0.2681,1.0578,0.2681
lig_2ee~lig_2v,2.8537,0.2839,2.8537,0.2839
lig_2e~lig_2q,-5.376,0.4853,-5.376,0.4853
lig_2b~lig_2l,1.4472,0.5656,1.4472,0.5656
lig_2bb~lig_2v,1.1999,0.2571,1.1999,0.2571
lig_2b~lig_2z,1.0046,1.1101,1.0046,1.1101
lig_2n~lig_2o,0.2492,0.2287,0.2492,0.2287
lig_2a~lig_2p,-1.0557,0.163,-1.0557,0.163
lig_2p~lig_2t,-0.1336,0.6203,-0.1336,0.6203
lig_2l~lig_2o,-0.1845,0.2667,-0.1845,0.2667
lig_2bb~lig_2w,0.1017,0.349,0.1017,0.349
lig_2ii~lig_2v,2.4034,0.1794,2.4034,0.1794
lig_2m~lig_2x,2.7473,0.4968,2.7473,0.4968
lig_2l~lig_2m,0.0631,0.0444,0.0631,0.0444
lig_2ii~lig_2w,1.0956,0.2582,1.0956,0.2582
lig_2v~lig_2y,-1.8376,0.188,-1.8376,0.188
lig_2g~lig_2v,3.2825,0.1262,3.2825,0.1262
lig_2gg~lig_2v,1.9197,0.2625,1.9197,0.2625
lig_2t~lig_2x,3.3344,0.095,3.3344,0.095
lig_2l~lig_2x,2.7577,0.4683,2.7577,0.4683
lig_2d~lig_2s,-1.7787,0.1413,-1.7787,0.1413
lig_2w~lig_2y,-0.9672,0.3516,-0.9672,0.3516
lig_2e~lig_2r,-2.5663,0.054,-2.5663,0.054
lig_2a~lig_2n,-1.2781,0.2857,-1.2781,0.2857
lig_2n~lig_2t,0.063,0.1806,0.063,0.1806
lig_2aa~lig_2z,0.3926,0.119,0.3926,0.119
lig_2r~lig_2s,-1.4677,0.2335,-1.4677,0.2335
lig_2y~lig_2z,-0.0242,0.2209,-0.0242,0.2209
lig_2l~lig_2t,-0.9441,0.0327,-0.9441,0.0327
lig_2gg~lig_2k,1.1081,0.0891,1.1081,0.0891
lig_2a~lig_2k,1.8692,0.0672,1.8692,0.0672
lig_2v~lig_2w,-1.7928,0.1169,-1.7928,0.1169
lig_2gg~lig_2l,-2.3786,0.1958,-2.3786,0.1958
lig_2ff~lig_2j,1.009,0.1575,1.009,0.1575
lig_2dd~lig_2hh,-0.0519,0.3503,-0.0519,0.3503
lig_2dd~lig_2i,3.0028,0.9757,3.0028,0.9757
lig_2ff~lig_2h,1.2598,0.0987,1.2598,0.0987
lig_2ff~lig_2hh,-1.6146,0.2453,-1.6146,0.2453
lig_2e~lig_2h,0.8971,0.065,0.8971,0.065
lig_2a~lig_2gg,0.4877,0.3113,0.4877,0.3113
lig_2d~lig_2gg,-0.2583,0.2359,-0.2583,0.2359
lig_2dd~lig_2gg,1.8527,0.2259,1.8527,0.2259
lig_2i~lig_2j,0.2132,0.0885,0.2132,0.0885
lig_2e~lig_2gg,-1.0225,0.105,-1.0225,0.105
lig_2f~lig_2gg,1.2618,0.5109,1.2618,0.5109
lig_2ff~lig_2g,-0.2966,0.0887,-0.2966,0.0887
lig_2c~lig_2f,3.5189,0.8976,3.5189,0.8976
lig_2c~lig_2e,2.7003,0.6349,2.7003,0.6349
