,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_2b~lig_2h,1.234335752388274,0.20637163605009307,1.945,0.8903
lig_2d~lig_2v,0.5349012571006195,0.26564561068186116,1.9112,0.2257
lig_2c~lig_2e,-0.24172259686438835,0.3819299857143548,2.7003,0.6349
lig_2c~lig_2f,1.9925837486905618,0.35417088276641384,3.5189,0.8976
lig_2d~lig_2w,-1.9537067908393198,0.20734806221144425,-0.1901,0.1905
lig_2x~lig_2y,0.45946472478905065,0.27783138470157853,-0.0082,0.4899
lig_2a~lig_2w,-0.5462570533499651,0.24262006210217402,0.4977,0.5679
lig_2e~lig_2v,1.7417592761352463,0.3079815138605235,0.1647,0.6373
lig_2j~lig_2v,1.1158959771610402,0.23759480932628335,1.6515,0.2561
lig_2v~lig_2x,-1.2678528663453008,0.23074395383119106,-1.6182,0.2398
lig_2hh~lig_2w,0.41322750871446523,0.2133932624315683,2.0465,0.0359
lig_2ii~lig_2w,-0.6030772919086118,0.7564502548153373,1.0956,0.2582
lig_2k~lig_2q,-1.7231277198721742,0.15520561416723827,-3.9423,0.3069
lig_2q~lig_2u,0.0,0.1333057142224823,1.359,0.1348
lig_2bb~lig_2z,-1.3045773072461344,0.2748276547399702,0.5432,0.3155
lig_2p~lig_2s,0.09189866622583764,0.0985968709223395,0.1935,0.3831
lig_2y~lig_2z,-0.5877057996837571,0.2998580596112046,-0.0242,0.2209
lig_2n~lig_2o,1.3727120707788991,0.19086473629497552,0.2492,0.2287
lig_2bb~lig_2v,0.09151663399387289,0.26212587846300034,1.1999,0.2571
lig_2n~lig_2p,0.6549501055788536,0.15710229082938873,-0.7528,0.3475
lig_2ee~lig_2l,0.0,0.3626307481286016,-1.1754,0.2021
lig_2ff~lig_2gg,0.7879796502143535,0.11964554013680688,0.5002,0.0331
lig_2gg~lig_2j,0.5847324205645457,0.18219802292908469,0.1679,0.1332
lig_2aa~lig_2v,0.29693994260296463,0.30574937613051906,1.3437,0.6237
lig_2b~lig_2w,-0.746848771804693,0.09618940424903089,1.036,0.6687
lig_2dd~lig_2w,-1.5057416154143972,0.242620062102174,2.2134,0.7551
lig_2ee~lig_2j,2.1991670882078314,0.3934777339749224,1.2743,0.1081
lig_2l~lig_2o,1.7859395794933661,0.1333057142224823,-0.1845,0.2667
lig_2v~lig_2y,-0.8083881415562502,0.2882613263410895,-1.8376,0.188
lig_2k~lig_2m,-0.41322750871446523,0.11941611415363111,-2.7682,0.0946
lig_2n~lig_2r,1.0681776142933206,0.1791241712304467,0.5966,0.1533
lig_2j~lig_2t,-1.7859395794933643,0.18674698494103864,-3.4065,0.1396
lig_2l~lig_2t,0.413227508714467,0.10747450273826802,-0.9441,0.0327
lig_2a~lig_2d,1.4074497374893546,0.3128248238428679,0.8477,0.0499
lig_2aa~lig_2z,-1.0991539986370427,0.3167064013468535,0.3926,0.119
lig_2e~lig_2f,2.23430634555495,0.33185032741137216,-0.6942,0.0317
lig_2f~lig_2g,-2.1931754671452897,0.31892145275816086,-0.9166,0.0745
lig_2ff~lig_2j,1.3727120707788991,0.18674698494103864,1.009,0.1575
lig_2hh~lig_2ii,1.016304800623077,0.7834253821752233,0.187,0.0085
lig_2k~lig_2l,-1.7231277198721742,0.11587292437152848,-3.3878,0.1835
lig_2l~lig_2n,0.413227508714467,0.16052133657034778,-0.2772,0.1152
lig_2r~lig_2s,-0.32132884248862936,0.13086512862802308,-1.4677,0.2335
lig_2e~lig_2j,0.6258632989742061,0.30357341802311083,1.3235,0.1142
lig_2j~lig_2k,-0.4760393683356572,0.19170342263021933,0.6867,0.078
lig_2i~lig_2j,-0.02908680660464924,0.26871999868391006,0.2132,0.0885
lig_2n~lig_2s,0.7468487718046912,0.17165735283625325,0.7735,0.1612
lig_2g~lig_2h,1.1932048739786136,0.30364674411340453,1.4349,0.0606
lig_2g~lig_2i,0.6138192271691949,0.3196842354262225,1.1338,0.1074
lig_2h~lig_2i,-0.5793856468094187,0.28402237508121897,-0.949,0.0494
lig_2k~lig_2u,-1.7231277198721742,0.11587292437152848,-3.3467,0.7515
lig_2u~lig_2x,2.0472101990235707,0.16499488426716408,,
lig_2l~lig_2q,0.0,0.1333057142224823,-2.3978,0.4389
lig_2ee~lig_2w,0.8264550174289322,0.36048044095613185,1.0578,0.2681
lig_2ee~lig_2v,3.3150630653688715,0.3968885484410268,2.8537,0.2839
lig_2e~lig_2q,-1.5733037892336252,0.28194928719740286,-5.376,0.4853
lig_2b~lig_2l,-1.5733037892336252,0.10395822558203616,1.4472,0.5656
lig_2b~lig_2z,0.345665334895239,0.20891873231319905,1.0046,1.1101
lig_2a~lig_2p,-0.30453445648557675,0.24358455616141958,-1.0557,0.163
lig_2p~lig_2t,-0.6549501055788536,0.10229760030591596,-0.1336,0.6203
lig_2bb~lig_2w,-2.3970914139460664,0.20281914255883646,0.1017,0.349
lig_2ii~lig_2v,1.8855307560313275,0.7744619807207367,2.4034,0.1794
lig_2m~lig_2x,0.7373099878658618,0.16750219566166277,2.7473,0.4968
lig_2l~lig_2m,1.309900211157709,0.08911699666668278,0.0631,0.0444
lig_2g~lig_2v,1.7006283977255858,0.29400487428979943,3.2825,0.1262
lig_2gg~lig_2v,1.7006283977255858,0.18945160941214698,1.9197,0.2625
