,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_2aa~lig_2z,0.442,0.4789,-1.0991539986370427,0.3167064013468535
lig_2aa~lig_2b,2.7732,3.1255,-1.4448193335322816,0.26676275582866643
lig_2aa~Intermediate_2,-0.1925,0.3843,,
lig_2bb~lig_2dd,-2.4539,0.2917,-0.8913497985316692,0.3098415015742436
lig_2bb~lig_2w,-1.2744,0.237,-2.3970914139460664,0.20281914255883646
lig_2c~Intermediate,11.2441,0.2226,,
lig_2c~Intermediate_3,1.6261,0.2096,,
lig_2e~lig_2a,-1.6401,0.0443,-0.2005917184547279,0.3494916205255889
lig_2e~lig_2d,-0.1595,0.183,1.2068580190346267,0.3259955784761205
lig_2ee~lig_2j,0.7089,0.2731,2.1991670882078314,0.3934777339749224
lig_2ee~lig_2a,-0.1397,0.2271,1.3727120707788973,0.42989801095307206
lig_2f~lig_2g,-1.0231,0.1481,-2.1931754671452897,0.31892145275816086
lig_2f~lig_2d,0.5499,0.1349,-1.0274483265203234,0.2929839882958692
lig_2ff~lig_2gg,0.7967,0.2879,0.7879796502143535,0.11964554013680688
lig_2ff~lig_2a,0.2336,0.148,0.5462570533499651,0.2546802094233793
lig_2g~lig_2h,1.567,0.2041,1.1932048739786136,0.30364674411340453
lig_2g~lig_2i,0.7818,0.3363,0.6138192271691949,0.3196842354262225
lig_2g~lig_2d,1.3146,0.2331,1.1657271406249663,0.3128248238428679
lig_2gg~lig_2a,-1.4991,0.6971,-0.24172259686438835,0.251363665327022
lig_2h~lig_2i,-1.1917,0.101,-0.5793856468094187,0.28402237508121897
lig_2j~lig_2k,-0.2441,0.3369,-0.4760393683356572,0.19170342263021933
lig_2j~lig_2m,-1.3633,0.1496,-0.8892668770501224,0.1768205495428065
lig_2j~Intermediate_4,-2.7764,0.3693,,
lig_2k~lig_2a,-0.9148,0.0882,-0.3504156490932768,0.25833655361854685
lig_2l~lig_2o,0.132,0.1812,1.7859395794933661,0.1333057142224823
lig_2l~lig_2t,-0.5776,0.129,0.413227508714467,0.10747450273826802
lig_2m~lig_2a,1.5891,0.1266,0.0628118596211884,0.24749359472113194
lig_2n~lig_2p,1.8481,0.3313,0.6549501055788536,0.15710229082938873
lig_2n~lig_2r,1.3968,0.2974,1.0681776142933206,0.1791241712304467
lig_2n~lig_2s,1.084,0.227,0.7468487718046912,0.17165735283625325
lig_2n~lig_2a,1.7742,0.1243,0.9594845620644303,0.2812087122182192
lig_2o~lig_2a,1.0608,0.1966,-0.4132275087144688,0.2666114284449646
lig_2p~lig_2a,-0.1127,0.2548,0.30453445648557675,0.24358455616141958
lig_2q~Intermediate_1,-0.3847,0.1487,,
lig_2q~Intermediate_4,-0.5138,0.2619,,
lig_2r~lig_2s,-0.8206,0.3965,-0.32132884248862936,0.13086512862802308
lig_2t~lig_2a,1.8332,0.1103,0.9594845620644303,0.2546802094233793
lig_2u~Intermediate_4,-1.5111,0.194,,
lig_2v~lig_2x,-1.0121,0.2093,-1.2678528663453008,0.23074395383119106
lig_2v~lig_2a,-2.3773,0.374,-1.9423509945899742,0.29400487428979943
lig_2v~Intermediate_10,-1.738,0.1712,,
lig_2x~Intermediate_7,-2.0316,0.0952,,
lig_2y~lig_2w,-0.0671,0.2166,-1.6802199063836891,0.23562729190869655
lig_2y~Intermediate_10,-0.2352,0.209,,
lig_2z~lig_2w,-1.2178,0.2617,-1.092514106699932,0.19594126223578587
lig_2a~Intermediate_4,-2.6211,0.1349,,
lig_2dd~lig_2w,0.6464,0.1793,-1.5057416154143972,0.242620062102174
lig_2b~Intermediate_2,0.7647,0.2306,,
lig_2w~Intermediate_10,0.7746,0.1356,,
lig_2d~Intermediate,6.6079,0.6026,,
lig_2d~Intermediate_5,3.9165,0.7294,,
lig_2d~Intermediate_8,1.0352,0.1502,,
lig_2ii~lig_2hh,-0.1462,0.0347,-1.016304800623077,0.7834253821752233
lig_2ii~Intermediate_6,0.9986,0.2753,,
lig_2hh~Intermediate_10,3.381,0.2273,,
Intermediate~Intermediate_3,-5.6649,0.267,,
Intermediate~Intermediate_5,-1.6881,0.1861,,
Intermediate_1~Intermediate_4,-0.8718,0.1447,,
Intermediate_2~Intermediate_10,0.2542,0.0553,,
Intermediate_6~Intermediate_10,2.6675,0.2532,,
Intermediate_7~Intermediate_8,0.5776,0.4194,,
Intermediate_8~Intermediate_10,-2.0204,0.2759,,
