,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_2k~lig_2u,-2.1298,1.0573,-3.3467,0.7515
lig_2u~lig_2x,1.9948,0.5384,,
lig_2l~lig_2q,0.2738,0.075,-2.3978,0.4389
lig_2ee~lig_2w,0.9103,0.079,1.0578,0.2681
lig_2ee~lig_2v,2.2542,1.0449,2.8537,0.2839
lig_2e~lig_2q,-2.5306,0.105,-5.376,0.4853
lig_2b~lig_2l,-0.0376,0.4822,1.4472,0.5656
lig_2bb~lig_2v,0.4837,0.0727,1.1999,0.2571
lig_2b~lig_2z,0.2448,0.138,1.0046,1.1101
lig_2n~lig_2o,1.2081,0.1296,0.2492,0.2287
lig_2a~lig_2p,-0.9144,0.1174,-1.0557,0.163
lig_2p~lig_2t,-2.8622,0.1286,-0.1336,0.6203
lig_2l~lig_2o,1.5442,0.1871,-0.1845,0.2667
lig_2bb~lig_2w,-0.6081,0.3184,0.1017,0.349
lig_2ii~lig_2v,2.3386,0.2306,2.4034,0.1794
lig_2m~lig_2x,2.6956,0.0758,2.7473,0.4968
lig_2l~lig_2m,-0.0055,0.0836,0.0631,0.0444
lig_2ii~lig_2w,0.8232,0.0808,1.0956,0.2582
lig_2v~lig_2y,-1.4807,0.0775,-1.8376,0.188
lig_2g~lig_2v,2.5805,0.2737,3.2825,0.1262
lig_2gg~lig_2v,1.2145,1.6082,1.9197,0.2625
lig_2t~lig_2x,2.4506,0.1752,3.3344,0.095
lig_2l~lig_2x,0.8921,0.2729,2.7577,0.4683
lig_2d~lig_2s,-0.1524,1.2387,-1.7787,0.1413
lig_2w~lig_2y,0.2862,0.1704,-0.9672,0.3516
lig_2e~lig_2r,-0.8058,0.0739,-2.5663,0.054
lig_2a~lig_2n,-1.5312,0.3869,-1.2781,0.2857
lig_2n~lig_2t,-0.2666,0.0841,0.063,0.1806
lig_2aa~lig_2z,,,0.3926,0.119
lig_2r~lig_2s,,,-1.4677,0.2335
lig_2y~lig_2z,-0.3588,0.0963,-0.0242,0.2209
lig_2l~lig_2t,-0.1121,0.2624,-0.9441,0.0327
lig_2gg~lig_2k,-0.3405,0.6107,1.1081,0.0891
lig_2a~lig_2k,1.2982,0.0721,1.8692,0.0672
lig_2v~lig_2w,-1.1154,0.2655,-1.7928,0.1169
lig_2gg~lig_2l,-2.3911,0.1421,-2.3786,0.1958
lig_2ff~lig_2j,0.1059,0.4754,1.009,0.1575
lig_2dd~lig_2hh,-1.5689,0.3901,-0.0519,0.3503
lig_2dd~lig_2i,0.3599,0.3856,3.0028,0.9757
lig_2ff~lig_2h,0.1351,0.0797,1.2598,0.0987
lig_2ff~lig_2hh,-1.5893,0.2887,-1.6146,0.2453
lig_2e~lig_2h,1.1081,0.0338,0.8971,0.065
lig_2a~lig_2gg,1.3718,0.0515,0.4877,0.3113
lig_2d~lig_2gg,0.0705,0.1868,-0.2583,0.2359
lig_2dd~lig_2gg,2.9318,0.3379,1.8527,0.2259
lig_2i~lig_2j,0.2714,0.0182,0.2132,0.0885
lig_2e~lig_2gg,-0.7942,0.088,-1.0225,0.105
lig_2f~lig_2gg,1.2081,0.445,1.2618,0.5109
lig_2ff~lig_2g,-0.2682,0.0984,-0.2966,0.0887
lig_2c~lig_2f,3.2461,0.2593,3.5189,0.8976
lig_2c~lig_2e,4.1096,0.1956,2.7003,0.6349
