,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_2b~lig_2h,0.5498,0.6776,2.5673,0.8889
lig_2d~lig_2v,1.4221,0.4582,0.6186,0.1446
lig_2c~lig_2e,4.1096,0.1956,5.2537,0.234
lig_2c~lig_2f,3.2461,0.2593,2.6709,0.8324
lig_2d~lig_2w,-1.0535,0.108,-0.7065,0.3184
lig_2x~lig_2y,-0.4732,0.0801,-0.6433,0.1332
lig_2a~lig_2w,-1.396,0.143,0.1233,0.2291
lig_2e~lig_2v,0.7508,0.3531,-1.1959,0.634
lig_2j~lig_2v,3.4324,0.4132,2.2791,0.2588
lig_2v~lig_2x,-0.7075,0.1905,-1.0121,0.2093
lig_2hh~lig_2w,1.6613,0.3838,2.1904,0.189
lig_2ii~lig_2w,0.8232,0.0808,-0.5148,0.3818
lig_2k~lig_2q,-3.3816,0.4884,-2.4386,0.1981
lig_2q~lig_2u,-0.811,0.432,0.7975,0.1328
lig_2bb~lig_2z,0.1784,0.4566,0.4495,0.2717
lig_2p~lig_2s,-2.6881,0.9885,0.1251,0.31
lig_2y~lig_2z,-0.3588,0.0963,0.9156,0.5209
lig_2n~lig_2o,1.2081,0.1296,1.0506,0.2259
lig_2bb~lig_2v,0.4837,0.0727,1.5505,0.4965
lig_2n~lig_2p,2.3149,0.079,1.8481,0.3313
lig_2ee~lig_2l,-0.9551,0.0512,-0.868,0.2512
lig_2ff~lig_2gg,1.0459,0.1199,0.7967,0.2879
lig_2gg~lig_2j,1.5931,0.1027,-0.5111,0.1141
lig_2aa~lig_2v,0.7162,0.6491,1.561,0.1449
lig_2b~lig_2w,0.8632,1.016,0.4597,0.1807
lig_2dd~lig_2w,0.8094,0.1461,0.6464,0.1793
lig_2ee~lig_2j,3.2329,0.1503,0.7089,0.2731
lig_2l~lig_2o,1.5442,0.1871,0.132,0.1812
lig_2v~lig_2y,-1.4807,0.0775,-1.1527,1.5333
lig_2k~lig_2m,-1.5505,0.2031,-1.6679,0.1503
lig_2n~lig_2r,0.5167,0.1473,1.3968,0.2974
lig_2j~lig_2t,-0.1023,0.1433,-2.4847,0.2784
lig_2l~lig_2t,-0.1121,0.2624,-0.5776,0.129
lig_2a~lig_2d,1.0247,0.0279,0.7961,0.129
lig_2aa~lig_2z,,,0.442,0.4789
lig_2e~lig_2f,-0.6441,0.0362,-1.1066,0.0312
lig_2f~lig_2g,0.075,0.0615,-1.0231,0.1481
lig_2ff~lig_2j,0.1059,0.4754,0.7196,0.2116
lig_2hh~lig_2ii,0.1319,0.0169,0.1428,0.0379
lig_2k~lig_2l,-3.149,0.3038,-2.2211,0.166
lig_2l~lig_2n,-0.5112,0.0784,-0.7131,0.1637
lig_2r~lig_2s,,,-0.8206,0.3965
lig_2e~lig_2j,-0.1187,0.0738,1.0273,0.1627
lig_2j~lig_2k,2.0602,0.1276,-0.2441,0.3369
lig_2i~lig_2j,0.2714,0.0182,-0.2409,0.3989
lig_2n~lig_2s,,,1.084,0.227
lig_2g~lig_2h,0.2997,0.0649,1.567,0.2041
lig_2g~lig_2i,-0.1146,0.1129,0.7818,0.3363
lig_2h~lig_2i,-0.8152,0.023,-1.1917,0.101
lig_2k~lig_2u,-2.1298,1.0573,-1.2663,0.279
lig_2u~lig_2x,1.9948,0.5384,1.7306,0.3951
lig_2l~lig_2q,0.2738,0.075,0.0299,0.2252
lig_2ee~lig_2w,0.9103,0.079,0.6709,0.4227
lig_2ee~lig_2v,2.2542,1.0449,2.6736,0.3447
lig_2e~lig_2q,-2.5306,0.105,-2.8625,0.1622
lig_2b~lig_2l,-0.0376,0.4822,-1.1844,0.3746
lig_2b~lig_2z,0.2448,0.138,0.7828,0.4613
lig_2a~lig_2p,-0.9144,0.1174,-0.2064,0.1903
lig_2p~lig_2t,-2.8622,0.1286,-4.807,1.5767
lig_2bb~lig_2w,-0.6081,0.3184,-1.2744,0.237
lig_2ii~lig_2v,2.3386,0.2306,2.1259,0.2444
lig_2m~lig_2x,2.6956,0.0758,2.7167,0.1943
lig_2l~lig_2m,-0.0055,0.0836,0.325,0.1276
lig_2g~lig_2v,2.5805,0.2737,2.3119,0.1995
lig_2gg~lig_2v,1.2145,1.6082,1.3755,0.2544
lig_2t~lig_2x,2.4506,0.1752,3.2607,0.0938
lig_2l~lig_2x,0.8921,0.2729,2.7216,0.2074
lig_2d~lig_2s,-0.1524,1.2387,-0.7247,0.1807
lig_2w~lig_2y,0.2862,0.1704,-0.3095,0.3308
lig_2e~lig_2r,-0.8058,0.0739,0.2899,1.6954
lig_2a~lig_2n,-1.5312,0.3869,-1.6638,0.1436
lig_2n~lig_2t,-0.2666,0.0841,0.3845,0.1116
