repeat,mae_dG,mae_ddG,rmse_ddG,r2_dG,ktau_dG
0,0.5403681848212849,0.6935514041887973,0.8253324884872183,0.7505554669802544,0.7352941176470588
3,0.35561379740741367,0.6894883691236403,0.8206560037085519,0.8975641189584731,0.7352941176470588
6,0.4381601362444419,0.8804170381827174,1.0882056632049897,0.8574977973264563,0.8235294117647057
9,0.5887153777239059,0.7912860997752938,1.0092321651727736,0.8160592373529247,0.7352941176470588
12,0.8527483686581079,0.7609535932520458,1.0411059732518553,0.7846127603123142,0.6617647058823529
15,0.5973673899483776,0.7857809390271763,1.032296295095179,0.8350460357655184,0.8235294117647057
18,0.6789467859922054,0.6712177542896812,0.7532300928320489,0.8851331125979511,0.8088235294117646
21,0.5945550665875755,0.7342435844681793,0.9182725116445769,0.8986370503301457,0.8088235294117646
24,0.6220227678335776,0.7776654934890952,0.9929101130994885,0.8163455550189627,0.7352941176470588
27,0.8759097083655681,1.046999640035053,1.1937334193869733,0.2922964286709269,0.41176470588235287
30,0.5010832453463616,0.6505537561603222,0.8517015899279271,0.8270911926226507,0.7499999999999999
33,0.5408497790027184,0.699082769910183,0.882438923319739,0.9088910682017685,0.8529411764705882
36,0.7907586890941682,0.8156008110319123,1.130668118443889,0.8395086418563947,0.764705882352941
39,0.5967332742725635,0.5784605740473118,0.7521894661487267,0.9067366639063339,0.8088235294117646
42,0.5863991026689861,0.7883727512016468,0.9973161641572293,0.8626586956092818,0.7058823529411764
45,0.7411714159161812,0.7741022545167437,1.0460642685128405,0.49455876238729674,0.49999999999999994
48,0.49310606163604737,0.7323356394941083,1.0073803061831879,0.8019367883048,0.7205882352941176
51,0.47183873984902586,0.6032504582978878,0.7252193681708763,0.8036338416542571,0.7205882352941176
54,0.5294378401916893,0.7200274809241408,0.8547987260789,0.7841641169691644,0.7058823529411764
57,0.7130825225947414,0.7645550507961053,0.9130417874420634,0.8203133675730807,0.7794117647058824
60,0.6331782903850164,0.8774233289340336,1.1130779449320338,0.7951156992633865,0.7058823529411764
63,0.47600112091368996,0.6356656112585342,0.9018292677389442,0.8541311889207744,0.7941176470588235
66,0.37525846979176847,0.6889032039201819,0.8171470207365898,0.8710882307563527,0.7352941176470588
69,0.5714082899078875,0.8009313276393296,0.9182248867602903,0.8563432470202615,0.8088235294117646
72,0.4731375258524105,0.8906225728564289,1.2143222096210649,0.8584342882464238,0.8529411764705882
75,0.5569644505755468,0.7272215349341931,0.9392372814783799,0.7470926466421699,0.7205882352941176
78,0.5021940499049501,0.8276005571156424,0.9582450329389669,0.8466851886727342,0.7794117647058824
81,0.5273901597463462,0.7982262879826131,0.9595082368122396,0.7915405762401992,0.764705882352941
84,0.6431414911551672,0.9455623874573232,1.0936534442044017,0.6096108828399567,0.6029411764705882
87,0.6534695507543687,0.8023373781602251,1.0778038097843343,0.6444553477468844,0.6617647058823529
90,0.3461033369691706,0.6666833930323793,0.8020276194216609,0.9258714935384568,0.8382352941176471
93,0.40143752304937663,0.5689033465854765,0.7304478862232896,0.878504234695848,0.8235294117647057
96,1.0028013172461727,0.891332473129701,1.0871878505126906,0.23224485995882124,0.3235294117647059
99,0.4633107312426683,0.8744090320948602,1.1212759861452501,0.7990330505888332,0.7794117647058824
102,0.5642725724119403,0.8321530834960398,1.0013468901973681,0.9484781742792837,0.8529411764705882
105,0.5295082310829679,0.7786290341703382,0.9472355052186352,0.9128797704354309,0.8088235294117646
108,0.7408289002518983,0.9044602405507871,1.2760266326584189,0.7264299907332513,0.676470588235294
111,0.6377010423220735,1.0956875277967622,1.295255286134309,0.8545944617242306,0.8088235294117646
114,0.5938717363807512,0.7582947823519444,0.9361147154074783,0.7898971268419579,0.7058823529411764
117,0.6925569954792813,0.9027846707192394,1.1871164145721622,0.6446929642884306,0.5735294117647058
120,0.6259257619203253,0.7908249282409318,0.9747668460193287,0.7521987315119685,0.6617647058823529
123,0.559980470236005,0.7185752807428892,0.9290752340427134,0.7819894157827671,0.676470588235294
126,0.5776683999248168,1.0413889728260148,1.2009739083478905,0.7633172780437804,0.676470588235294
129,0.4524644778485792,0.6844256630690865,0.8577562641420997,0.9017367122461005,0.8235294117647057
132,0.5106231605566524,0.8331072397247112,1.0277829657880801,0.7755519843792655,0.6470588235294118
135,0.5573820608727624,0.8001443264600163,1.0525190898365115,0.8294733584324353,0.7352941176470588
138,0.6843550778441829,0.8863702623262198,1.1993072034249206,0.7595656561445621,0.7205882352941176
141,0.5176758556679522,0.7029576115985939,0.8782766341594199,0.7821727317420677,0.6911764705882353
144,0.6553593241858175,1.0358790696309879,1.3571397724729415,0.8124444475580009,0.764705882352941
147,0.36754437479117913,0.6077548957933967,0.8270138946163911,0.8925631793629492,0.7794117647058824
150,0.636661200854809,0.8491059454432822,1.021374190078187,0.8286251578525508,0.7941176470588235
153,0.32558118355824195,0.7099120335261402,0.8309100772424751,0.9150955578921022,0.8676470588235293
156,0.5187184454564304,0.7170963293314752,0.8361730859563496,0.8538835699321896,0.7352941176470588
159,0.7333140482393753,0.8930462310543982,1.063480707428924,0.8726930743940355,0.7794117647058824
162,0.9818272155195963,1.0609444129406882,1.2943989277782466,0.42501936834570403,0.45588235294117646
165,0.5693293928569473,0.7033704878837708,0.8464154250000775,0.8571757439022057,0.764705882352941
168,0.6680581726059387,0.8484567667071409,1.0122515897487494,0.8118721692356907,0.7058823529411764
171,0.5145905731568706,0.9067213317213891,1.0845045185243734,0.8458553303208011,0.7499999999999999
174,0.450360578318421,0.7985157731927573,0.9122377147674205,0.904424457806252,0.8235294117647057
177,0.6784416179618152,0.8126417904813609,0.9759513367493623,0.6982903925129752,0.6029411764705882
180,0.6053359224745535,0.7697987457846055,0.965577872740976,0.6673913146318555,0.6323529411764706
183,0.5448203667369922,0.7045763355998059,0.9402401286957619,0.7598499363169595,0.7058823529411764
186,0.5153677855670317,0.9135031966659843,1.1531333441741347,0.7996627016173053,0.7205882352941176
189,0.8065138328801427,0.8522445889337639,1.1328900146908172,0.39584890229607567,0.5588235294117646
192,0.5147922419431139,0.7596421085615829,0.9264061955343523,0.9128741725686493,0.7058823529411764
195,0.5037361123487984,0.6702649167738289,0.7888571393032389,0.8404022685559709,0.7058823529411764
198,0.5269064973319443,0.6760254911962784,0.7769700149248213,0.8212186851890987,0.7794117647058824
201,0.4877488398856093,0.5971106682217026,0.7290991589891225,0.8667031101527592,0.7794117647058824
204,0.7513300619367548,0.8457109727722708,1.0413342204366252,0.6080501503237257,0.5588235294117646
207,0.7209502945657116,0.8049040272763038,0.9674105740282108,0.748598593239235,0.676470588235294
210,0.4932009538128811,0.7976382812970679,1.0424450780602,0.8274492449576035,0.7205882352941176
213,0.4339488679285734,0.703588844241513,0.9060613214768312,0.8624578163243315,0.8235294117647057
216,0.5996466834262519,0.8857558657398862,1.100876289832587,0.6017460399512827,0.5588235294117646
219,0.7382218830415656,0.7824222171038926,0.9236808307506656,0.6744410128378905,0.6617647058823529
222,0.7247980097822668,1.093367271067058,1.2475023765692574,0.7639475951987613,0.6911764705882353
225,0.3388043584283503,0.5417821482344632,0.7139334075130587,0.922357425692709,0.8676470588235293
228,0.37474628700326185,0.5803645786243106,0.7531159196533548,0.8269535318247531,0.7794117647058824
231,0.8086290600130246,0.7288910358558045,0.9183517984057595,0.7749883752722501,0.6617647058823529
234,0.603105433278439,0.7578755928418935,0.9279041611948929,0.896509281524337,0.7794117647058824
237,0.7430026852812234,0.948772748948855,1.1254414936686483,0.5561352128765416,0.5441176470588235
240,0.553844920971854,0.8092955909685084,0.9301524997346479,0.7211258550972272,0.7205882352941176
243,0.6265593451674125,0.6939436437280833,0.8612287878612239,0.6366221370875706,0.6911764705882353
246,0.4964407041730639,0.75128203634383,0.9992841424015992,0.7595864471077765,0.7205882352941176
249,0.5474198739498203,0.769843884534775,1.0258840820033008,0.7290478900970773,0.676470588235294
252,0.8237068091551105,0.9926359597358821,1.1757997764591948,0.8463549585154526,0.7794117647058824
255,0.6563832252964513,0.7933207191111292,0.9536333934969721,0.6949184892686527,0.588235294117647
258,0.6376209757064691,1.0358229860145507,1.3163003515088467,0.7592190829214414,0.7352941176470588
261,0.7132443800154954,0.8257135272259686,1.032553763021926,0.581711989547622,0.6029411764705882
264,0.5680551982098445,0.8831611737992388,1.0215326292054785,0.7593300963160782,0.7205882352941176
267,0.5901601184899823,0.750452879210243,0.9778078074652918,0.833588103178211,0.7941176470588235
270,0.915511851528953,0.9216787300164238,1.074913627658399,0.5962469401015313,0.5588235294117646
273,0.7335306134107831,0.9805104352618161,1.1438835726367402,0.6535520953975777,0.5735294117647058
276,0.4361645601288125,0.5198486473556072,0.7136992141858008,0.9019775056439915,0.7205882352941176
279,0.5940267577868747,0.6933741581709011,0.842095274940293,0.7121149462948759,0.7058823529411764
282,0.5077566688522739,0.7819169148586672,0.9626839466187379,0.785995207953884,0.8088235294117646
285,0.6084538774721779,0.8623829118077108,1.0183340324368952,0.7106185827121784,0.6617647058823529
288,0.7376532652859957,0.7060588645244886,0.8615474686545964,0.9016524711582307,0.7941176470588235
291,0.6097938779406249,0.8544547719468548,1.0337139108397746,0.8179270996490378,0.7352941176470588
294,0.7932160575246336,0.9441643216492247,1.1822316748920405,0.45036258885974323,0.6470588235294118
297,0.7735660165774847,0.7918528380856878,0.9956011732362497,0.6846551818633383,0.6617647058823529
300,0.4278948467671345,0.7791648663050528,0.912597229605238,0.8567199326820424,0.7352941176470588
303,0.48102374607280596,0.6222082923302985,0.7122496730761516,0.8476277524207841,0.764705882352941
306,0.4580586143547304,0.6847818633724932,0.8378361849757564,0.9578096261756588,0.8970588235294118
309,0.5273994026295333,0.770940408130083,0.8985441334631731,0.7921591023778342,0.764705882352941
312,0.5338340108054564,0.8694498491473573,1.0386801737033666,0.8552189521352264,0.7058823529411764
315,0.33836106006385847,0.6857950237423308,0.9270762327746358,0.9018149738205384,0.6911764705882353
318,0.6581959348386659,0.7619471414098933,0.9163677930193012,0.575217541221324,0.6176470588235293
321,0.5647714665865129,0.6266175094336358,0.8810069229745822,0.8042120484513107,0.7941176470588235
324,0.5424651924757175,0.7605380490275923,0.9594386662712806,0.9085552050799668,0.8088235294117646
327,1.10832071120927,0.8607211913909624,1.0777042186231107,0.16073884321996829,0.3235294117647059
330,0.6515185737001177,0.772433517101157,1.0066995760684636,0.7812453630836872,0.6911764705882353
333,0.67010118415628,0.7370246804434619,0.931926325006323,0.5610243702701317,0.676470588235294
336,0.5277306116992562,0.8126142711458485,0.9548406965016333,0.8131179358923736,0.7205882352941176
339,1.1433163814195093,0.9564858286095358,1.2526010266293872,0.12728317454530313,0.24999999999999997
342,0.9547514491837293,0.9120422512984856,1.2112594374498327,0.32084776786362856,0.2941176470588235
345,0.29868023127794446,0.49987723377233095,0.6568457203454131,0.9138556146888814,0.8382352941176471
348,0.6716937563416184,0.9207928000812963,1.083565458014625,0.6541077239528268,0.5735294117647058
351,0.7963320141151291,0.6718531857157372,0.9095384487126862,0.9081579606005195,0.8382352941176471
354,0.5439204097290126,0.8451686615689383,1.0241044167264508,0.9255360519563989,0.8529411764705882
357,0.5010062903721081,0.6847411059683101,0.8741049569411309,0.8691057074078333,0.7941176470588235
360,0.5884462830599423,0.9373243146912159,1.119955969953257,0.7560916409195129,0.7205882352941176
363,0.523302031307414,0.7904894231398005,0.9308602620430955,0.7215276348701348,0.6470588235294118
366,0.5448466035095332,0.8554156202613538,0.993142839990107,0.8355805496602358,0.7941176470588235
369,0.6544269224761744,0.8149190495598697,1.0630412122419322,0.6608139797448505,0.6470588235294118
372,0.5086856375683604,0.7513392297842784,1.0445324703490135,0.8446777283789222,0.764705882352941
375,0.8005839983365691,0.7739161471574617,0.9206602845651887,0.4357292763126321,0.5294117647058822
378,0.7210483299192083,0.9219072343743795,1.0809711335498162,0.6522447622150378,0.5735294117647058
381,0.8177843106320015,0.7989972284784814,0.9701342683589713,0.8709230332015989,0.764705882352941
384,0.33226487676816074,0.5834104545770982,0.6987123588860925,0.9437264749855973,0.8529411764705882
387,0.46302599267034467,0.7474985460716437,0.9016669077111527,0.8313415193917502,0.7499999999999999
390,0.6328491174575204,0.7668938775298987,1.023246716094563,0.7461676225882781,0.6911764705882353
393,0.7173365743656868,0.7195666350663753,0.9511074121908117,0.4890472775016669,0.5147058823529411
396,1.0935959326670148,1.1650933612390004,1.3855562520762024,0.07347484121541238,0.2794117647058823
399,0.6308576479095431,0.5716609044953267,0.7043696327997713,0.8864343950394645,0.764705882352941
402,0.8674497807670197,0.7375172380931109,0.8511052594184341,0.41665129182411603,0.5147058823529411
405,0.43611587898809084,0.7418761419046628,0.8908562577890428,0.7731123375885033,0.6911764705882353
408,0.421629893244235,0.779905942195143,0.9207920115616884,0.8550336726674524,0.764705882352941
411,1.2772691781705277,0.972555202113846,1.209348504817562,0.1454149674921118,0.338235294117647
414,0.49462594791375425,0.856035574069625,0.9859576077901886,0.8184406214178843,0.7794117647058824
417,0.5916453749125367,0.9503016480603702,1.1983904357336825,0.7119456483184067,0.6911764705882353
420,0.5920852569634931,0.9435907269164279,1.2214468994496737,0.6502175102387467,0.6029411764705882
423,0.6131892011493818,0.8612138042933446,1.0496214645934459,0.6592989606021117,0.48529411764705876
426,0.6439297654430602,0.9091129668076924,1.1062527129883044,0.8723778717107182,0.7941176470588235
429,0.4153033186144789,0.7416590754248702,0.870144965957148,0.8103021627084812,0.764705882352941
432,0.44706405162882584,0.7184819261895402,0.93954455899083,0.8617721106526719,0.764705882352941
435,0.5830874777717447,0.9009044113241035,1.1675065489821728,0.7817253634842464,0.6617647058823529
438,0.6397142619532407,0.7313629458736788,1.0235897943260064,0.902782302658119,0.8088235294117646
441,0.6960696323673671,0.845479003046622,1.0741123011072928,0.6646414793080933,0.676470588235294
444,0.5812439666073442,0.7655073946526646,0.9134318894604936,0.9130328274192943,0.7352941176470588
447,0.4304281243610527,0.747695063667967,0.8899661879402808,0.8787384086844962,0.8088235294117646
450,0.39114562216004645,0.6195609116292498,0.7772152348090532,0.8812527163228727,0.7205882352941176
453,0.3054604822111283,0.6161919140078187,0.7537229697769945,0.9312636795079836,0.8529411764705882
456,0.6655741311959936,0.8353398574403181,0.9928017995644488,0.7104893070866377,0.6470588235294118
459,0.6870663753971675,0.7871269284429591,0.947794358707544,0.6911663702329774,0.6176470588235293
462,0.5658933785877303,0.7919915415058189,0.9423599755713911,0.7708796227649555,0.6617647058823529
465,0.49711524145875785,0.6888578294317934,0.9005636569615723,0.9044674321242174,0.7794117647058824
468,0.5365890131824594,0.6595315225261861,0.7908126647181951,0.9221851477125056,0.8382352941176471
471,0.7836724357768668,0.8804301697719019,1.1114281172680427,0.49328268844628825,0.5441176470588235
474,0.5644657502336643,0.8361887390608697,0.9784438680527121,0.7162775067924122,0.5735294117647058
477,0.9242027029494232,0.8269694996344038,0.9333162315104165,0.863630110445118,0.7794117647058824
480,0.539856406823066,0.6343521186707275,0.8032057014274087,0.9295056241363915,0.8088235294117646
483,0.7177580099830894,1.0427309090752335,1.2815465915243616,0.689804966786447,0.6911764705882353
486,0.7073698328242216,0.8387857954695614,1.0630095942153914,0.6438229779628496,0.6176470588235293
489,0.8986316881553362,0.8289026657443873,1.044210222724169,0.8324085988370634,0.7205882352941176
492,0.4678318725336393,0.6002389891945742,0.768021844626795,0.8780190765848249,0.7352941176470588
495,0.6066888678552265,0.9090355160875138,1.1121002238865638,0.6699446962476587,0.6323529411764706
498,0.9833605237801156,0.7573277588522359,0.9527559136950224,0.7173996214366825,0.6029411764705882
501,0.6192213930926533,0.7995566121094205,0.9698648186010694,0.8129958158365228,0.7205882352941176
504,0.7133575587757631,0.727351214502912,0.9380986647930677,0.5390733684995707,0.5294117647058822
507,0.43199240171868536,0.7164291902456158,0.8927873465732564,0.9207324065162323,0.8823529411764705
510,0.8168366247821879,0.8038347330576358,1.027356164030909,0.8904331992673561,0.7794117647058824
513,0.6457360987643789,0.7637781291073112,0.9670462160761124,0.7436331631536426,0.7352941176470588
516,0.6592126125921518,0.7754971922155985,1.0039798710949237,0.718654891250137,0.6176470588235293
519,0.48492568300902866,0.8956567688069974,1.0902129022159899,0.8099942010588327,0.7205882352941176
522,0.43497533226973184,0.7357228077777916,0.9616093839231795,0.853695028209529,0.8235294117647057
525,0.4121121446325604,0.5454488988812619,0.7659218279600789,0.847376606001303,0.7205882352941176
528,0.49513848249310033,0.7388313946375064,0.893791227401118,0.8634913565158789,0.7499999999999999
531,0.5727526601653335,0.9069159887055059,1.1390933731971624,0.8615838114345131,0.8088235294117646
534,0.4430251081594124,0.7230174140232175,0.8651847195066733,0.8363547885162691,0.7352941176470588
537,0.39260778590537826,0.7157780045814603,0.8288943551644625,0.8479250727475307,0.764705882352941
540,0.5878553484623541,0.7081874205032163,0.8746070758928018,0.7512341358976434,0.6470588235294118
543,0.7910919056338093,0.9626412923066585,1.1708104969375699,0.9246027531487855,0.8529411764705882
546,0.6848047503941074,0.8999916956628803,1.1308294867270308,0.8133447969559705,0.764705882352941
549,0.7943188826174203,0.9593596154471987,1.2201528027866524,0.6663900967755814,0.6470588235294118
552,0.8416631793102323,1.0402690737926175,1.3001348329685811,0.6287470314504837,0.6470588235294118
555,0.8376804494813241,0.9657963104369857,1.2378929811957244,0.38571440197916174,0.5147058823529411
558,0.5864774358652997,0.768686446637449,0.9495901147454515,0.6573295494918863,0.588235294117647
561,0.5173924154589463,0.7180856794099726,0.8637104149510562,0.7872660440209822,0.7205882352941176
564,0.6758914099433717,0.6522440431347493,0.8532672586901716,0.6073034268127699,0.676470588235294
567,0.517105785806677,0.7502691621348049,0.9174679977345074,0.8476315369911059,0.8382352941176471
570,0.5255368780968405,0.8793796750709489,1.0544807010683481,0.9106256611656928,0.8088235294117646
573,0.4192742285906551,0.7630632270563912,0.908340372969167,0.8403043933476709,0.7941176470588235
576,0.7278023945381481,0.7738553612606816,0.9177400488693549,0.6009192885840636,0.6470588235294118
579,0.3625038132019275,0.6088918257780896,0.7356991147088157,0.8439851173096762,0.7205882352941176
582,0.3310059426774446,0.7424779361151813,0.8926862653371135,0.8926386211172874,0.8382352941176471
585,0.706429465254815,0.7572873229774295,0.9669167039025728,0.6929927041391697,0.6911764705882353
588,0.4557465695888786,0.6764349533423372,0.7573364218732315,0.8527386180248037,0.7499999999999999
591,0.8919364354347092,0.8130955172843078,0.8958524176601634,0.8010843576709874,0.6470588235294118
594,1.087014617893397,1.1060717316099125,1.4463694094887347,0.5514069565133668,0.5294117647058822
597,0.8539228388691723,0.8404538133768441,1.1137267361487029,0.5692077761446253,0.588235294117647
600,0.38335490158169944,0.5730451932474788,0.6931382839523951,0.8686209534643775,0.7794117647058824
603,0.7515184084098211,0.9403138350678942,1.1100040114301408,0.5438387084865663,0.5588235294117646
606,0.4965535077074488,0.7809687005682241,0.9600785937723579,0.8342982467594509,0.8088235294117646
609,0.5339365015102214,0.7041574257178177,0.8492305313817279,0.8328601647823897,0.8235294117647057
612,0.5699061151514417,0.7570402564137902,0.9261394685890669,0.7881786334124947,0.7352941176470588
615,0.6180374910618115,0.843149424567338,1.0047696779406938,0.8837163718729611,0.7352941176470588
618,0.5905799635617558,0.908292755084295,1.1067205565160927,0.7532000071912828,0.6323529411764706
621,0.3571724203422599,0.6106346743521245,0.7435052778276543,0.8983808548074396,0.764705882352941
624,0.5533416496167232,0.6777246303532877,0.8871544613180433,0.8940816761670219,0.8382352941176471
627,0.6339973082057173,0.8917383083209156,1.0537916191542822,0.7181530927731071,0.6176470588235293
630,0.7552003187270305,0.7471184224154203,0.974712641396377,0.6326943225511239,0.5735294117647058
633,0.593790493454591,0.9183566429080132,1.0779143218571765,0.7610771460704651,0.6323529411764706
636,0.6346096499478067,0.7896617919717283,0.9888947861366183,0.7459225672299782,0.676470588235294
639,0.8471704074703164,0.9278501112473864,1.1741438477424768,0.759012751043392,0.6323529411764706
642,0.53552492855931,0.7137899491612103,0.8877388018187982,0.9503400413767319,0.8088235294117646
645,0.8616578372203453,0.7745423105402832,0.9767324189391926,0.8286933617983808,0.7205882352941176
648,0.7981642459963422,0.783230980787236,0.9121228986566917,0.49300872382926786,0.5147058823529411
651,0.7125337671906276,0.825286074882977,0.9834612370622879,0.929783964683852,0.7941176470588235
654,0.8527950634685397,0.8506898118055335,1.0801088088890525,0.47875859150494604,0.5735294117647058
657,0.5491009378659395,0.6686048154138974,0.8012925096428949,0.769080534352503,0.676470588235294
660,0.636395260170357,0.7088713219289063,0.8686096283636755,0.7290451026636049,0.7058823529411764
663,0.587666528321301,1.0187287804850576,1.1714383442985015,0.8279918503519392,0.7499999999999999
666,0.4422954826299664,0.8568501127796427,0.9922552346033958,0.8171224507436041,0.7352941176470588
669,0.4478139944891304,0.704532272270841,0.8795327116510094,0.8631288159185001,0.7794117647058824
672,0.8455715750577769,1.0292650903632057,1.1975148603800474,0.4140022248390475,0.49999999999999994
675,0.612101331563319,0.8408605444803684,1.0869432651993458,0.7788877621202567,0.676470588235294
678,0.8181437318386529,0.8257219939156073,1.0461791907273084,0.8636333777543156,0.8088235294117646
681,0.8286186776232742,1.0183927571532363,1.2370277054576964,0.7463893199602947,0.676470588235294
684,0.542469648816126,0.7402795601149775,0.9059289654992726,0.7932419635575261,0.764705882352941
687,0.597620257148983,0.9094762070513056,1.0703557575137084,0.6970540385974959,0.676470588235294
690,0.5334061690274681,0.7393015133202706,0.8607008486322756,0.8524579118317781,0.7499999999999999
693,1.0073985132831165,0.9959773025756037,1.287952163333152,0.7335832632954238,0.6617647058823529
696,0.7246904191965154,1.1011535792025862,1.3641522291800525,0.8416699927208795,0.8088235294117646
699,0.41000606924619626,0.661197749845479,0.7732312926275676,0.8753841402497665,0.7941176470588235
702,0.671500730317354,0.8029842334579875,1.0499650891685743,0.900514273232128,0.764705882352941
705,0.38355958823502845,0.8834623696881364,1.0710239449080066,0.8935777925079097,0.8088235294117646
708,1.018070745688857,1.0539498082060221,1.27184759612026,0.4508023143417948,0.49999999999999994
711,0.6519717228842719,0.8572932370344805,1.0211189389073723,0.6445855984376682,0.6911764705882353
714,0.48496520941693066,0.7722882820876215,0.9873515016570792,0.8346909328821311,0.7499999999999999
717,0.5798910714010763,0.7976302956371848,0.9608240223192581,0.7692147449092867,0.6911764705882353
720,0.6195665884033779,0.8526281649393166,1.0629558902251992,0.6860356090399178,0.6323529411764706
723,0.49005337470290833,0.845492053109624,0.9755122864054909,0.7881299599595167,0.6176470588235293
726,0.5422345028140801,0.698181399022106,0.9755806708870295,0.876556421442672,0.7499999999999999
729,0.7033294380000897,0.8366319158216372,1.0476319205456712,0.6779753966308603,0.6617647058823529
732,0.5828218691517434,0.6967097292004981,0.9064372143230355,0.7326526049188479,0.7058823529411764
735,0.5882301026774408,0.7055679161333807,0.9498092741270818,0.8417143040287425,0.7499999999999999
738,0.7805514893100937,0.6626525691731237,0.8980966800770547,0.6491932816629721,0.5735294117647058
741,0.641171110879709,0.7788677014480966,0.97149200037726,0.7320723421555655,0.6617647058823529
744,0.4388036821394653,0.6233567536379622,0.842344691985823,0.7975507028823388,0.7205882352941176
747,0.9625169998307602,1.147931285474508,1.4112117462389235,0.6749884388772983,0.6470588235294118
750,0.60232142932841,0.9247977420007119,1.0984866009637089,0.7875775838803227,0.6911764705882353
753,0.5316631678072521,0.8120799258218332,0.9980337471085944,0.7509027646707389,0.6176470588235293
756,0.5643391806992081,0.8435941749006997,1.0056740448843056,0.8371164782393329,0.7941176470588235
759,0.8011904342933995,0.7677644225754955,0.9053000232911723,0.8846114054630444,0.764705882352941
762,0.5934118335399068,0.829871026505579,1.1244663208965298,0.7908338483237709,0.7058823529411764
765,0.3469163975612723,0.7192153537833943,0.9471218346572743,0.8805436169239013,0.764705882352941
768,0.6386145846143736,1.0067248879166018,1.2080551532861943,0.7047196185732656,0.6470588235294118
771,0.6191149989269791,0.9023866527488885,1.056446324132275,0.7840521618636326,0.764705882352941
774,0.5773813715355399,0.8670566984245079,1.036952893905237,0.7713476771343543,0.7058823529411764
777,0.6387398540030357,0.914866010422195,1.0878303318929567,0.827450038059242,0.7058823529411764
780,0.5398604639990608,0.7204478024394622,0.9430136511914676,0.8726824112714919,0.8088235294117646
783,0.47715492718788716,0.5900726281677694,0.7134220395314587,0.8502938616483234,0.7794117647058824
786,0.6519660316521039,0.9183278739553455,1.2230710118111663,0.7201158653597391,0.6323529411764706
789,0.6093379431114376,0.7540210263647036,1.1298899192030643,0.7099787325491982,0.6617647058823529
792,0.7143219727164912,0.722911353779217,0.8890847478415927,0.8604040632528817,0.7205882352941176
795,0.7127444208533428,1.0811007755256672,1.3280670678824569,0.6881780031066252,0.6470588235294118
798,0.496851109546808,0.7476218779280539,0.8829149876385888,0.7982530344880785,0.7058823529411764
801,0.5122532372990188,0.6777450321580698,0.932009535698296,0.88259536011232,0.7794117647058824
804,0.45251374101523206,0.7381643224330007,0.9305399540659759,0.8083506113039111,0.7794117647058824
807,0.3992062281779862,0.8951066784304275,1.070447923807694,0.8438216287983039,0.7058823529411764
810,0.46532094001988983,0.523455120912073,0.6523078638671694,0.8430880724940416,0.7205882352941176
813,0.8670436934269445,1.0276752940223168,1.2679405304905373,0.693073408535048,0.7499999999999999
816,0.7105112919195635,0.8951732500373953,1.092427665412739,0.6744305605217794,0.5735294117647058
819,1.0865442820797557,0.8387612284734217,1.006053879009612,0.28755396928218335,0.3823529411764705
822,0.6600775253329124,0.7069070473485225,0.9989247661533761,0.8757007034546861,0.764705882352941
825,0.5662656490320892,0.669667636604652,0.8116994788735129,0.9117256344415107,0.8382352941176471
828,0.7813389421942415,0.9405405695008581,1.2720725914032014,0.6520336710529593,0.5588235294117646
831,0.713301360798348,0.6694937525925365,0.7976826168470805,0.7556008824997773,0.6470588235294118
834,0.46690217961358804,0.7579134274501791,0.9626798166118655,0.8734802671410208,0.8088235294117646
837,0.5581031589904448,0.8901187665982415,1.1148681203628374,0.761213308180238,0.7352941176470588
840,0.664496751596895,0.9030810389255892,1.1012925295666292,0.6819865187776099,0.5735294117647058
843,0.6506334107770173,0.7931793487292168,0.9839286487635942,0.7147580257745655,0.6323529411764706
846,0.7280151602516163,0.6858867560954643,0.8883031528127201,0.63973364481994,0.6323529411764706
849,0.5475275525422344,0.9280593077314118,1.177696350122242,0.8602087224953358,0.7794117647058824
852,1.047270205599629,0.7957815396907247,0.958363620302864,0.31754286695483513,0.3676470588235294
855,0.7171380161898003,0.7264839874021961,0.8558515906695081,0.5990423818449376,0.588235294117647
858,0.6100984323385117,0.8161369769463233,1.0240000623133747,0.7786512531206766,0.7352941176470588
861,0.6621254811891959,0.7086558362146667,0.8441033585576758,0.7405444406709644,0.6617647058823529
864,0.578275843905117,0.7731959529663261,0.9808613099008803,0.8674545634014568,0.7941176470588235
867,0.6669456573210031,1.1350720580400866,1.2819301463476207,0.7127600246481107,0.7205882352941176
870,0.608213295239501,0.6784834668239107,0.8889263044083123,0.6814625824569035,0.6617647058823529
873,0.6693198950406367,0.9279722651233522,1.1185087343862785,0.6272147604379245,0.6323529411764706
876,0.7084453829646172,0.9846217536158074,1.2176770700356774,0.795468476668449,0.7058823529411764
879,0.5632874171354632,0.9835741112614983,1.237033931503717,0.8683540628974143,0.7941176470588235
882,0.9655848969110795,0.96926655019272,1.184044591604478,0.4915000617251075,0.4411764705882352
885,0.8143888350711894,0.9744866555494776,1.103190366920373,0.5636241111741679,0.6029411764705882
888,0.833694301505509,0.8314053828948006,1.0452527385943986,0.5897740693889738,0.588235294117647
891,0.7479246693151959,0.9344707137922699,1.1234770729530346,0.7074353941266682,0.7058823529411764
894,0.6652656519724905,0.6665232591791393,0.8261882862037635,0.6376165196166257,0.6176470588235293
