lig_33,lig_59,0.40657
lig_27,lig_59,0.44933
lig_27,lig_40,0.49659
lig_33,lig_38,0.49659
lig_30,lig_40,0.52205
lig_27,lig_38,0.54881
lig_29,lig_33,0.60653
lig_33,lig_45,0.60653
lig_27,lig_29,0.67032
lig_27,lig_42,0.67032
lig_27,lig_43,0.67032
lig_27,lig_45,0.67032
lig_27,lig_47,0.67032
lig_28,lig_46,0.67032
lig_33,lig_44,0.67032
lig_33,lig_48,0.67032
lig_31,lig_36,0.70469
lig_33,lig_34,0.70469
lig_27,lig_46,0.74082
lig_27,lig_48,0.74082
lig_30,lig_31,0.74082
lig_32,lig_34,0.74082
lig_23,lig_44,0.86071
lig_26,lig_44,0.86071
lig_65,lig_67,0.86071
lig_27,lig_28,0.90484
lig_27,lig_33,0.90484
lig_33,lig_35,0.90484
lig_35,lig_36,0.90484
lig_35,lig_37,0.90484
lig_35,lig_49,0.90484
lig_35,lig_52,0.90484
lig_37,lig_56,0.90484
lig_49,lig_50,0.90484
lig_52,lig_53,0.90484
lig_53,lig_58,0.90484
lig_56,lig_58,0.90484
lig_60,lig_61,0.90484
lig_60,lig_63,0.90484
lig_60,lig_65,0.90484
lig_23,lig_42,0.95123
lig_26,lig_42,0.95123
lig_32,lig_33,0.95123
lig_37,lig_67,0.95123
lig_43,lig_47,0.95123
lig_50,lig_61,0.95123
lig_53,lig_63,0.95123
lig_60,lig_67,0.95123
