lig_53,lig_67,0.29396
lig_26,lig_45,0.30036
lig_23,lig_26,0.32494
lig_60,lig_67,0.32494
lig_33,lig_59,0.40657
lig_27,lig_59,0.44933
lig_37,lig_47,0.61378
lig_28,lig_47,0.66867
lig_53,lig_56,0.76053
lig_50,lig_58,0.76583
lig_28,lig_46,0.7666
lig_32,lig_46,0.7666
lig_29,lig_32,0.7796
lig_30,lig_34,0.7796
lig_31,lig_50,0.78474
lig_31,lig_53,0.78474
lig_29,lig_36,0.80617
lig_34,lig_36,0.80617
lig_43,lig_48,0.83042
lig_23,lig_60,0.83816
lig_26,lig_67,0.83816
lig_38,lig_48,0.85567
lig_43,lig_45,0.88295
lig_35,lig_52,0.88833
lig_44,lig_45,0.88833
lig_60,lig_63,0.88833
lig_35,lig_49,0.91402
lig_56,lig_58,0.91402
lig_60,lig_61,0.91402
lig_44,lig_50,0.91489
lig_44,lig_53,0.91489
lig_61,lig_65,0.93329
lig_63,lig_65,0.93329
lig_38,lig_44,0.93957
lig_40,lig_42,0.95513
lig_32,lig_37,0.96007
lig_30,lig_42,0.96377
lig_38,lig_49,0.96594
lig_38,lig_52,0.96594
lig_28,lig_30,0.98192
lig_30,lig_32,0.98192
lig_30,lig_38,0.98422
lig_27,lig_40,0.98739
lig_33,lig_40,0.99257
lig_38,lig_40,1.0
