# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_2aa,-9.74951302295865,0.2528025670755984
lig_2z,-10.848667021595693,0.19077160882600383
lig_2b,-11.194332356490932,0.08516589679732313
lig_2bb,-9.544089714349559,0.19782930287449946
lig_2dd,-10.435439512881228,0.23846451103250474
lig_2w,-11.941181128295625,0.044712095818594644
lig_2c,-10.952609759626544,0.2838863226577438
lig_2e,-11.194332356490932,0.2554976903919694
lig_2a,-11.39492407494566,0.23846451103250477
lig_2d,-9.987474337456305,0.2024698678577871
lig_2ee,-12.767636145724557,0.35769676654875715
lig_2j,-10.568469057516726,0.16394435133484703
lig_2f,-8.960026010935982,0.21176772654822604
lig_2g,-11.153201478081272,0.23846451103250477
lig_2ff,-11.941181128295625,0.08942419163718929
lig_2gg,-11.153201478081272,0.07948817034416826
lig_2h,-9.959996604102658,0.18797878121931683
lig_2i,-10.539382250912077,0.21291474199330784
lig_2k,-11.044508425852383,0.09936021293021031
lig_2m,-11.457735934566848,0.06624014195347354
lig_2l,-12.767636145724557,0.05961612775812619
lig_2o,-10.981696566231191,0.11923225551625238
lig_2t,-12.35440863701009,0.08942419163718929
lig_2n,-12.35440863701009,0.14904031939531548
lig_2p,-11.699458531431237,0.04968010646510516
lig_2r,-11.28623102271677,0.09936021293021031
lig_2s,-11.607559865205399,0.08516589679732313
lig_2q,-12.767636145724557,0.11923225551625238
lig_2u,-12.767636145724557,0.05961612775812619
lig_2v,-9.452573080355686,0.1719695993022871
lig_2x,-10.720425946700987,0.15384807163387404
lig_2y,-10.260961221911936,0.23134616741959418
lig_2ii,-11.338103836387013,0.7551276822483054
lig_2hh,-12.35440863701009,0.20865644715344167
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_2aa,lig_2z,0.3926,0.119,0.0
lig_2aa,lig_2b,-0.7791,0.7634,0.0
lig_2aa,Intermediate_2,-0.4289,0.188,0.0
lig_2bb,lig_2dd,-1.6909,0.1215,0.0
lig_2bb,lig_2w,0.1017,0.349,0.0
lig_2c,Intermediate,10.9443,0.6787,0.0
lig_2c,Intermediate_3,1.2206,0.16,0.0
lig_2e,lig_2a,-1.4788,0.0372,0.0
lig_2e,lig_2d,-0.5404,0.0631,0.0
lig_2ee,lig_2j,1.2743,0.1081,0.0
lig_2ee,lig_2a,-0.0003,0.2068,0.0
lig_2f,lig_2g,-0.9166,0.0745,0.0
lig_2f,lig_2d,-0.034,0.0726,0.0
lig_2ff,lig_2gg,0.5002,0.0331,0.0
lig_2ff,lig_2a,0.0959,0.1282,0.0
lig_2g,lig_2h,1.4349,0.0606,0.0
lig_2g,lig_2i,1.1338,0.1074,0.0
lig_2g,lig_2d,0.928,0.0154,0.0
lig_2gg,lig_2a,-0.6974,0.0699,0.0
lig_2h,lig_2i,-0.949,0.0494,0.0
lig_2j,lig_2k,0.6867,0.078,0.0
lig_2j,lig_2m,-2.7234,0.1405,0.0
lig_2j,Intermediate_4,-3.9652,0.2737,0.0
lig_2k,lig_2a,-1.71,0.0557,0.0
lig_2l,lig_2o,-0.1845,0.2667,0.0
lig_2l,lig_2t,-0.9441,0.0327,0.0
lig_2m,lig_2a,1.6459,0.3091,0.0
lig_2n,lig_2p,-0.7528,0.3475,0.0
lig_2n,lig_2r,0.5966,0.1533,0.0
lig_2n,lig_2s,0.7735,0.1612,0.0
lig_2n,lig_2a,1.2004,0.1417,0.0
lig_2o,lig_2a,1.9445,0.1276,0.0
lig_2p,lig_2a,1.4783,0.1736,0.0
lig_2q,Intermediate_1,0.3319,0.0535,0.0
lig_2q,Intermediate_4,0.8161,0.072,0.0
lig_2r,lig_2s,-1.4677,0.2335,0.0
lig_2t,lig_2a,2.7622,0.1196,0.0
lig_2u,Intermediate_4,-0.2628,0.2334,0.0
lig_2v,lig_2x,-1.6182,0.2398,0.0
lig_2v,lig_2a,-2.0441,0.189,0.0
lig_2v,Intermediate_10,-0.6017,0.2661,0.0
lig_2x,Intermediate_7,-1.1788,0.1347,0.0
lig_2y,lig_2w,0.9831,0.2736,0.0
lig_2y,Intermediate_10,1.8008,0.1761,0.0
lig_2z,lig_2w,0.8844,0.2085,0.0
lig_2a,Intermediate_4,-3.1847,0.2725,0.0
lig_2dd,lig_2w,2.2134,0.7551,0.0
lig_2b,Intermediate_2,0.857,0.3533,0.0
lig_2w,Intermediate_10,0.4369,0.0565,0.0
lig_2d,Intermediate,8.7261,0.1147,0.0
lig_2d,Intermediate_5,4.0199,0.5245,0.0
lig_2d,Intermediate_8,2.6625,0.2419,0.0
lig_2ii,lig_2hh,-0.0877,0.0141,0.0
lig_2ii,Intermediate_6,1.0557,0.0852,0.0
lig_2hh,Intermediate_10,3.1296,0.1465,0.0
Intermediate,Intermediate_3,-7.0096,0.3673,0.0
Intermediate,Intermediate_5,-1.8936,0.0428,0.0
Intermediate_1,Intermediate_4,-0.2841,0.0525,0.0
Intermediate_2,Intermediate_10,0.4455,0.0336,0.0
Intermediate_6,Intermediate_10,2.1592,0.2139,0.0
Intermediate_7,Intermediate_8,0.6848,0.027,0.0
Intermediate_8,Intermediate_10,-2.06,0.1189,0.0
