# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_2aa,-9.74951302295865,0.2528025670755984
lig_2z,-10.848667021595693,0.19077160882600383
lig_2b,-11.194332356490932,0.08516589679732313
lig_2bb,-9.544089714349559,0.19782930287449946
lig_2dd,-10.435439512881228,0.23846451103250474
lig_2w,-11.941181128295625,0.044712095818594644
lig_2c,-10.952609759626544,0.2838863226577438
lig_2e,-11.194332356490932,0.2554976903919694
lig_2a,-11.39492407494566,0.23846451103250477
lig_2d,-9.987474337456305,0.2024698678577871
lig_2ee,-12.767636145724557,0.35769676654875715
lig_2j,-10.568469057516726,0.16394435133484703
lig_2f,-8.960026010935982,0.21176772654822604
lig_2g,-11.153201478081272,0.23846451103250477
lig_2ff,-11.941181128295625,0.08942419163718929
lig_2gg,-11.153201478081272,0.07948817034416826
lig_2h,-9.959996604102658,0.18797878121931683
lig_2i,-10.539382250912077,0.21291474199330784
lig_2k,-11.044508425852383,0.09936021293021031
lig_2m,-11.457735934566848,0.06624014195347354
lig_2l,-12.767636145724557,0.05961612775812619
lig_2o,-10.981696566231191,0.11923225551625238
lig_2t,-12.35440863701009,0.08942419163718929
lig_2n,-12.35440863701009,0.14904031939531548
lig_2p,-11.699458531431237,0.04968010646510516
lig_2r,-11.28623102271677,0.09936021293021031
lig_2s,-11.607559865205399,0.08516589679732313
lig_2q,-12.767636145724557,0.11923225551625238
lig_2u,-12.767636145724557,0.05961612775812619
lig_2v,-9.452573080355686,0.1719695993022871
lig_2x,-10.720425946700987,0.15384807163387404
lig_2y,-10.260961221911936,0.23134616741959418
lig_2ii,-11.338103836387013,0.7551276822483054
lig_2hh,-12.35440863701009,0.20865644715344167
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_2aa,lig_2z,0.442,0.4789,0.0
lig_2aa,lig_2b,2.7732,3.1255,0.0
lig_2aa,Intermediate_2,-0.1925,0.3843,0.0
lig_2bb,lig_2dd,-2.4539,0.2917,0.0
lig_2bb,lig_2w,-1.2744,0.237,0.0
lig_2c,Intermediate,11.2441,0.2226,0.0
lig_2c,Intermediate_3,1.6261,0.2096,0.0
lig_2e,lig_2a,-1.6401,0.0443,0.0
lig_2e,lig_2d,-0.1595,0.183,0.0
lig_2ee,lig_2j,0.7089,0.2731,0.0
lig_2ee,lig_2a,-0.1397,0.2271,0.0
lig_2f,lig_2g,-1.0231,0.1481,0.0
lig_2f,lig_2d,0.5499,0.1349,0.0
lig_2ff,lig_2gg,0.7967,0.2879,0.0
lig_2ff,lig_2a,0.2336,0.148,0.0
lig_2g,lig_2h,1.567,0.2041,0.0
lig_2g,lig_2i,0.7818,0.3363,0.0
lig_2g,lig_2d,1.3146,0.2331,0.0
lig_2gg,lig_2a,-1.4991,0.6971,0.0
lig_2h,lig_2i,-1.1917,0.101,0.0
lig_2j,lig_2k,-0.2441,0.3369,0.0
lig_2j,lig_2m,-1.3633,0.1496,0.0
lig_2j,Intermediate_4,-2.7764,0.3693,0.0
lig_2k,lig_2a,-0.9148,0.0882,0.0
lig_2l,lig_2o,0.132,0.1812,0.0
lig_2l,lig_2t,-0.5776,0.129,0.0
lig_2m,lig_2a,1.5891,0.1266,0.0
lig_2n,lig_2p,1.8481,0.3313,0.0
lig_2n,lig_2r,1.3968,0.2974,0.0
lig_2n,lig_2s,1.084,0.227,0.0
lig_2n,lig_2a,1.7742,0.1243,0.0
lig_2o,lig_2a,1.0608,0.1966,0.0
lig_2p,lig_2a,-0.1127,0.2548,0.0
lig_2q,Intermediate_1,-0.3847,0.1487,0.0
lig_2q,Intermediate_4,-0.5138,0.2619,0.0
lig_2r,lig_2s,-0.8206,0.3965,0.0
lig_2t,lig_2a,1.8332,0.1103,0.0
lig_2u,Intermediate_4,-1.5111,0.194,0.0
lig_2v,lig_2x,-1.0121,0.2093,0.0
lig_2v,lig_2a,-2.3773,0.374,0.0
lig_2v,Intermediate_10,-1.738,0.1712,0.0
lig_2x,Intermediate_7,-2.0316,0.0952,0.0
lig_2y,lig_2w,-0.0671,0.2166,0.0
lig_2y,Intermediate_10,-0.2352,0.209,0.0
lig_2z,lig_2w,-1.2178,0.2617,0.0
lig_2a,Intermediate_4,-2.6211,0.1349,0.0
lig_2dd,lig_2w,0.6464,0.1793,0.0
lig_2b,Intermediate_2,0.7647,0.2306,0.0
lig_2w,Intermediate_10,0.7746,0.1356,0.0
lig_2d,Intermediate,6.6079,0.6026,0.0
lig_2d,Intermediate_5,3.9165,0.7294,0.0
lig_2d,Intermediate_8,1.0352,0.1502,0.0
lig_2ii,lig_2hh,-0.1462,0.0347,0.0
lig_2ii,Intermediate_6,0.9986,0.2753,0.0
lig_2hh,Intermediate_10,3.381,0.2273,0.0
Intermediate,Intermediate_3,-5.6649,0.267,0.0
Intermediate,Intermediate_5,-1.6881,0.1861,0.0
Intermediate_1,Intermediate_4,-0.8718,0.1447,0.0
Intermediate_2,Intermediate_10,0.2542,0.0553,0.0
Intermediate_6,Intermediate_10,2.6675,0.2532,0.0
Intermediate_7,Intermediate_8,0.5776,0.4194,0.0
Intermediate_8,Intermediate_10,-2.0204,0.2759,0.0
