# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_2b,-11.194332356490932,0.08516589679732313
lig_2h,-9.959996604102658,0.18797878121931683
lig_2d,-9.987474337456305,0.2024698678577871
lig_2v,-9.452573080355686,0.1719695993022871
lig_2c,-10.952609759626544,0.2838863226577438
lig_2e,-11.194332356490932,0.2554976903919694
lig_2f,-8.960026010935982,0.21176772654822604
lig_2w,-11.941181128295625,0.044712095818594644
lig_2x,-10.720425946700987,0.15384807163387404
lig_2y,-10.260961221911936,0.23134616741959418
lig_2a,-11.39492407494566,0.23846451103250477
lig_2j,-10.568469057516726,0.16394435133484703
lig_2hh,-12.35440863701009,0.20865644715344167
lig_2ii,-11.338103836387013,0.7551276822483054
lig_2k,-11.044508425852383,0.09936021293021031
lig_2q,-12.767636145724557,0.11923225551625238
lig_2u,-12.767636145724557,0.05961612775812619
lig_2bb,-9.544089714349559,0.19782930287449946
lig_2z,-10.848667021595693,0.19077160882600383
lig_2p,-11.699458531431237,0.04968010646510516
lig_2s,-11.607559865205399,0.08516589679732313
lig_2n,-12.35440863701009,0.14904031939531548
lig_2o,-10.981696566231191,0.11923225551625238
lig_2ee,-12.767636145724557,0.35769676654875715
lig_2l,-12.767636145724557,0.05961612775812619
lig_2ff,-11.941181128295625,0.08942419163718929
lig_2gg,-11.153201478081272,0.07948817034416826
lig_2aa,-9.74951302295865,0.2528025670755984
lig_2dd,-10.435439512881228,0.23846451103250474
lig_2m,-11.457735934566848,0.06624014195347354
lig_2r,-11.28623102271677,0.09936021293021031
lig_2t,-12.35440863701009,0.08942419163718929
lig_2g,-11.153201478081272,0.23846451103250477
lig_2i,-10.539382250912077,0.21291474199330784
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_2b,lig_2h,1.945,0.8903,0.0
lig_2d,lig_2v,1.9112,0.2257,0.0
lig_2c,lig_2e,2.7003,0.6349,0.0
lig_2c,lig_2f,3.5189,0.8976,0.0
lig_2d,lig_2w,-0.1901,0.1905,0.0
lig_2x,lig_2y,-0.0082,0.4899,0.0
lig_2a,lig_2w,0.4977,0.5679,0.0
lig_2e,lig_2v,0.1647,0.6373,0.0
lig_2j,lig_2v,1.6515,0.2561,0.0
lig_2v,lig_2x,-1.6182,0.2398,0.0
lig_2hh,lig_2w,2.0465,0.0359,0.0
lig_2ii,lig_2w,1.0956,0.2582,0.0
lig_2k,lig_2q,-3.9423,0.3069,0.0
lig_2q,lig_2u,1.359,0.1348,0.0
lig_2bb,lig_2z,0.5432,0.3155,0.0
lig_2p,lig_2s,0.1935,0.3831,0.0
lig_2y,lig_2z,-0.0242,0.2209,0.0
lig_2n,lig_2o,0.2492,0.2287,0.0
lig_2bb,lig_2v,1.1999,0.2571,0.0
lig_2n,lig_2p,-0.7528,0.3475,0.0
lig_2ee,lig_2l,-1.1754,0.2021,0.0
lig_2ff,lig_2gg,0.5002,0.0331,0.0
lig_2gg,lig_2j,0.1679,0.1332,0.0
lig_2aa,lig_2v,1.3437,0.6237,0.0
lig_2b,lig_2w,1.036,0.6687,0.0
lig_2dd,lig_2w,2.2134,0.7551,0.0
lig_2ee,lig_2j,1.2743,0.1081,0.0
lig_2l,lig_2o,-0.1845,0.2667,0.0
lig_2v,lig_2y,-1.8376,0.188,0.0
lig_2k,lig_2m,-2.7682,0.0946,0.0
lig_2n,lig_2r,0.5966,0.1533,0.0
lig_2j,lig_2t,-3.4065,0.1396,0.0
lig_2l,lig_2t,-0.9441,0.0327,0.0
lig_2a,lig_2d,0.8477,0.0499,0.0
lig_2aa,lig_2z,0.3926,0.119,0.0
lig_2e,lig_2f,-0.6942,0.0317,0.0
lig_2f,lig_2g,-0.9166,0.0745,0.0
lig_2ff,lig_2j,1.009,0.1575,0.0
lig_2hh,lig_2ii,0.187,0.0085,0.0
lig_2k,lig_2l,-3.3878,0.1835,0.0
lig_2l,lig_2n,-0.2772,0.1152,0.0
lig_2r,lig_2s,-1.4677,0.2335,0.0
lig_2e,lig_2j,1.3235,0.1142,0.0
lig_2j,lig_2k,0.6867,0.078,0.0
lig_2i,lig_2j,0.2132,0.0885,0.0
lig_2n,lig_2s,0.7735,0.1612,0.0
lig_2g,lig_2h,1.4349,0.0606,0.0
lig_2g,lig_2i,1.1338,0.1074,0.0
lig_2h,lig_2i,-0.949,0.0494,0.0
