# Experimental block
# Ligand,expt_DDG,expt_dDDG
lig_2b,-11.194332356490932,0.08516589679732313
lig_2h,-9.959996604102658,0.18797878121931683
lig_2d,-9.987474337456305,0.2024698678577871
lig_2v,-9.452573080355686,0.1719695993022871
lig_2c,-10.952609759626544,0.2838863226577438
lig_2e,-11.194332356490932,0.2554976903919694
lig_2f,-8.960026010935982,0.21176772654822604
lig_2w,-11.941181128295625,0.044712095818594644
lig_2x,-10.720425946700987,0.15384807163387404
lig_2y,-10.260961221911936,0.23134616741959418
lig_2a,-11.39492407494566,0.23846451103250477
lig_2j,-10.568469057516726,0.16394435133484703
lig_2hh,-12.35440863701009,0.20865644715344167
lig_2ii,-11.338103836387013,0.7551276822483054
lig_2k,-11.044508425852383,0.09936021293021031
lig_2q,-12.767636145724557,0.11923225551625238
lig_2u,-12.767636145724557,0.05961612775812619
lig_2bb,-9.544089714349559,0.19782930287449946
lig_2z,-10.848667021595693,0.19077160882600383
lig_2p,-11.699458531431237,0.04968010646510516
lig_2s,-11.607559865205399,0.08516589679732313
lig_2n,-12.35440863701009,0.14904031939531548
lig_2o,-10.981696566231191,0.11923225551625238
lig_2ee,-12.767636145724557,0.35769676654875715
lig_2l,-12.767636145724557,0.05961612775812619
lig_2ff,-11.941181128295625,0.08942419163718929
lig_2gg,-11.153201478081272,0.07948817034416826
lig_2aa,-9.74951302295865,0.2528025670755984
lig_2dd,-10.435439512881228,0.23846451103250474
lig_2m,-11.457735934566848,0.06624014195347354
lig_2r,-11.28623102271677,0.09936021293021031
lig_2t,-12.35440863701009,0.08942419163718929
lig_2g,-11.153201478081272,0.23846451103250477
lig_2i,-10.539382250912077,0.21291474199330784
 
# Calculated block
# Ligand1,Ligand2,calc_DDG,calc_dDDG(MBAR),calc_dDDG(additional)
lig_2b,lig_2h,2.5673,0.8889,0.0
lig_2d,lig_2v,0.6186,0.1446,0.0
lig_2c,lig_2e,5.2537,0.234,0.0
lig_2c,lig_2f,2.6709,0.8324,0.0
lig_2d,lig_2w,-0.7065,0.3184,0.0
lig_2x,lig_2y,-0.6433,0.1332,0.0
lig_2a,lig_2w,0.1233,0.2291,0.0
lig_2e,lig_2v,-1.1959,0.634,0.0
lig_2j,lig_2v,2.2791,0.2588,0.0
lig_2v,lig_2x,-1.0121,0.2093,0.0
lig_2hh,lig_2w,2.1904,0.189,0.0
lig_2ii,lig_2w,-0.5148,0.3818,0.0
lig_2k,lig_2q,-2.4386,0.1981,0.0
lig_2q,lig_2u,0.7975,0.1328,0.0
lig_2bb,lig_2z,0.4495,0.2717,0.0
lig_2p,lig_2s,0.1251,0.31,0.0
lig_2y,lig_2z,0.9156,0.5209,0.0
lig_2n,lig_2o,1.0506,0.2259,0.0
lig_2bb,lig_2v,1.5505,0.4965,0.0
lig_2n,lig_2p,1.8481,0.3313,0.0
lig_2ee,lig_2l,-0.868,0.2512,0.0
lig_2ff,lig_2gg,0.7967,0.2879,0.0
lig_2gg,lig_2j,-0.5111,0.1141,0.0
lig_2aa,lig_2v,1.561,0.1449,0.0
lig_2b,lig_2w,0.4597,0.1807,0.0
lig_2dd,lig_2w,0.6464,0.1793,0.0
lig_2ee,lig_2j,0.7089,0.2731,0.0
lig_2l,lig_2o,0.132,0.1812,0.0
lig_2v,lig_2y,-1.1527,1.5333,0.0
lig_2k,lig_2m,-1.6679,0.1503,0.0
lig_2n,lig_2r,1.3968,0.2974,0.0
lig_2j,lig_2t,-2.4847,0.2784,0.0
lig_2l,lig_2t,-0.5776,0.129,0.0
lig_2a,lig_2d,0.7961,0.129,0.0
lig_2aa,lig_2z,0.442,0.4789,0.0
lig_2e,lig_2f,-1.1066,0.0312,0.0
lig_2f,lig_2g,-1.0231,0.1481,0.0
lig_2ff,lig_2j,0.7196,0.2116,0.0
lig_2hh,lig_2ii,0.1428,0.0379,0.0
lig_2k,lig_2l,-2.2211,0.166,0.0
lig_2l,lig_2n,-0.7131,0.1637,0.0
lig_2r,lig_2s,-0.8206,0.3965,0.0
lig_2e,lig_2j,1.0273,0.1627,0.0
lig_2j,lig_2k,-0.2441,0.3369,0.0
lig_2i,lig_2j,-0.2409,0.3989,0.0
lig_2n,lig_2s,1.084,0.227,0.0
lig_2g,lig_2h,1.567,0.2041,0.0
lig_2g,lig_2i,0.7818,0.3363,0.0
lig_2h,lig_2i,-1.1917,0.101,0.0
