,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_27~lig_39,-0.9104573923536252,0.1328174542336723,-2.8241,0.325
lig_33~lig_34,0.006052450742468629,0.2612566286899177,-0.7107,0.2618
lig_32~lig_34,-0.2861895851415115,0.22466517675543873,-1.0035,0.0973
lig_33~lig_67,-0.7057178933950325,0.17753077390466276,-1.7651,0.2593
lig_33~lig_37,-2.0784299641739308,0.3463731294839102,-1.3446,0.1422
lig_65~lig_67,0.8264550174289331,0.19180381855063072,1.9573,0.1528
lig_27~lig_32,-0.466650807725725,0.1672336872313416,-0.3328,0.0615
lig_27~lig_33,-0.7588928436097051,0.21388709763064065,-1.0982,0.0627
lig_37~lig_50,-0.37475214149988645,0.33326428555620574,0.6453,0.2093
lig_37~lig_56,-0.30453445648557853,0.2999149984967986,-0.5551,0.0798
lig_53~lig_58,0.5569989886105464,0.19970021688704748,-0.6909,0.0485
lig_56~lig_58,-0.14982393063854893,0.05394670143602067,-2.1527,0.1269
lig_60~lig_61,0.835698013082073,0.23919113990605265,1.231,0.1374
lig_60~lig_63,-0.14716841944346726,0.09718811692331902,-1.7355,0.0799
lig_60~lig_65,0.5077816861353863,0.19167912020261121,-1.7399,0.0348
lig_50~lig_61,1.2489255217965383,0.2812087122182192,-1.0087,0.042
lig_53~lig_63,0.9026643235057854,0.2171757832124157,-0.8809,0.0499
lig_32~lig_37,-2.370672000057911,0.3196775882676304,-2.5553,0.0904
lig_32~lig_39,-0.44380658462790024,0.12789353557424024,-2.5099,0.1296
lig_37~lig_65,0.5462570533499651,0.35390093805455275,-3.379,0.0908
lig_37~lig_67,1.3727120707788982,0.29874230583961836,-1.7782,0.1833
lig_60~lig_67,1.3342367035643194,0.027239244925782086,0.1244,0.1979
lig_53~lig_67,2.384069446513572,0.19611671832598107,1.2761,0.1495
lig_39~lig_67,-0.5541533446511124,0.0583948739140939,-1.8689,0.7006
lig_34~lig_37,-2.0844824149163994,0.35494339781098216,-1.0751,0.1471
lig_53~lig_56,0.7068229192490953,0.19789847960991214,1.5382,0.123
lig_50~lig_58,-0.07960624562424101,0.15500427187590904,-2.8165,0.1317
lig_33~lig_53,-3.0897873399086047,0.263038298992861,-4.2612,0.2297
lig_37~lig_53,-1.0113573757346739,0.35625684042870154,-2.4554,0.0623
lig_50~lig_53,-0.6366052342347874,0.24551962433962052,-2.2768,0.211
lig_61~lig_63,-0.9828664325255403,0.25683413851255643,-2.7346,0.2703
lig_63~lig_65,0.6549501055788536,0.21328914275597163,0.5134,0.1028
lig_33~lig_39,-0.1515645487439201,0.18476293142713576,-0.9461,0.2788
lig_27~lig_65,-2.2910657544336708,0.2258743448474704,-5.6991,0.1274
lig_27~lig_61,-1.963149427486984,0.26737751578654434,-2.1307,0.1865
lig_27~lig_60,-2.798847440569057,0.12236213186193454,-3.8147,0.3105
lig_27~lig_34,-0.7528403928672365,0.22750420073920988,-2.7607,0.3327
lig_27~lig_67,-1.4646107370047377,0.1225573784100886,-2.8154,0.1782
lig_27~lig_50,-3.2120749492835223,0.19193339920834473,-1.9839,0.2625
lig_27~lig_63,-2.9460158600125244,0.1540255323306095,-6.5488,0.1657
lig_27~lig_56,-3.1418572642692144,0.12538880343841016,-2.325,0.2642
lig_37~lig_61,0.8741733802966518,0.38172947258995105,-0.3456,0.1482
lig_34~lig_53,-3.0958397906510733,0.27422548670425445,-3.5365,0.2001
lig_33~lig_50,-2.4531821056738172,0.23094435349690773,-0.9366,0.1807
lig_32~lig_33,-0.2922420358839801,0.21086481647118144,-0.844,0.0778
lig_61~lig_67,0.4985386904822464,0.23929108027361373,-1.0313,0.1367
lig_27~lig_58,-3.2916811949077633,0.12821357346449422,-5.0867,0.1238
lig_27~lig_37,-2.837322807783636,0.3216791571551424,-3.0697,0.2116
lig_61~lig_65,-0.3279163269466867,0.3053835780719608,-3.0198,0.1169
lig_50~lig_56,0.07021768501430792,0.15267598339936025,-0.616,0.2962
lig_37~lig_63,-0.10869305222888848,0.31297047609214845,-3.2057,0.1725
lig_34~lig_39,-0.15761699948638874,0.2003691883765465,0.0715,0.0709
lig_56~lig_60,0.3430098237001573,0.03800023011890004,-0.8583,0.0344
