,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_27~lig_33,-1.0982,0.0627,-1.3994,0.1974
lig_27~lig_39,-2.8241,0.325,-2.3133,0.4479
lig_32~lig_34,-1.0035,0.0973,-0.6107,0.4073
lig_32~lig_37,-2.5553,0.0904,-0.4569,0.5457
lig_32~lig_39,-2.5099,0.1296,0.2616,0.8529
lig_33~lig_34,-0.7107,0.2618,2.1492,0.7977
lig_33~lig_37,-1.3446,0.1422,-0.8913,0.8067
lig_37~lig_50,0.6453,0.2093,-1.0074,0.1784
lig_37~lig_56,-0.5551,0.0798,-1.1572,0.6464
lig_37~lig_65,-3.379,0.0908,-3.3734,0.7618
lig_37~lig_67,-1.7782,0.1833,-2.2664,0.4304
lig_50~lig_61,-1.0087,0.042,-1.4521,1.6127
lig_53~lig_58,-0.6909,0.0485,-2.0649,0.4809
lig_53~lig_63,-0.8809,0.0499,-1.8219,0.2089
lig_56~lig_58,-2.1527,0.1269,-2.3484,0.2067
lig_60~lig_61,1.231,0.1374,-0.2082,0.2845
lig_60~lig_63,-1.7355,0.0799,-2.2148,0.2696
lig_60~lig_65,-1.7399,0.0348,-1.9226,0.0622
lig_60~lig_67,0.1244,0.1979,-3.5444,0.0818
