,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_61~lig_67,0.4985386904822464,0.23929108027361373,-0.8283,0.0385
lig_27~lig_60,-2.798847440569057,0.12236213186193454,-1.849,0.0824
lig_33~lig_53,-3.0897873399086047,0.263038298992861,-2.3445,0.0494
lig_27~lig_32,-0.466650807725725,0.1672336872313416,-0.5612,0.1239
lig_27~lig_58,-3.2916811949077633,0.12821357346449422,-4.8626,0.1718
lig_27~lig_33,-0.7588928436097051,0.21388709763064065,-1.108,0.0557
lig_27~lig_34,-0.7528403928672365,0.22750420073920988,-1.7697,0.047
lig_27~lig_37,-2.837322807783636,0.3216791571551424,-1.0568,0.1343
lig_27~lig_39,-0.9104573923536252,0.1328174542336723,-1.0023,0.0885
lig_61~lig_65,-0.3279163269466867,0.3053835780719608,-2.2233,0.0526
lig_37~lig_56,-0.30453445648557853,0.2999149984967986,-0.2926,0.0947
lig_50~lig_56,0.07021768501430792,0.15267598339936025,-0.7485,0.0701
lig_60~lig_61,0.835698013082073,0.23919113990605265,1.0334,0.0939
lig_37~lig_63,-0.10869305222888848,0.31297047609214845,-3.6881,0.071
lig_53~lig_67,2.384069446513572,0.19611671832598107,0.6872,0.1289
lig_27~lig_65,-2.2910657544336708,0.2258743448474704,-3.5453,0.1034
lig_50~lig_53,-0.6366052342347874,0.24551962433962052,-1.8447,0.1174
lig_50~lig_58,-0.07960624562424101,0.15500427187590904,-2.6927,0.4907
lig_67~lig_39,0.5541533446511124,0.0583948739140939,2.9814,0.2226
lig_63~lig_61,0.9828664325255403,0.25683413851255643,2.7813,0.0478
