,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_27~lig_39,-2.3133,0.4479,-2.3133,0.4479
lig_33~lig_34,2.1492,0.7977,2.1492,0.7977
lig_32~lig_34,-0.6107,0.4073,-0.6107,0.4073
lig_33~lig_67,-1.9716,0.772,-1.9716,0.772
lig_33~lig_37,-0.8913,0.8067,-0.8913,0.8067
lig_65~lig_67,-1.0034,0.509,-1.0034,0.509
lig_27~lig_32,-0.3209,0.5282,-0.3209,0.5282
lig_27~lig_33,-1.3994,0.1974,-1.3994,0.1974
lig_37~lig_50,-1.0074,0.1784,-1.0074,0.1784
lig_37~lig_56,-1.1572,0.6464,-1.1572,0.6464
lig_53~lig_58,-2.0649,0.4809,-2.0649,0.4809
lig_56~lig_58,-2.3484,0.2067,-2.3484,0.2067
lig_60~lig_61,-0.2082,0.2845,-0.2082,0.2845
lig_60~lig_63,-2.2148,0.2696,-2.2148,0.2696
lig_60~lig_65,-1.9226,0.0622,-1.9226,0.0622
lig_50~lig_61,-1.4521,1.6127,-1.4521,1.6127
lig_53~lig_63,-1.8219,0.2089,-1.8219,0.2089
lig_32~lig_37,-0.4569,0.5457,-0.4569,0.5457
lig_32~lig_39,0.2616,0.8529,0.2616,0.8529
lig_37~lig_65,-3.3734,0.7618,-3.3734,0.7618
lig_37~lig_67,-2.2664,0.4304,-2.2664,0.4304
lig_60~lig_67,-3.5444,0.0818,-3.5444,0.0818
lig_53~lig_67,-1.1472,0.1811,-1.1472,0.1811
lig_39~lig_67,-3.4025,0.8134,-3.4025,0.8134
lig_34~lig_37,-1.5598,0.6558,-1.5598,0.6558
lig_53~lig_56,1.6049,0.6064,1.6049,0.6064
lig_50~lig_58,-2.038,0.7822,-2.038,0.7822
lig_33~lig_53,-2.5684,0.5122,-2.5684,0.5122
lig_37~lig_53,-2.7161,0.2174,-2.7161,0.2174
lig_50~lig_53,-2.3732,1.666,-2.3732,1.666
lig_61~lig_63,-4.3983,0.9897,-4.3983,0.9897
lig_63~lig_65,1.6555,1.3756,1.6555,1.3756
lig_33~lig_39,-0.4672,1.0854,-0.4672,1.0854
lig_27~lig_65,-0.8767,1.2658,-0.8767,1.2658
lig_27~lig_61,0.6064,0.8874,0.6064,0.8874
lig_27~lig_60,-1.5932,1.1296,-1.5932,1.1296
lig_27~lig_34,0.385,0.8125,0.385,0.8125
lig_27~lig_67,-4.1547,0.5476,-4.1547,0.5476
lig_27~lig_50,-2.3426,0.5145,-2.3426,0.5145
lig_27~lig_63,-3.1685,0.8878,-3.1685,0.8878
lig_27~lig_56,-2.4341,0.6843,-2.4341,0.6843
lig_37~lig_61,3.2534,0.9475,3.2534,0.9475
lig_34~lig_53,-4.6607,0.6554,-4.6607,0.6554
lig_33~lig_50,-0.4999,0.247,-0.4999,0.247
lig_32~lig_33,-2.8796,0.3546,-2.8796,0.3546
lig_61~lig_67,-4.1403,0.5074,-4.1403,0.5074
lig_27~lig_58,-5.4693,0.4591,-5.4693,0.4591
lig_27~lig_37,-2.3015,0.5626,-2.3015,0.5626
lig_61~lig_65,-4.2222,1.6201,-4.2222,1.6201
lig_50~lig_56,0.2993,1.2622,0.2993,1.2622
lig_37~lig_63,-4.0276,1.123,-4.0276,1.123
lig_34~lig_39,-0.1622,0.2747,-0.1622,0.2747
lig_56~lig_60,-0.1064,1.1674,-0.1064,1.1674
