,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_37~lig_65,-3.3734,0.7618,-3.3734,0.7618
lig_27~lig_65,-0.8767,1.2658,-0.8767,1.2658
lig_27~lig_61,0.6064,0.8874,0.6064,0.8874
lig_53~lig_58,-2.0649,0.4809,-2.0649,0.4809
lig_27~lig_60,-1.5932,1.1296,-1.5932,1.1296
lig_27~lig_39,-2.3133,0.4479,-2.3133,0.4479
lig_27~lig_34,0.385,0.8125,0.385,0.8125
lig_27~lig_33,-1.3994,0.1974,-1.3994,0.1974
lig_27~lig_67,-4.1547,0.5476,-4.1547,0.5476
lig_27~lig_50,-2.3426,0.5145,-2.3426,0.5145
lig_27~lig_63,-3.1685,0.8878,-3.1685,0.8878
lig_27~lig_32,-0.3209,0.5282,-0.3209,0.5282
lig_53~lig_63,-1.8219,0.2089,-1.8219,0.2089
lig_37~lig_53,-2.7161,0.2174,-2.7161,0.2174
lig_27~lig_56,-2.4341,0.6843,-2.4341,0.6843
lig_37~lig_61,3.2534,0.9475,3.2534,0.9475
lig_56~lig_58,-2.3484,0.2067,-2.3484,0.2067
