,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_34~lig_53,-4.1403,0.0515,-4.1403,0.0515
lig_37~lig_65,-1.4206,0.1036,-1.4206,0.1036
lig_33~lig_50,-1.007,0.0364,-1.007,0.0364
lig_32~lig_37,-1.4644,0.083,-1.4644,0.083
lig_60~lig_61,1.0334,0.0939,1.0334,0.0939
lig_32~lig_33,-0.6496,0.0559,-0.6496,0.0559
lig_53~lig_58,-1.0094,0.0603,-1.0094,0.0603
lig_67~lig_65,-0.8569,0.1267,-0.8569,0.1267
lig_27~lig_39,-1.0023,0.0885,-1.0023,0.0885
lig_27~lig_34,-1.7697,0.047,-1.7697,0.047
lig_50~lig_61,-1.0787,0.1784,-1.0787,0.1784
lig_60~lig_67,-0.8251,0.1772,-0.8251,0.1772
lig_27~lig_33,-1.108,0.0557,-1.108,0.0557
lig_37~lig_56,-0.2926,0.0947,-0.2926,0.0947
lig_60~lig_63,-1.2946,0.0335,-1.2946,0.0335
lig_56~lig_58,-2.0654,0.023,-2.0654,0.023
lig_53~lig_63,-0.688,0.0669,-0.688,0.0669
