,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_53~lig_67,0.6872,0.1289,0.6872,0.1289
lig_67~lig_65,-0.8569,0.1267,-0.8569,0.1267
lig_67~lig_39,2.9814,0.2226,2.9814,0.2226
lig_60~lig_67,-0.8251,0.1772,-0.8251,0.1772
lig_33~lig_34,-0.447,0.0559,-0.447,0.0559
lig_34~lig_37,-0.7505,0.0447,-0.7505,0.0447
lig_53~lig_56,1.5437,0.0416,1.5437,0.0416
lig_50~lig_58,-2.6927,0.4907,-2.6927,0.4907
lig_60~lig_65,-1.1798,0.0553,-1.1798,0.0553
lig_33~lig_53,-2.3445,0.0494,-2.3445,0.0494
lig_37~lig_53,-2.2009,0.0178,-2.2009,0.0178
lig_56~lig_58,-2.0654,0.023,-2.0654,0.023
lig_60~lig_61,1.0334,0.0939,1.0334,0.0939
lig_27~lig_39,-1.0023,0.0885,-1.0023,0.0885
lig_50~lig_53,-1.8447,0.1174,-1.8447,0.1174
lig_63~lig_61,2.7813,0.0478,2.7813,0.0478
lig_63~lig_65,0.5386,0.037,0.5386,0.037
lig_33~lig_39,0.0316,0.1703,0.0316,0.1703
lig_32~lig_37,-1.4644,0.083,-1.4644,0.083
lig_27~lig_32,-0.5612,0.1239,-0.5612,0.1239
