,freenrg_SOMD,err_SOMD,freenrg_calc,err_calc
lig_33~lig_50,-0.9366,0.1807,-0.9366,0.1807
lig_61~lig_67,-1.0313,0.1367,-1.0313,0.1367
lig_39~lig_67,-1.8689,0.7006,-1.8689,0.7006
lig_56~lig_58,-2.1527,0.1269,-2.1527,0.1269
lig_33~lig_39,-0.9461,0.2788,-0.9461,0.2788
lig_27~lig_32,-0.3328,0.0615,-0.3328,0.0615
lig_60~lig_63,-1.7355,0.0799,-1.7355,0.0799
lig_34~lig_37,-1.0751,0.1471,-1.0751,0.1471
lig_32~lig_37,-2.5553,0.0904,-2.5553,0.0904
lig_61~lig_63,-2.7346,0.2703,-2.7346,0.2703
lig_50~lig_58,-2.8165,0.1317,-2.8165,0.1317
lig_61~lig_65,-3.0198,0.1169,-3.0198,0.1169
lig_27~lig_33,-1.0982,0.0627,-1.0982,0.0627
lig_37~lig_56,-0.5551,0.0798,-0.5551,0.0798
lig_60~lig_65,-1.7399,0.0348,-1.7399,0.0348
lig_32~lig_39,-2.5099,0.1296,-2.5099,0.1296
lig_50~lig_53,-2.2768,0.211,-2.2768,0.211
lig_37~lig_53,-2.4554,0.0623,-2.4554,0.0623
lig_34~lig_39,0.0715,0.0709,0.0715,0.0709
lig_56~lig_60,-0.8583,0.0344,-0.8583,0.0344
