,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_27~lig_33,-1.3994,0.1974,-1.3994,0.1974
lig_27~lig_39,-2.3133,0.4479,-2.3133,0.4479
lig_32~lig_34,-0.6107,0.4073,-0.6107,0.4073
lig_32~lig_37,-0.4569,0.5457,-0.4569,0.5457
lig_32~lig_39,0.2616,0.8529,0.2616,0.8529
lig_33~lig_34,2.1492,0.7977,2.1492,0.7977
lig_33~lig_37,-0.8913,0.8067,-0.8913,0.8067
lig_37~lig_50,-1.0074,0.1784,-1.0074,0.1784
lig_37~lig_56,-1.1572,0.6464,-1.1572,0.6464
lig_37~lig_65,-3.3734,0.7618,-3.3734,0.7618
lig_37~lig_67,-2.2664,0.4304,-2.2664,0.4304
lig_50~lig_61,-1.4521,1.6127,-1.4521,1.6127
lig_53~lig_58,-2.0649,0.4809,-2.0649,0.4809
lig_53~lig_63,-1.8219,0.2089,-1.8219,0.2089
lig_56~lig_58,-2.3484,0.2067,-2.3484,0.2067
lig_60~lig_61,-0.2082,0.2845,-0.2082,0.2845
lig_60~lig_63,-2.2148,0.2696,-2.2148,0.2696
lig_60~lig_65,-1.9226,0.0622,-1.9226,0.0622
lig_60~lig_67,-3.5444,0.0818,-3.5444,0.0818
