,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_61~lig_67,-0.8283,0.0385,-1.0313,0.1367
lig_27~lig_60,-1.849,0.0824,-3.8147,0.3105
lig_33~lig_53,-2.3445,0.0494,-4.2612,0.2297
lig_27~lig_32,-0.5612,0.1239,-0.3328,0.0615
lig_27~lig_58,-4.8626,0.1718,-5.0867,0.1238
lig_27~lig_33,-1.108,0.0557,-1.0982,0.0627
lig_27~lig_34,-1.7697,0.047,-2.7607,0.3327
lig_27~lig_37,-1.0568,0.1343,-3.0697,0.2116
lig_27~lig_39,-1.0023,0.0885,-2.8241,0.325
lig_61~lig_65,-2.2233,0.0526,-3.0198,0.1169
lig_37~lig_56,-0.2926,0.0947,-0.5551,0.0798
lig_50~lig_56,-0.7485,0.0701,-0.616,0.2962
lig_60~lig_61,1.0334,0.0939,1.231,0.1374
lig_37~lig_63,-3.6881,0.071,-3.2057,0.1725
lig_53~lig_67,0.6872,0.1289,1.2761,0.1495
lig_27~lig_65,-3.5453,0.1034,-5.6991,0.1274
lig_50~lig_53,-1.8447,0.1174,-2.2768,0.211
lig_50~lig_58,-2.6927,0.4907,-2.8165,0.1317
