,freenrg_experimental,err_experimental,freenrg_calc,err_calc
lig_61~lig_67,0.4985386904822464,0.23929108027361373,-4.1403,0.5074
lig_39~lig_67,-0.5541533446511124,0.0583948739140939,-3.4025,0.8134
lig_27~lig_60,-2.798847440569057,0.12236213186193454,-1.5932,1.1296
lig_33~lig_53,-3.0897873399086047,0.263038298992861,-2.5684,0.5122
lig_27~lig_32,-0.466650807725725,0.1672336872313416,-0.3209,0.5282
lig_27~lig_58,-3.2916811949077633,0.12821357346449422,-5.4693,0.4591
lig_27~lig_33,-0.7588928436097051,0.21388709763064065,-1.3994,0.1974
lig_27~lig_34,-0.7528403928672365,0.22750420073920988,0.385,0.8125
lig_27~lig_37,-2.837322807783636,0.3216791571551424,-2.3015,0.5626
lig_61~lig_63,-0.9828664325255403,0.25683413851255643,-4.3983,0.9897
lig_27~lig_39,-0.9104573923536252,0.1328174542336723,-2.3133,0.4479
lig_61~lig_65,-0.3279163269466867,0.3053835780719608,-4.2222,1.6201
lig_37~lig_56,-0.30453445648557853,0.2999149984967986,-1.1572,0.6464
lig_50~lig_56,0.07021768501430792,0.15267598339936025,0.2993,1.2622
lig_60~lig_61,0.835698013082073,0.23919113990605265,-0.2082,0.2845
lig_37~lig_63,-0.10869305222888848,0.31297047609214845,-4.0276,1.123
lig_53~lig_67,2.384069446513572,0.19611671832598107,-1.1472,0.1811
lig_27~lig_65,-2.2910657544336708,0.2258743448474704,-0.8767,1.2658
lig_50~lig_53,-0.6366052342347874,0.24551962433962052,-2.3732,1.666
lig_50~lig_58,-0.07960624562424101,0.15500427187590904,-2.038,0.7822
