,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_53~lig_67,0.6872,0.1289,-1.1472,0.1811
lig_60~lig_67,-0.8251,0.1772,-3.5444,0.0818
lig_33~lig_34,-0.447,0.0559,2.1492,0.7977
lig_34~lig_37,-0.7505,0.0447,-1.5598,0.6558
lig_53~lig_56,1.5437,0.0416,1.6049,0.6064
lig_50~lig_58,-2.6927,0.4907,-2.038,0.7822
lig_60~lig_65,-1.1798,0.0553,-1.9226,0.0622
lig_33~lig_53,-2.3445,0.0494,-2.5684,0.5122
lig_37~lig_53,-2.2009,0.0178,-2.7161,0.2174
lig_56~lig_58,-2.0654,0.023,-2.3484,0.2067
lig_60~lig_61,1.0334,0.0939,-0.2082,0.2845
lig_27~lig_39,-1.0023,0.0885,-2.3133,0.4479
lig_50~lig_53,-1.8447,0.1174,-2.3732,1.666
lig_63~lig_65,0.5386,0.037,1.6555,1.3756
lig_33~lig_39,0.0316,0.1703,-0.4672,1.0854
lig_32~lig_37,-1.4644,0.083,-0.4569,0.5457
lig_27~lig_32,-0.5612,0.1239,-0.3209,0.5282
