,freenrg_AMBER,err_AMBER,freenrg_calc,err_calc
lig_34~lig_53,-4.1403,0.0515,-4.6607,0.6554
lig_37~lig_65,-1.4206,0.1036,-3.3734,0.7618
lig_33~lig_50,-1.007,0.0364,-0.4999,0.247
lig_32~lig_37,-1.4644,0.083,-0.4569,0.5457
lig_60~lig_61,1.0334,0.0939,-0.2082,0.2845
lig_32~lig_33,-0.6496,0.0559,-2.8796,0.3546
lig_53~lig_58,-1.0094,0.0603,-2.0649,0.4809
lig_27~lig_39,-1.0023,0.0885,-2.3133,0.4479
lig_27~lig_34,-1.7697,0.047,0.385,0.8125
lig_50~lig_61,-1.0787,0.1784,-1.4521,1.6127
lig_60~lig_67,-0.8251,0.1772,-3.5444,0.0818
lig_27~lig_33,-1.108,0.0557,-1.3994,0.1974
lig_37~lig_56,-0.2926,0.0947,-1.1572,0.6464
lig_60~lig_63,-1.2946,0.0335,-2.2148,0.2696
lig_56~lig_58,-2.0654,0.023,-2.3484,0.2067
lig_53~lig_63,-0.688,0.0669,-1.8219,0.2089
